Data ID,Classification,Confidence Score,Detailed Justification
D6983,Warning,0.75,"Legal threat request with high sender name similarity to VIP (0.4831), moderate URL reputation concerns (0.1004), moderate reply path reputation (0.5510), multiple URLs detected, indicating potential legal intimidation phishing attempt"
D6984,Warning,0.70,"Link click request with YARA rule matches (4), moderate content spam score (0.1084), high URL reputation concerns (0.1596), DMARC temperror, acrobat.exe execution suggesting document-based phishing attempt"
D6985,No Action,0.55,"Bank detail update request with low overall threat scores, standard authentication results, minimal suspicious indicators suggest legitimate banking communication"
D6986,Malicious,0.85,"VPN/MFA reset request with high exfiltration behavior (0.6413), high max behavioral sandbox score (0.3205), revoked SSL certificate, very high URL reputation concerns (0.7623), winword.exe and powershell execution indicating credential harvesting malware"
D6987,Malicious,0.85,"Wire transfer request with macro-enabled document (1), very high metadata suspicious score (0.9562), YARA matches (4), high content spam score (0.4588), embedded files (2), indicating confirmed document-based financial malware"
D6988,Malicious,0.90,"Document download request with extremely high exfiltration behavior (0.9524), very high AMSI suspicion (0.8404), high metadata suspicious score (0.5919), very high URL rendering behavior (0.8851), URL redirect chain (2) indicating active document-based malware"
D6989,Warning,0.70,"High sender domain reputation (0.0457), self-signed SSL certificate, moderate content spam score (0.1070), DMARC failures, moderate threat indicators suggest potential phishing with infrastructure issues"
D6990,Warning,0.75,"Sensitive data request with high sender domain reputation (0.2531), high temp email likelihood (0.2161), moderate content spam score, indicating potential data harvesting attempt"
D6991,Malicious,0.90,"Meeting request with very high max behavioral sandbox score (0.8626), very high exfiltration behavior (0.8018), moderate metadata suspicious score (0.2822), winword.exe execution indicating confirmed behavioral malware"
D6992,Malicious,0.85,"Return path known malicious (1), high metadata suspicious score (0.7601), high exfiltration behavior (0.6186), moderate max behavioral sandbox score (0.3565), winword.exe execution indicating confirmed threat with malicious infrastructure"
D6993,Malicious,0.85,"Reply path known malicious (1), high URL reputation concerns (0.8556), multiple URLs (3), confirmed malicious infrastructure indicates active threat campaign"
D6994,Malicious,0.85,"Legal threat request with high exfiltration behavior (0.7643), self-signed SSL certificate, moderate max behavioral sandbox score (0.0866), total components detected malicious (4), outlook.exe execution indicating confirmed malware with multiple malicious components"
D6995,Malicious,0.85,"Link click request with ActiveX objects detected (1), very high metadata suspicious score (0.8346), high sender domain reputation (0.3924), high content spam score (0.5546), acrobat.exe execution indicating confirmed ActiveX-based malware"
D6996,Warning,0.75,"Bank detail update request with high sender domain reputation (0.4740), high reply path reputation (0.3145), high sender name similarity to VIP (0.2276), DMARC failure suggesting financial social engineering"
D6997,Malicious,0.85,"VPN/MFA reset request with return path mismatch (1), very high metadata suspicious score (0.9524), high URL reputation concerns (0.4892), certificate mismatch, winword.exe and powershell execution indicating confirmed credential harvesting malware"
D6998,Malicious,0.85,"Wire transfer request with URL decoded spoof detected (1), high metadata suspicious score (0.4220), high URL rendering behavior (0.3110), moderate max behavioral sandbox score (0.2730), winword.exe execution indicating confirmed spoof-based financial fraud"
D6999,Malicious,0.85,"Document download request with packer detected (1), very high metadata suspicious score (0.9348), high exfiltration behavior (0.4013), winword.exe execution, moderate content spam score indicating confirmed packed malware"
D7000,No Action,0.60,"High content spam score (0.8784) but expired SSL certificate, low overall threat scores, minimal malicious indicators suggest legitimate email with infrastructure issues"
D7001,Malicious,0.85,"Sensitive data request with return path known malicious (1), high temp email likelihood (0.0707), moderate content spam score, confirmed malicious infrastructure indicating data harvesting attack"
D7002,Warning,0.80,"Meeting request with high metadata suspicious score (0.7104), high exfiltration behavior (0.4730), high sender temp email likelihood (0.1816), certificate mismatch, winword.exe execution suggesting calendar-based phishing"
D7003,Malicious,0.90,"Packer detected (1), high metadata suspicious score (0.7049), high exfiltration behavior (0.6712), DNS morphing detected (1), embedded files (2), winword.exe execution indicating confirmed evasion-based malware"
D7004,No Action,0.60,"High URL reputation concerns (0.6063) but low overall threat scores, multiple URLs (2), minimal malicious indicators suggest legitimate email with questionable links"
D7005,Malicious,0.85,"Legal threat request with return path known malicious (1), high exfiltration behavior (0.8460), high content spam score (0.7249), confirmed malicious infrastructure indicating legal intimidation malware"
D7006,Malicious,0.85,"Link click request with return path known malicious (1), high max behavioral sandbox score (0.7607), self-signed SSL certificate, acrobat.exe execution indicating confirmed phishing with malicious infrastructure"
D7007,Malicious,0.85,"Bank detail update request with DNS morphing detected (1), domain known malicious (1), confirmed malicious domain and DNS morphing indicates financial phishing attack"
D7008,Malicious,0.85,"VPN/MFA reset request with DMARC enforced (1), high exfiltration behavior (0.7894), very high URL rendering behavior (0.9161), winword.exe and powershell execution, multiple URLs indicating confirmed credential harvesting malware"
D7009,Warning,0.75,"Wire transfer request with high exfiltration behavior (0.7641), high URL reputation concerns (0.6484), winword.exe execution, moderate temp email likelihood suggesting financial fraud attempt"
D7010,Malicious,0.85,"Document download request with very high return path reputation (0.9687), high exfiltration behavior (0.7300), image only email (1), multiple URLs (3), winword.exe execution indicating confirmed document-based phishing"
D7011,No Action,0.60,"High sender domain reputation (0.6980) but URL count (4), low overall threat scores, minimal malicious indicators suggest legitimate email with multiple links"
D7012,Warning,0.70,"Sensitive data request with high reply path reputation (0.2830), moderate sender domain reputation (0.1695), high site visual similarity to known brand (0.8140), indicating potential brand impersonation attack"
D7013,Malicious,0.95,"Meeting request with malicious attachment count (1), very high max behavioral sandbox score (0.7685), very high AMSI suspicion (0.7608), very high exfiltration behavior (0.7518), very high content spam score (0.8191), winword.exe execution indicating confirmed meeting-based malware"
D7014,Malicious,0.85,"High AMSI suspicion (0.7816), very high URL reputation concerns (0.7044), high content spam score (0.4366), image only email (1), winword.exe execution indicating confirmed macro-based attack"
D7015,No Action,0.55,"High temp email likelihood (0.1260) but low overall threat scores, minimal malicious indicators, standard authentication suggest legitimate email from temporary provider"
D7016,Malicious,0.90,"Legal threat request with malicious attachment count (1), YARA matches (3), very high exfiltration behavior (0.8972), final URL known malicious, high content spam score (0.6769), outlook.exe execution indicating confirmed legal threat malware"
D7017,Malicious,0.85,"Link click request with high-risk role targeted (1), URL redirect chain (5), high SMTP IP geo risk (0.4653), multiple URLs (2), acrobat.exe execution indicating confirmed targeted spear-phishing attack"
D7018,Malicious,0.85,"Bank detail update request with return path mismatch (1), very high content spam score (0.9519), high temp email likelihood (0.5242), high reply path reputation (0.8805) indicating confirmed financial social engineering attack"
D7019,Malicious,0.85,"VPN/MFA reset request with YARA matches (7), very high content spam score (0.9311), marketing keywords detected (1), image only email (1), winword.exe and powershell execution indicating confirmed credential harvesting malware"
D7020,Warning,0.75,"Wire transfer request with high metadata suspicious score (0.4612), high content spam score (0.4285), self-signed SSL certificate, winword.exe execution indicating financial fraud attempt"
D7021,No Action,0.55,"Document download request with very high content spam score (0.9034) but low overall threat scores, minimal malicious indicators suggest legitimate document sharing"
D7022,No Action,0.50,"DMARC enforced with high temp email likelihood (0.1772) but low overall threat scores, minimal malicious indicators suggest legitimate email with authentication"
D7023,Spam,0.80,"Sensitive data request with very high sender domain reputation (0.6895), expired SSL certificate, high content spam score (0.5090), low overall malicious indicators suggest bulk data collection campaign"
D7024,Malicious,0.85,"Meeting request with high max behavioral sandbox score (0.4316), high exfiltration behavior (0.6578), expired SSL certificate, very high content spam score (0.9342), bulk message indicator (1), winword.exe execution indicating confirmed calendar-based malware"
D7025,Malicious,0.85,"Very high exfiltration behavior (0.8016), high content spam score (0.5996), very high content spam score (0.8916), winword.exe execution indicating confirmed data exfiltration malware"
