Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious,unique_parent_process_names(categorical)
D5583,0,0.0048906420879448,0,4.824634380278566e-06,0,0,0,0.050069230900339,0,0,0,0,0,0.3720662821137577,4.644792821855152e-05,0,0,0,0,0.0191177616432342,0,0,4,3.196881512384682e-06,"[""outlook.exe""]",0,0,0.0153460925984195,0,0,0.2075006101818575,0,0.0173532521789038,0.0011276007082741,5.636468567875311e-06,0,0,0,1.0,0,0.0006771147274436,0.1495889,legal_threat,0.1206603157511825,1,0,0,0,0.0,0,fail,fail,none,1,TLS 1.2,2,0,0,1,0,1.3256970806450165e-06,self signed,0.0105777932152918,0.0044144477113249,0,1,0,"[""""]"
D5584,0,0.0078205072358465,1,2.5591507967327937e-13,0,0,0,0.1075384612823651,0,0,0,6,0,0.0003475665569867,0.088680411842601,0,0,0,0,0.810637683287562,0,0,4,6.1372434886768955e-09,"[""acrobat.exe""]",0,0,0.0011017502734422,0,0,1.991863683674261e-09,0,0.0018374374541251,0.7851693799304833,0.0003459513077275,0,0,0,1.0,0,0.999419046197036,0.6555711,link_click,0.0006993295663753,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.3,0,0,0,0,0,0.0001357670751839,valid,0.0006376303910226,1.595224941370944e-43,0,1,0,"[""""]"
D5585,0,0.0185655995713695,0,0.1060408784305631,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.6289862949897976,0,0,7.665231069537057e-06,0,0.0006172595124407,0.7520005875608412,1.061567736500353e-05,0,0,0,0.0,0,7.512803377770246e-06,0.2705029,bank_detail_update,0.0980189537756093,0,0,0,0,0.0,0,fail,policy,fail,1,TLS 1.3,0,0,0,0,0,0.0004888727195838,expired,0.0006493886691806,9.572508519648986e-06,0,1,0,"[""""]"
D5586,0,0.0021482587733364,0,0.1368490954491228,0,0,0,0.0029418477665307,0,0,0,5,0,0.0007384564597966,0.0014957827820301,0,0,0,0,0.434254614225498,0,0,4,3.1073289876841804e-25,"[""winword.exe"", ""powershell.exe""]",0,0,0.0952553211259285,0,0,0.1600846966519491,0,0.0167564752145648,6.501990102963638e-08,0.6877393137788924,0,0,0,0.5,0,4.553751797879047e-05,0.6466793,vpn_or_mfa_reset,1.2200817444944179e-11,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.2,4,0,0,0,0,3.551942000936895e-06,self signed,0.0139943774560305,0.0010483868877761,0,1,0,"[""""]"
D5587,0,1.175989674463102e-06,0,0.0565371326388145,0,0,0,0.0192368097689942,0,0,0,0,0,0.0001675688137012,0.001637120498029,0,0,0,0,0.978379150861422,0,0,4,2.546141410744777e-11,"[""winword.exe""]",0,0,0.0758078789358082,0,0,0.3271024163099552,0,0.0647651069313187,0.0002882562410911,3.739445115345212e-09,0,0,0,1.0,0,2.276403148205974e-09,0.6450963,wire_transfer,0.0259591599734572,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.1,0,0,0,0,0,0.1887278206268091,valid,0.0233989087638087,0.1531985730668057,0,1,0,"[""""]"
D5588,0,0.5229942568486965,0,0.3167253487789899,0,0,0,0.1364482633129227,0,0,0,0,0,0.0547507801460455,0.0069410168422186,0,0,0,0,0.6784803727406059,0,0,4,1.987025050097196e-12,"[""winword.exe""]",0,0,0.0004434369225598,0,0,4.136894608837805e-07,0,0.2929991702206665,8.176680201281006e-05,0.0171506853196069,0,0,0,0.5,0,0.0007500986445575,0.1404885,document_download,7.574189223944085e-05,0,0,0,0,0.0,0,fail,temperror,fail,1,TLS 1.0,0,0,0,0,0,8.71733417304518e-06,self signed,5.463658577850569e-06,0.0473076588713335,0,1,0,"[""""]"
D5589,0,9.171721707887475e-06,0,0.0068569975047061,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,8.474454387392233e-08,0,0,8.539644139433868e-05,0,0.8845125463415026,2.902835195684494e-05,0.205169855079817,0,0,0,1.0,0,0.0005869506138397,0.2942883,none,0.8156358450983006,0,0,0,0,0.0,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.0041632417747081,expired,6.200896390442176e-07,7.376863400447385e-09,0,1,0,"[""""]"
D5590,0,0.0006300666428792,0,1.3536361493206325e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,3.716011161191063e-07,0,0,2.0237424633719505e-17,0,8.579548508469347e-05,0.3313155758706687,0.0002217091800843,0,0,0,1.0,0,0.7393870497061273,0.9229275,sensitive_data_request,0.3616138786222641,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.1,1,0,0,0,0,1.1239723492795217e-08,valid,9.790520519038138e-12,0.134548097908547,0,1,0,"[""""]"
D5591,0,0.571665380959158,0,3.230138478525114e-05,0,0,0,0.4922864122080745,0,1,0,0,0,0.1745302225117986,0.0010708508196378,0,0,0,0,0.574228559754333,0,0,5,1.5684656275019695e-48,"[""winword.exe""]",0,0,1.4301687995562844e-13,0,0,0.6049578401406753,0,0.4240083772595537,0.0460821771412459,0.0012751293197345,0,0,0,0.5,0,1.1818099770320428e-05,0.3472896,meeting_request,0.0463023802387197,0,0,0,0,0.0,0,pass,neutral,fail,1,TLS 1.2,0,0,0,0,0,0.0177657794469411,valid,0.0002496229215331,0.0004200640985562,0,1,0,"[""""]"
D5592,0,0.9989350159082364,0,8.215021559182528e-09,0,0,0,5.40259065648832e-05,0,0,0,0,0,3.22723386220834e-26,0.0005150167095516,1,0,0,0,0.3491407791692543,0,0,7,1.7491929985445194e-80,"[""winword.exe""]",0,0,1.4494159708128653e-10,0,0,0.0136035581832913,0,0.0056509537194147,0.0168802849325324,4.2634787035915473e-08,0,0,0,1.0,0,1.039144352466388e-05,0.3402786,none,8.670950598899278e-13,0,0,0,0,0.0,0,pass,neutral,temperror,1,TLS 1.3,0,0,0,0,0,0.265988566753459,valid,0.9323724499848712,0.0013997796357153,0,1,0,"[""""]"
