Data ID,Classification,Confidence Score,Detailed Justification
D5733,Spam,0.80,Bank detail update request with revoked SSL certificate. Failed all authentication (SPF/DKIM/DMARC). High marketing keywords (0.87). Spam due to sensitive financial request with revoked security certificate and complete authentication failure.
D5734,Malicious,0.90,VPN/MFA reset with packer detected. Very high sandbox behavioral score (0.72). Winword spawning powershell. High exfiltration score (0.83). Self-signed SSL. Clear credential theft using packed malware and process injection.
D5735,Malicious,0.90,Wire transfer request with extremely high exfiltration score (0.97). Valid SSL. Passed SPF/DMARC. Malicious due to near-maximum data exfiltration behavior indicating active data theft despite authentication. Clear financial fraud attempt.
D5736,Warning,0.75,Document download with high exfiltration score (0.50). Valid SSL. Neutral SPF result. Low threat scores otherwise. Warning due to document request with moderate behavioral anomalies requiring verification.
D5737,No Action,0.80,Clean email with valid SSL. Failed SPF but passed DMARC. Two links detected. Low threat scores across all indicators. Legitimate communication with minor authentication issues.
D5738,No Action,0.85,Sensitive data request with valid SSL. Passed SPF/DKIM/DMARC. Good sender reputation (0.4%). High visual similarity score (0.20). Legitimate sensitive data request with proper authentication and security.
D5739,Warning,0.80,Meeting request with exploit pattern detected. High metadata suspicious score (0.70). High exfiltration score (0.57). Valid SSL. Warning due to exploit pattern presence despite otherwise moderate risk indicators.
D5740,No Action,0.85,Excellent sender reputation (0.85). Valid SSL. High spam score (0.89) but no request type. Low threat scores. Legitimate communication from reputable sender with bulk characteristics.
D5741,No Action,0.75,Clean email with valid SSL. Passed SPF but failed DKIM/DMARC. Unsubscribe link present. Low threat scores. Legitimate bulk communication with authentication issues.
D5742,Warning,0.80,Legal threat with high temp email likelihood (0.39). High exfiltration score (0.83). Valid SSL. High URL reputation risk (0.38). Warning due to legal threat from temporary email with behavioral anomalies.
D5743,Malicious,0.90,Link click request with very high temp email likelihood (0.78). URL shortener detected. 6 malicious components detected. High spam score (0.76). Clear phishing with evasion techniques and multiple malicious components.
D5744,Malicious,0.85,Bank detail update with domain known malicious. Expired SSL. Good sender reputation (0.46) but malicious domain infrastructure overrides. Clear threat using compromised or deceptive domain for financial fraud.
D5745,Malicious,0.95,VPN/MFA reset with executable attachment. Reply path known malicious. Winword spawning powershell. High exfiltration score (0.79). Clear credential theft using executable attachment and malicious reply infrastructure.
D5746,Malicious,0.85,Wire transfer request with 5 YARA matches. Return path mismatch. High visual similarity to brand (0.54). Clear BEC attempt with multiple malware detections and spoofing indicators.
D5747,Warning,0.80,Document download with return path mismatch. High exfiltration score (0.87). Good sender reputation (0.75). Four links detected. Warning due to return path spoofing and extreme behavioral scores.
D5748,No Action,0.85,Excellent sender reputation (0.77). Valid SSL. Passed SPF. Self-signed SSL but low threat scores. Legitimate communication with minor certificate configuration issues.
D5749,Warning,0.75,Sensitive data request with self-signed SSL. Passed SPF but failed DMARC. Four links detected. Warning due to credential request with poor certificate security and authentication issues.
D5750,Warning,0.80,Meeting request with high metadata suspicious score (0.34). High exfiltration score (0.70). Valid SSL. Four links detected. Warning due to suspicious meeting characteristics and behavioral anomalies.
D5751,No Action,0.75,High spam score (0.56) but valid SSL. Failed SPF. High IP geo risk (0.59). No request type. Legitimate bulk communication with geographic and authentication anomalies.
D5752,Warning,0.70,Return path known malicious with self-signed SSL. Failed DKIM/DMARC. Low threat scores otherwise. Warning due to malicious return path infrastructure despite minimal direct threats.
D5753,Warning,0.80,Legal threat with VBScript/JavaScript detected. Failed all authentication. Valid SSL. Warning due to legal threat social engineering with script presence and authentication failures.
D5754,Warning,0.75,Link click request with high IP geo risk (0.76). Image-only email flag. Failed all authentication. Warning due to link request with evasion techniques and geographic risk.
D5755,No Action,0.75,Bank detail update with good visual similarity to brand (0.36). Valid SSL. Passed SPF/DMARC. High spam score (0.45) but legitimate banking communication with proper authentication.
D5756,Malicious,0.90,VPN/MFA reset with very high temp email likelihood (0.90). Winword spawning powershell. High ASN risk (0.84). Clear credential theft from temporary email using document-based malware.
D5757,Malicious,0.90,Wire transfer request with final URL known malicious. Expired SSL. Failed all authentication. Malicious due to financial fraud attempt directing to known malicious infrastructure with complete security failure.
D5758,Warning,0.75,Document download with high temp email likelihood (0.21). Self-signed SSL. High exfiltration score (0.64). Warning due to document request with suspicious characteristics and behavioral anomalies.
D5759,No Action,0.80,Clean email with valid SSL. Failed all authentication but low threat scores. High visual similarity score (0.79). Legitimate communication with authentication issues only.
D5760,No Action,0.70,Sensitive data request with valid SSL. Failed SPF but low threat scores. Legitimate credential request with minor authentication and geographic anomalies.
D5761,Warning,0.80,Meeting request with high temp email likelihood (0.40). High IP geo risk (0.69). Valid SSL. Warning due to meeting from temporary email with geographic risk factors.
D5762,Warning,0.75,High temp email likelihood (0.56) with 3 malicious components. High exfiltration score (0.89). Valid SSL. Warning due to temporary email with malicious components and extreme behavioral scores.
D5763,No Action,0.85,DMARC enforced with reply path different from sender. Valid SSL. Passed SPF/DMARC. High visual similarity to brand (0.69). Legitimate communication with proper security enforcement.
D5764,No Action,0.75,Legal threat with valid SSL. Passed SPF but failed DKIM/DMARC. High visual similarity score (0.49). Legitimate legal communication with authentication issues.
D5765,Warning,0.80,Link click request with 5 IOCs detected. Good sender reputation (0.35). Valid SSL. Warning due to link request with multiple IOC detections despite reputation.
D5766,Warning,0.75,Bank detail update with expired SSL. High visual similarity to brand (0.72). Valid SSL. Warning due to bank detail request with expired security certificate and brand impersonation.
D5767,Malicious,0.90,VPN/MFA reset with DMARC enforced but 3 YARA matches. Macro-enabled document. URL shortener detected. Clear credential theft using macros with malware detections despite enforcement.
D5768,Malicious,0.95,Wire transfer request with spoofed sender. High metadata suspicious score (0.39). Very high exfiltration score (0.99). Four links detected. Clear BEC with spoofing and extreme data exfiltration behavior.
D5769,Malicious,0.90,Document download with VBScript/JavaScript detected. Domain known malicious. High temp email likelihood (0.58). Malicious due to known bad domain delivering active scripts for malware execution.
D5770,Warning,0.70,DNS morphing detected with failed SPF/DKIM/DMARC. Valid SSL. Low threat scores otherwise. Warning due to DNS manipulation techniques despite minimal direct threats.
D5771,No Action,0.80,Sensitive data request with expired SSL. Passed SPF but failed DKIM/DMARC. High temp email likelihood (0.54). Legitimate request with certificate and authentication issues.
D5772,Warning,0.75,Meeting request with self-signed SSL. Bulk message indicator. Valid authentication. Low threat scores. Warning due to bulk meeting request with poor certificate security.
D5773,Malicious,0.85,Reply path known malicious with exploit pattern detected. High AMSI score (0.37). Valid SSL. Malicious due to known bad reply infrastructure combined with active exploit patterns indicating threat actor operations.
D5774,No Action,0.80,Clean email with valid SSL. Passed SPF. High visual similarity score (0.54). Low threat scores across all indicators. Legitimate communication with good security.
D5775,Warning,0.80,Legal threat with 1 YARA match. Final URL known malicious. SSL certificate mismatch. Warning due to legal threat with malware detection and malicious URL.
D5776,Warning,0.85,Link click request with reply path known malicious. High AMSI score (0.60). Very high visual similarity to brand (0.97). Warning due to brand impersonation with malicious reply infrastructure and behavioral scores.
D5777,No Action,0.85,Bank detail update with excellent sender reputation (0.89). Self-signed SSL. Passed all authentication. Four links detected. Legitimate banking communication despite certificate issues.
D5778,Malicious,0.90,VPN/MFA reset with unscannable attachment and 1 IOC. Winword spawning powershell. High AMSI score (0.63). Clear credential theft using evasive techniques and process injection.
D5779,Warning,0.80,Wire transfer request with 2 YARA matches. Exploit pattern detected. High IP geo risk (0.61). Warning due to wire transfer with malware detections and geographic risk.
D5780,Warning,0.75,Document download with very high temp email likelihood (0.67). Self-signed SSL. High IP geo risk (0.54). Warning due to document request from temporary email with geographic and certificate risks.
D5781,No Action,0.75,Clean email with valid SSL. Passed SPF/DKIM/DMARC. High temp email likelihood (0.33) but low threat scores. Legitimate communication from temporary email service.
D5782,No Action,0.80,Sensitive data request with good sender reputation (0.58). Valid SSL. High visual similarity to brand (0.14). Legitimate credential request with proper authentication and security.
