Data ID,Classification,Confidence Score,Detailed Justification
D7083,Malicious,0.90,"Link click request with very high metadata suspicious score (0.9398), high max behavioral sandbox score (0.7986), ActiveX objects detected (1), YARA matches (7), user marked as spam before (1), acrobat.exe execution indicating confirmed document-based malware with ActiveX exploitation"
D7084,No Action,0.60,"Bank detail update request with high return path reputation (0.7049), very high content spam score (0.9038), high site visual similarity to known brand (0.9106) but low overall threat scores suggest legitimate banking communication"
D7085,Malicious,0.85,"VPN/MFA reset request with very high metadata suspicious score (0.9665), high exfiltration behavior (0.6354), final URL known malicious (1), high URL reputation concerns (0.4351), winword.exe and powershell execution indicating confirmed credential harvesting malware"
D7086,Malicious,0.85,"Wire transfer request with high exfiltration behavior (0.7318), moderate metadata suspicious score (0.3816), total IOC count (2), winword.exe execution indicating confirmed financial fraud with multiple IOCs"
D7087,Malicious,0.85,"Document download request with malicious attachment count (1), high AMSI suspicion (0.6731), high exfiltration behavior (0.5477), winword.exe execution indicating confirmed document-based malware"
D7088,No Action,0.55,"DMARC enforced (1), moderate sender domain reputation but low overall threat scores, minimal malicious indicators suggest legitimate email"
D7089,Warning,0.75,"Sensitive data request with very high temp email likelihood (0.9889), self-signed SSL certificate, high content spam score (0.9783), high reply path reputation (0.6368) indicating data harvesting from disposable email"
D7090,Malicious,0.95,"Sender known malicious (1), meeting request with malicious attachment count (4), return path known malicious (1), macro-enabled document (1), self-signed SSL certificate, winword.exe execution indicating confirmed meeting-based malware from known threat actor"
D7091,Warning,0.75,"High metadata suspicious score (0.4612), embedded files (2), image only email (1), self-signed SSL certificate, winword.exe execution suggesting phishing with hidden content"
D7092,Spam,0.75,"Very high content spam score (0.8531), low overall threat scores, minimal malicious indicators suggest bulk spam email"
D7093,Warning,0.80,"Legal threat request with unscannable attachment present (1), total IOC count (8), very high exfiltration behavior (0.8291), very high content spam score (0.9784), certificate mismatch, outlook.exe execution indicating legal intimidation phishing"
D7094,Malicious,0.85,"Link click request with high metadata suspicious score (0.6909), very high exfiltration behavior (0.9242), total IOC count (1), YARA matches (2), very high content spam score (0.9602), bulk message indicator (1), acrobat.exe execution indicating confirmed phishing malware"
D7095,No Action,0.60,"Bank detail update request with very high content spam score (0.8356) but low overall threat scores, minimal malicious indicators suggest legitimate request"
D7096,Malicious,0.85,"VPN/MFA reset request with very high sender domain reputation (0.7263), smtp_ip_known_malicious (1), high reply path reputation (0.8016), high content spam score (0.7517), image only email (1), winword.exe and powershell execution indicating confirmed credential harvesting malware"
D7097,Warning,0.75,"Wire transfer request with moderate metadata suspicious score (0.4228), moderate sender domain reputation (0.3533), high content spam score (0.6347), winword.exe execution suggesting financial fraud attempt"
D7098,Warning,0.70,"Document download request with high metadata suspicious score (0.7010), moderate exfiltration behavior (0.4936), multiple URLs (4), winword.exe execution indicating document-based phishing"
D7099,No Action,0.55,"High content spam score (0.8396), very high URL rendering behavior (0.7836) but low overall threat scores suggest legitimate email"
D7100,No Action,0.50,"Sensitive data request with low overall threat scores, minimal malicious indicators suggest legitimate request"
D7101,Warning,0.75,"Meeting request with total IOC count (4), high exfiltration behavior (0.6401), self-signed SSL certificate, high URL rendering behavior (0.5858), winword.exe execution, total components detected malicious (2) suggesting calendar-based attack"
D7102,Warning,0.80,"URL redirect chain (2), high URL reputation concerns (0.6984), high content spam score (0.7096), high URL rendering behavior (0.7752), winword.exe execution indicating URL-based phishing"
D7103,No Action,0.60,"High sender domain reputation (0.2684), moderate temp email likelihood (0.5833) but low overall threat scores suggest legitimate email"
D7104,Malicious,0.85,"Legal threat request with very high AMSI suspicion (0.8412), bulk message indicator (1), high exfiltration behavior (0.6109), high content spam score (0.7742), outlook.exe execution indicating confirmed legal threat malware"
D7105,Warning,0.80,"Link click request with very high AMSI suspicion (0.8687), high metadata suspicious score (0.5823), moderate max behavioral sandbox score (0.2849), high content spam score (0.6958), acrobat.exe execution indicating document-based phishing"
D7106,No Action,0.60,"Bank detail update request with high temp email likelihood (0.6737) but low overall threat scores suggest legitimate request from temporary email provider"
D7107,Malicious,0.90,"VPN/MFA reset request with very high sender domain reputation (0.7524), malicious attachment count (1), high reply path reputation (0.9956), very high content spam score (0.7959), winword.exe and powershell execution indicating confirmed credential harvesting malware"
D7108,Warning,0.70,"Wire transfer request with moderate exfiltration behavior (0.2682), high SMTP IP reputation (0.6714), winword.exe execution suggesting financial fraud attempt"
D7109,Warning,0.80,"Document download request with moderate AMSI suspicion (0.5118), high exfiltration behavior (0.6819), embedded files (3), expired SSL certificate, high URL rendering behavior (0.6960), winword.exe execution indicating document-based attack"
D7110,Warning,0.75,"URL shortener detected (1), self-signed SSL certificate, moderate temp email likelihood, winword.exe execution suggesting URL-based phishing"
D7111,Malicious,0.85,"Sensitive data request with very high return path reputation (0.8006), reply path known malicious (1), self-signed SSL certificate, high content spam score (0.5646) indicating confirmed data harvesting attack"
D7112,Warning,0.80,"Meeting request with very high content spam score (0.8163), high exfiltration behavior (0.6610), high site visual similarity to known brand (0.7998), winword.exe execution suggesting calendar-based phishing"
D7113,Malicious,0.85,"Any file hash malicious (1), high metadata suspicious score (0.5282), high exfiltration behavior (0.6942), winword.exe execution indicating confirmed malware with known malicious file"
D7114,No Action,0.55,"Self-signed SSL certificate but low overall threat scores, minimal malicious indicators suggest legitimate email"
D7115,Warning,0.75,"Legal threat request with high max behavioral sandbox score (0.4431), moderate exfiltration behavior (0.3103), outlook.exe execution suggesting legal intimidation attempt"
D7116,Malicious,0.90,"Link click request with malicious attachment count (1), smtp_ip_known_malicious (1), high exfiltration behavior (0.7063), embedded files (4), very high content spam score (0.7901), acrobat.exe execution indicating confirmed phishing malware"
