Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D5333,0.4020075689,0.0158679473,0,0.0015811878,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.725245801,0.6676566008,0.6731602385000001,0,0.0,0,0,0,0.0,"[""""]",0,0,4.780000000000001e-08,0.8350647045,0,2.32684e-05,0,0.1830269499,4.0389e-06,3.1586e-05,0,0,0,1.0,0,6.92478e-05,0.4233376893,invoice_verification,0.0332652452,0,0,0,0,0.0,1,softfail,fail,fail,0,SSL,0,0,0,0,0,0.0816293874,valid,0.0046101562,0.0018579018,0,1,0,0
D5334,0.5256908354000001,0.0135048951,0,0.0010878582,0,0,0,0.0001039539,0,0,0,0,1,0.1407487336,0.0008678198,0.1329889741,0.0301884428,0.9117671958,0,0.9333995547,0,0,4,152.904563274,"[""""]",0,0,4.1216e-05,0.2964211612,0,0.293518533,0,0.0003270931,0.6846633406,0.0030710647,0,0,0,1.0,0,0.1939687252,0.7242999965,none,0.0306712156,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.1,1,0,0,0,0,0.0219965083,valid,2.5538e-06,0.2421475869,0,0,0,0
D5335,0.1819610608,0.0020690817,0,1.32619e-05,0,0,0,0.3147751053,0,0,0,0,0,0.6962216846,0.0095545355,0.54536642,0.6129519692000001,0.8983557882000001,0,0.7187443578,0,0,4,0.0,"[""""]",0,0,0.5994825036,0.4918055068,0,0.0010385249,0,0.096160445,3.86649e-05,1.84716e-05,0,0,0,1.0,0,0.0991762114,0.6867599952,none,0.0023212376,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,4,0,0,0,0,0.4068572169,valid,0.0783693064,0.6279389385,0,1,0,0
D5336,0.9605301601,3.020000000000001e-07,0,0.4338307379,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.5823240261,0.7632321200000001,0.9114273937,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0,0.165565929,0,8.062e-07,0,0.002895764,0.0724688921,0.016541513,0,0,0,1.0,0,0.0,0.3854826402,wire_transfer,1.481e-07,0,0,0,0,0.0,0,pass,neutral,temperror,1,TLS 1.2,0,0,0,0,0,0.0158452872,self signed,0.2421059302,0.2534736686,0,0,0,0
D5337,0.9009861878,0.318550007,0,0.0186465718,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0.7283194301,0.4739782004,0.7209476797000001,0,0.0,0,0,0,0.0,"[""""]",0,0,0.4806498143,0.3026555709,0,0.0061597286,0,0.050362413,0.0010955593,0.001085089,0,0,0,1.0,0,0.0014313205,0.6017652818,none,0.0048218905,0,0,0,0,0.0,0,fail,none,fail,1,TLS 1.2,0,0,0,0,0,0.075851642,valid,0.0001046621,0.3943691516,0,1,0,0
D5338,0.6791869814,0.3542014343,0,0.0189991858,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.1222326538,0.1038970511,0.8714058869,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0702438138,0.5629453416,0,4.0393e-06,0,0.2058744848,1.948e-07,0.2476986507,0,0,0,1.0,0,0.7722884335,0.6771890605,none,0.2389409666,0,0,0,0,0.0,0,pass,none,pass,1,TLS 1.2,1,0,0,0,0,0.0037773586,self signed,1e-10,4.26813e-05,0,1,0,5
D5339,0.5642039324,2.03e-08,0,0.0011142062,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.1264971525,0.2378330369,0.5445444095,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0001277866,0.7443412173,0,5.75791e-05,0,0.3073534632,0.0574578757,0.0007700915,0,0,0,0.5,1,0.0003043585,0.7569455516,none,3.6e-09,0,0,0,1,0.0,0,pass,none,none,1,TLS 1.3,0,0,0,0,0,0.1054494685,valid,0.0049348209,0.0097843381,0,1,0,0
D5340,0.3964718359,0.0107099812,0,0.0002699329,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0.5469357371,0.8240267130000001,0.7362684301,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0831107838,0.6679735797,0,0.0055139945,0,0.0062459236,0.067176434,0.031358543,0,0,0,1.0,0,0.0592189031,0.1990847885,gift_card_request,2.98261e-05,1,0,0,0,0.0,0,pass,none,fail,1,TLS 1.3,3,0,0,0,0,0.4157850902,valid,3.46977e-05,5.7578700000000005e-05,0,1,0,0
D5341,0.3753722567,0.0352787698,0,0.0377314081,0,0,0,0.0858846717,0,0,0,5,0,0.0132555757,1.3e-09,0.3760930771,0.1961502662,0.5234871142,0,0.6402410485000001,0,1,4,1.8602343690000003e-20,"[""""]",0,0,4e-10,0.8567471412000001,0,0.0159207129,0,0.1719696551,0.0731690813,0.0803662993,0,0,0,0.5,0,1.18e-08,0.2136705435,wire_transfer,1.9680000000000002e-07,0,0,0,0,0.0,0,fail,neutral,none,1,TLS 1.0,0,0,0,0,0,1.1e-09,valid,0.0099251033,0.0018587427,0,1,0,0
D5342,0.1136513686,0.0917996709,0,3.524e-07,0,0,0,0.02155155,0,0,0,0,0,0.0158567531,0.000465598,0.3952794704,0.5692755445000001,0.7805950699,0,0.6973741294,0,0,4,1.5289904020000001e-18,"[""""]",0,0,0.0003174579,0.5966806185,0,0.0350128625,0,0.0966887362,0.094748251,0.0006998669,0,0,0,0.5,0,8e-10,0.2061078137,document_download,0.0154087142,0,0,0,0,0.0,0,fail,none,pass,1,TLS 1.1,4,0,0,0,0,0.0,expired,2.824e-07,0.051350373,0,1,0,3
D5343,0.0333034176,7.7458e-06,0,0.0025150965,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.9071848767,0.4916172085,0.3245439169,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0070019468,0.0994348521,0,1.3254e-06,0,9.31034e-05,0.0016948267,0.0007393171,0,0,0,1.0,0,0.069552301,0.1462952849,none,3.8817000000000005e-06,0,0,0,0,0.0,0,fail,fail,fail,1,TLS 1.2,0,0,0,0,0,0.0062624152,valid,0.0017457147,1.51989e-05,0,1,0,0
D5344,0.8645275458,0.4406170882,0,4.59539e-05,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0800194885,0.7168967775,0.7416878026,0,0.0,0,0,0,0.0,"[""""]",0,0,0.94825806,0.5622298355,0,0.0,0,1.5369e-06,0.8752331505000001,8.592900000000001e-05,0,0,0,1.0,0,0.0029287165,0.5979088299,sensitive_data_request,0.7073504796,0,0,0,0,0.0,0,fail,neutral,temperror,1,TLS 1.3,1,0,0,0,0,2.3700000000000002e-07,valid,0.0135952958,0.0358895836,0,0,0,2
D5345,0.6270006822,0.0040255255,0,0.9344942805,0,0,0,0.093887929,0,0,0,0,0,2.676e-07,0.6655459129,0.5780359456,0.379243245,0.6657768938,0,0.7325122206,0,0,5,1.1629e-06,"[""""]",0,0,0.0026960215,0.455629129,0,0.0601323441,0,0.0001172539,0.5651870046,0.0054330604,0,0,0,1.0,0,0.3396818814,0.7999776248,meeting_request,0.2656796935,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.2,1,0,0,0,0,0.9054881704,self signed,9.90905e-05,0.0079249985,0,1,0,0
D5346,0.0347328561,0.03340726,0,0.7141419915,0,0,0,0.0714470582,0,0,0,0,0,5.87928e-05,0.00997793,0.5658489160000001,0.8239200760000001,0.0319914261,0,0.8473139677,0,0,4,1.031930799e-21,"[""""]",0,0,2.9071e-06,0.4956678254,0,0.4815711947,0,0.0643573234,0.0127351265,0.0,0,0,0,0.5,0,8.7667e-06,0.6876132272000001,none,0.5818298771,0,0,0,0,0.0,0,pass,none,pass,1,TLS 1.2,0,0,0,0,0,0.0,self signed,4.0964e-06,6.9000000000000006e-09,0,1,0,0
D5347,0.8187796464,0.1121086374,0,0.0201389223,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.2518045833,0.2466446161,0.8377677,0,0.0,0,0,0,0.0,"[""""]",0,0,3.527000000000001e-07,0.132219242,0,0.0896864108,0,2.63977e-05,0.2108141462,0.0400640403,0,0,0,1.0,0,0.0462638153,0.7454443108000001,none,0.2988555421,0,0,0,0,0.0,0,pass,none,pass,1,TLS 1.0,0,0,0,0,0,0.0059621559,valid,0.0001376415,7.31521e-05,0,1,0,0
D5348,0.7330639961000001,8.762000000000001e-07,0,0.2369329314,0,0,0,0.9156540678,0,0,0,0,0,0.0955272752,0.6803382049000001,0.5617715384,0.2384679324,0.3298191591,0,0.5335558890000001,0,0,4,2.7041797590000004e-63,"[""""]",0,0,0.4086189326,0.2174018956,0,0.0377685769,0,0.3536210249,0.0949001891,0.2045209443,0,0,0,1.0,0,9.700000000000001e-09,0.5539974983,legal_threat,0.0132411288,0,0,0,0,0.0,0,pass,neutral,pass,1,TLS 1.1,1,0,0,0,0,0.0111463341,valid,0.5203571206000001,0.1853892388,0,1,0,0
D5349,0.3266800639,0.0049271208,0,0.0153229124,0,1,0,0.0031962795,0,0,0,0,0,0.0033529058,0.4124947583,0.7472135619,0.5779601351,0.1151494835,0,0.0283594722,0,1,4,3.1774055030000003e-25,"[""""]",0,0,0.0008108044,0.6806643688,0,0.0005445459,0,0.0024756213,0.0119413109,0.1975302472,0,0,0,0.0,0,0.5939334274,0.4180634368,link_click,0.0093355242,0,0,0,0,0.0,1,pass,fail,none,1,TLS 1.0,3,0,0,0,0,0.0088270601,valid,1.1e-09,0.0597195808,0,1,0,4
D5350,0.081243737,3.5589e-06,0,0.3819090187,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6428963239000001,0.3195906562,0.2984387961,0,0.0,0,0,0,0.0,"[""""]",0,0,0.5421667802,0.918224445,0,1.40157e-05,0,0.5361612889,0.0066518571,6.86153e-05,0,0,0,1.0,0,0.0,0.3600721693,bank_detail_update,7.34131e-05,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,1,0,0,0,0,0.0390985998,valid,0.1989190015,0.0574782553,0,1,0,0
D5351,0.853393143,0.0987968532,0,0.0007408794,0,0,0,0.4100686862,1,0,0,0,0,0.7858871018,0.2913914612,0.3423792185,0.0180517959,0.7400035874,0,0.3604439948,0,0,4,0.3239551457,"[""""]",0,0,1.9975544260000002e-18,0.7590408024,0,0.928611975,0,0.5022787778,2.27e-08,7.58322e-05,0,0,0,1.0,0,0.0427658283,0.7124458798000001,vpn_or_mfa_reset,0.0133110548,0,0,0,0,0.0,0,fail,pass,pass,1,TLS 1.0,0,0,0,0,0,0.8193413388,expired,0.0139885761,0.1627102099,0,1,0,1
D5352,0.5210646723,0.0138790035,0,2.1779e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.452250867,0.3057156495,0.5629993681000001,0,0.0,0,0,0,0.0,"[""""]",0,0,0.3494594266,0.8191102814000001,0,0.000138906,0,2.70484e-05,0.0203093984,0.0325688098,0,0,0,1.0,0,0.0104660091,0.8805700059,none,0.8603147929,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.2,4,0,0,0,0,1e-08,valid,1.306e-07,0.4442057121,0,1,0,0
D5353,0.3732576838,1.02e-08,0,1.6500000000000002e-08,0,0,0,0.0002751023,0,0,0,0,0,0.0013583915,0.144983746,0.3627684964,0.1292734124,0.3552286595,0,0.8480564821000001,0,0,4,1.6652247920000002e-18,"[""""]",0,0,0.044682001,0.8220078868,0,0.0097915419,0,0.0025051967,0.0059615414,0.002754499,0,0,0,0.0,0,0.0012845313,0.8305620328000001,legal_threat,2.18349e-05,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.3,0,0,0,0,0,0.1953092449,valid,0.0903170525,0.0181897263,0,1,0,0
D5354,0.5653053649,7.699640000000001e-05,0,0.1814314983,0,0,0,0.0071345113,0,0,0,0,0,0.1330160349,0.8448210886,0.1397644484,0.0256055653,0.479754594,0,0.4200647534,0,1,4,0.0,"[""""]",0,1,2e-10,0.0494030628,0,1.17607e-05,0,0.0001021911,0.1843134603,0.0141145242,0,0,0,1.0,0,0.7526975646,0.2843912449,link_click,4.98452e-05,0,0,0,0,0.0,0,pass,neutral,pass,1,TLS 1.3,0,0,0,0,0,0.007351711,valid,0.3670852329,0.0,0,1,0,0
D5355,0.2471002654,0.5287225978,0,0.0382529929,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.9020981265,0.3774905358,0.8334550555,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0186231297,0.1095428857,0,0.1269220653,1,0.0352740075,0.3447665107,0.0124558367,0,0,0,0.5,0,5.9600000000000004e-08,0.8323911302,bank_detail_update,0.0,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.1,0,0,0,0,0,0.0310277511,expired,0.0574346253,0.0,0,1,0,0
D5356,0.3179831081,0.0619600966,0,3.191204598e-21,0,0,0,0.2660168084,0,0,0,0,0,1.138e-07,0.0163129946,0.1557835545,0.6524195401,0.9646581538,0,0.1144209186,0,0,6,6.3581706839999995e-16,"[""""]",0,0,0.3370784687,0.2789491488,0,0.0016679955,0,0.1328682193,0.0351892453,0.2095331453,0,0,0,1.0,0,0.9646035528,0.7279367067,vpn_or_mfa_reset,0.0013833632,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.1,1,0,0,0,0,0.0008039056,self signed,7.000000000000001e-10,0.0117578259,0,1,0,0
D5357,0.7889681279,1.43994e-05,0,0.1146851543,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6378443177,0.5490699092,0.5602110769,0,0.0,0,0,0,0.0,"[""""]",0,0,1.6615e-06,0.7712942534,0,0.0001746351,0,0.0409057038,0.0098972509,0.0734128587,0,0,0,1.0,0,0.0968785419,0.6395488744000001,bank_detail_update,0.0009410015,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.1,1,0,0,0,0,0.0,mismatch,0.2986738551,0.3867043808,0,1,0,0
D5358,0.8658381313,2e-10,0,1.38407e-05,0,0,0,0.5890168169000001,0,0,0,0,0,0.2066206417,4.17008e-05,0.7054086294,0.1248815309,0.488863394,0,0.7089058236,0,2,4,0.2408356036,"[""""]",0,0,0.0088919062,0.8372344048,0,0.0715235026,0,0.0043753055,0.1155949331,0.0702487112,0,0,0,1.0,0,0.0002612967,0.2227103489,vpn_or_mfa_reset,0.0001782201,0,0,0,0,0.0,0,fail,neutral,none,1,TLS 1.3,1,0,0,0,0,0.0264120977,valid,0.0277537821,0.0002720144,0,1,0,0
