Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D3533,0.7448985571000001,0.4909466931,0,5.4172e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.9125202864,0.3005636424,0.5741106049,0,0.0,0,0,0,0.0,"[""""]",0,0,6.968e-07,0.8543732699000001,0,0.0011369195,0,0.2662660615,2.96234e-05,0.0071821745,0,0,0,1.0,0,1.53215e-05,0.7176283977,none,0.0046326402,0,0,0,0,1.1,0,pass,fail,pass,1,TLS 1.2,0,0,0,0,0,0.0323961326,mismatch,4.75152e-05,0.2912777395,0,1,0,0
D3534,0.2256475459,0.0005523124,0,0.0001444735,0,0,0,0.0072919834,0,0,0,0,5,6.0564e-06,0.0960766571,0.3023558145,0.5511227546,0.6045245069,0,0.1866584667,0,1,5,5.413794362e-51,"[""""]",0,0,0.000404526,0.0366693498,0,0.0,0,5.701000000000001e-07,0.0100871856,0.0419259101,0,0,0,1.0,0,0.0012565952,0.5482379984,legal_threat,7.000000000000001e-10,0,0,0,0,0.0,0,pass,temperror,pass,1,TLS 1.2,0,0,0,0,0,0.0062587489,valid,0.0001653926,0.0021317669,0,1,0,0
D3535,0.2013970661,0.0021645014,0,8.204600000000001e-06,0,0,0,0.0308843531,0,0,0,2,0,0.0766041012,4.863e-07,0.4336561346,0.1512587886,0.3047265265,0,0.4659661305,0,1,4,1.6300000000000004e-07,"[""""]",0,0,0.0105199706,0.2476994056,0,4.330546353e-19,0,0.0146394282,0.1834656737,0.401385315,0,0,0,0.5,0,0.0,0.1833832255,link_click,0.0107489088,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.3,0,0,0,0,0,0.3307961087,self signed,2.2982000000000003e-06,2.62e-08,0,1,0,2
D3536,0.2493389187,0.0992294863,0,0.1196591394,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.4862363019,0.3286001474,0.0614062931,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0264787455,0.0299116963,0,4.862e-07,0,0.0098117909,0.0097471206,1.659135143e-19,0,7,0,0.0,0,1.26e-08,0.3587225138,bank_detail_update,8.754000000000001e-06,0,0,0,0,0.0,0,softfail,neutral,none,1,TLS 1.3,4,0,0,0,0,0.1230607158,revoked,0.2169633073,0.5107985719,0,1,0,0
D3537,0.5877999278,0.0016252832,0,0.0140716105,0,0,0,0.0206447725,0,0,0,6,2,0.0012198372,1.5516e-06,0.2539430375,0.8905681118000001,0.6365496587,0,0.5751619647,0,1,4,2.108495343e-44,"[""""]",0,0,0.29349897,0.9066687051,0,0.0,0,4.9186e-06,0.0154989238,5.29873e-05,0,0,0,0.0,0,0.1370579188,0.0560587284,vpn_or_mfa_reset,0.0335593108,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.1,4,0,0,0,0,9.96236e-05,valid,0.1163967127,0.00330991,0,1,0,0
D3538,0.4553309074,0.2996324038,0,5.799e-07,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.7713641141,0.7645366795,0.2499628222,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0991276854,0.1338535727,0,3.6e-09,0,0.2592904445,0.8386146592,0.0003229149,0,0,0,0.5,0,6.63415e-05,0.5527331489,bank_detail_update,0.001808005,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.0,3,0,0,0,0,0.0053164497,valid,0.0841125074,5.63781e-05,0,1,0,0
D3539,0.6872625427,0.2143280216,0,0.0077551207,0,0,0,0.0234139448,0,0,0,0,0,0.0838095416,0.0001514765,0.9444744826,0.1077075579,0.1149230837,0,0.4735570847,0,0,4,8.326501091e-44,"[""""]",0,0,0.0055707116,0.7499146059,0,1.039e-07,0,0.0248725495,0.0245052107,0.5737984191000001,0,0,0,1.0,0,5.2936738830000004e-23,0.6946103472,vpn_or_mfa_reset,0.0032246758,1,0,0,0,0.0,0,pass,neutral,none,1,TLS 1.1,2,0,0,0,0,0.0033631304,valid,8e-10,0.0003752671,0,1,0,5
D3540,0.1148719488,0.0002338552,0,0.0112847254,1,0,0,0.0027677629,0,0,0,0,2,0.1528675526,0.941567651,0.3258371906,0.1208236301,0.2314245501,0,0.9908798769,0,1,4,0.0009414741,"[""""]",0,0,0.0001025322,0.2731957269,0,0.0034215786,0,0.6572899672,0.0728642155,0.0001610106,0,0,0,1.0,0,0.1339475433,0.638269622,none,1.602762741e-26,0,0,0,0,0.0,0,pass,permerror,pass,1,SSL,0,0,0,0,0,0.0328792218,expired,0.0704962278,0.009533428,0,1,0,0
D3541,0.6055984657,0.0003305282,0,0.414147836,0,0,0,0.0011444062,0,0,1,0,0,0.0033131364,0.001518523,0.3252612834,0.4474740632,0.7495233902,0,0.9262540115,0,1,5,2.8583478160000005e-27,"[""""]",0,0,1.59e-08,0.3946470624,0,0.0403577074,0,0.0479363914,0.1424858847,0.0380260836,0,1,0,1.0,0,0.7573907415000001,0.3072119183,none,0.1460622964,0,0,0,0,0.0,0,pass,pass,temperror,1,TLS 1.3,0,1,0,0,0,2.845e-07,valid,0.281819101,0.2676702571,0,1,0,0
D3542,0.4408598082,0.0001032516,0,0.0,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0.4690403397,0.0405325936,0.8892650797,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0006552821,0.1381472759,0,0.0001002424,0,0.0828906703,1.486e-06,0.0177745991,0,0,0,1.0,0,0.0677797882,0.3980132106,legal_threat,0.0,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.3,4,0,0,0,0,2.192e-07,self signed,1.97635e-05,0.2401942676,0,1,0,4
