Data ID,Classification,Confidence Score,Detailed Justification
D4633,Malicious,0.90,High sender maliciousness (0.67) with maximum exfiltration behavior score (0.92) and high AMSI suspicion score (0.44) combined with authentication failures indicate active data theft malware
D4634,Spam,0.71,Low sender maliciousness (0.09) with meeting request and expired SSL certificate but minimal technical threats suggest meeting spam campaign
D4635,Malicious,0.89,High sender maliciousness (0.86) with high script/ActiveX detection and QR code analysis present combined with expired SSL indicate sophisticated attack
D4636,Warning,0.82,High sender maliciousness (0.76) with high return path mismatch score (0.43) but minimal active threats suggest potential infrastructure compromise
D4637,Warning,0.79,Moderate sender maliciousness (0.33) with link click request and high script/ActiveX detection combined with self-signed SSL suggest phishing attempt
D4638,Malicious,0.94,Moderate sender maliciousness with document download request but 8 YARA matches and maximum behavioral sandbox score (0.80) indicate confirmed malware delivery
D4639,Malicious,0.91,Extremely high sender maliciousness (0.91) with very high site visual similarity (0.95) and self-signed SSL indicate sophisticated brand impersonation attack
D4640,No Action,0.63,Moderate sender maliciousness (0.35) with minimal threat indicators and good authentication despite some script detection suggest legitimate traffic
D4641,Malicious,0.96,Extremely high sender maliciousness (0.96) with packer detected and maximum exfiltration behavior (1.0) combined with URL redirect chain indicate advanced malware campaign
D4642,Malicious,0.92,Extremely high sender maliciousness (0.94) with gift card request and link rewritten through redirector but high sender domain reputation suggest sophisticated scam
D4643,Malicious,0.88,Extremely high sender maliciousness (0.96) with meeting request and unsubscribe link but high spam score (0.93) indicate sophisticated targeted attack
D4644,Malicious,0.87,Extremely high sender maliciousness (0.93) with very high temporary email likelihood (0.53) and high script detection indicate sophisticated attack
D4645,Malicious,0.82,Despite low sender maliciousness (0.20) high AMSI suspicion score (0.18) and maximum exfiltration behavior (0.87) indicate evasive malware
D4646,Warning,0.76,Low sender maliciousness (0.11) with high behavioral sandbox score (0.13) and behavioral scores combined with self-signed SSL suggest compromised infrastructure
D4647,Warning,0.83,Moderate sender maliciousness (0.49) with VPN/MFA reset request and very high return path mismatch score (0.85) suggest credential harvesting attempt
D4648,Malicious,0.88,Extremely high sender maliciousness (0.94) with very high temporary email likelihood (0.82) and 2 domains known malicious indicate sophisticated attack infrastructure
D4649,Warning,0.79,Moderate sender maliciousness (0.32) with meeting request and high-risk role targeted but minimal technical threats suggest social engineering attempt
D4650,Malicious,0.84,Moderate sender maliciousness (0.59) with bank detail update request and unsubscribe link combined with final URL known malicious indicate active BEC attack
D4651,Warning,0.83,Moderate sender maliciousness (0.55) with invoice verification request and expired SSL certificate combined with high script detection suggest invoice fraud
D4652,No Action,0.61,Low sender maliciousness (0.20) with minimal threat indicators and good authentication despite some script detection suggest legitimate traffic
D4653,Warning,0.80,Moderate sender maliciousness (0.47) with bank detail update request and very high URL reputation score (0.87) suggest potential financial fraud
D4654,Malicious,0.93,Despite very low sender maliciousness high metadata suspicious score (0.87) with 2 malicious attachments and maximum exfiltration behavior indicate evasive malware
D4655,Malicious,0.89,Moderate sender maliciousness (0.39) with high metadata suspicious score (0.53) and maximum exfiltration behavior (0.92) indicate active data theft malware
D4656,Warning,0.84,Moderate sender maliciousness (0.52) with high metadata suspicious score (0.39) and high script detection combined with behavioral scores suggest evasive threat
D4657,Spam,0.68,Very low sender maliciousness (0.05) with very high temporary email likelihood (0.41) but minimal technical threats suggest bulk spam campaign
D4658,Warning,0.78,Moderate sender maliciousness (0.37) with urgent callback request and unsubscribe link combined with self-signed SSL suggest vishing attempt
D4659,No Action,0.65,Low sender maliciousness (0.21) with high sender domain reputation (0.48) and minimal threat indicators suggest legitimate traffic
D4660,Warning,0.82,Moderate sender maliciousness (0.41) with return path known malicious and high metadata suspicious score (0.19) suggest potential compromise
D4661,Malicious,0.85,Extremely high sender maliciousness (0.94) with high script detection indicate sophisticated malicious attack
