Data ID,Classification,Confidence Score,Detailed Justification
D6933,Warning,0.75,"High exfiltration behavior score (0.6165), suspicious metadata score (0.4809), moderate AMSI suspicion (0.1343), low TLS version (1.2), DMARC/SPF/DKIM failures, and multiple process executions including cmd.exe and rundll32.exe indicate potential document-based threat with data exfiltration capabilities"
D6934,Malicious,0.90,"Very high AMSI suspicion score (0.7728), unscannable attachment present, high exfiltration behavior (0.6404), winword.exe and powershell.exe execution chain, DMARC/SPF failures, and moderate content spam score indicate active macro-based malware with strong evasion tactics"
D6935,Malicious,0.95,"Extremely high exfiltration behavior score (0.9542), ActiveX objects detected, wire transfer request type, YARA rule matches (2), multiple process executions including regsvr32.exe, high sender domain reputation score (0.3837), indicating sophisticated financial fraud malware"
D6936,Warning,0.65,"Invoice verification request type with moderate sender domain reputation (0.1456), DMARC failure, low content spam score, and basic process activity suggests potential business email compromise attempt but lacks strong malicious indicators"
D6937,Malicious,0.85,"Wire transfer request with high sender domain reputation score (0.3644), return path mismatch, high SMTP IP ASN risk (0.2227), DMARC pass but other authentication issues, indicating sophisticated BEC attack with spoofed infrastructure"
D6938,Warning,0.80,"Macro-enabled document detected, high AMSI suspicion (0.8328), invoice payment request, moderate exfiltration behavior (0.1323), winword.exe execution with powershell and regsvr32, DMARC failure indicates potential macro-based phishing"
D6939,Warning,0.70,"Urgent callback request with high sender temp email likelihood (0.0541), multiple process executions including mshta.exe and wscript.exe, DMARC failures, moderate suspicious activity but lower overall threat indicators"
D6940,Malicious,0.85,"VPN/MFA reset request with return path known malicious (1), self-signed SSL certificate, moderate exfiltration behavior (0.2679), winword.exe and powershell execution, indicating confirmed credential harvesting attack with malicious infrastructure"
D6941,No Action,0.55,"YARA rule matches (2) and moderate AMSI suspicion (0.0904) but low overall threat scores, legitimate processes, and no critical malicious indicators suggest benign email with minimal suspicious activity"
D6942,Warning,0.70,"URL shortener detected, moderate exfiltration behavior (0.1143), high URL reputation score (0.1436), expired SSL certificate, YARA matches suggest potential phishing with URL-based threats but not definitively malicious"
D6943,Spam,0.80,"Very high content spam score (0.4942), expired SSL certificate, softfail SPF, neutral DKIM, moderate URL reputation issues, and standard process activity indicate bulk unsolicited email rather than targeted threat"
D6944,Warning,0.75,"Legal threat request type with high content spam score (0.3762), expired SSL certificate, high sender name similarity to VIP (1.0), URL count of 3, indicating potential legal intimidation phishing attempt"
D6945,Warning,0.70,"Document download request with moderate content spam score, high URL reputation concerns (0.2701), permerror DMARC, and standard process activity suggest potential document-based phishing attack"
D6946,Spam,0.75,"Gift card request with moderate content spam score, high URL reputation score (0.2578), low overall threat indicators but classic social engineering request type suggests spam/graymail classification"
D6947,Malicious,0.85,"Known malicious file hash detected, DMARC enforced but failed, high URL rendering behavior score (0.9907), high sender temp email likelihood (0.1129), indicating confirmed malware with strong evasion techniques"
D6948,Malicious,0.90,"Urgent callback request with return path known malicious (1), very high URL reputation score (0.8505), DMARC failures, malicious infrastructure confirmed indicating sophisticated social engineering attack with verified malicious components"
D6949,Malicious,0.90,"Extremely high exfiltration behavior score (0.9629), self-signed SSL certificate, high-risk role targeted (1), exploit pattern detected (1), indicating confirmed advanced persistent threat with data exfiltration capabilities"
D6950,No Action,0.60,"Low overall threat scores, expired SSL certificate, standard link click request, minimal process activity and low suspicious indicators suggest legitimate email with minor infrastructure issues"
D6951,Malicious,0.85,"Return path known malicious (1), moderate exfiltration behavior score, multiple process executions including excel.exe and powershell, high URL reputation concerns (0.2129) with confirmed malicious infrastructure indicate active macro-based attack"
D6952,Malicious,0.95,"Extremely high sender domain reputation score (0.9899), very high exfiltration behavior score (0.9616), wire transfer request, self-signed SSL certificate, URL count of 4, indicating sophisticated financial fraud attempt"
D6953,Spam,0.80,"High content spam score (0.7740), wire transfer request, low overall malicious indicators but bulk characteristics and financial request suggest spam classification"
D6954,Warning,0.75,"Gift card request with high content spam score (0.8907), high URL reputation concerns (0.2280), URL redirect chain length of 2, moderate process activity suggests social engineering attempt"
D6955,Warning,0.70,"Packer detected, bulk message indicator, high content spam score (0.6989), multiple URL links (4), moderate process activity suggests automated attack campaign"
D6956,Malicious,0.90,"Very high exfiltration behavior score (0.9177), network call on open detected, high temp email likelihood (0.9420), revoked SSL certificate, moderate metadata suspicious score indicates active malware"
D6957,Spam,0.75,"Invoice verification request with high content spam score (0.7033), standard process activity, low malicious indicators but business-focused social engineering suggests spam classification"
D6958,Warning,0.70,"Moderate metadata suspicious score (0.2759), moderate exfiltration behavior, multiple process executions, low overall threat but potential document-based attack indicators"
D6959,Warning,0.75,"High SMTP IP ASN risk (0.8696), high temp email likelihood (0.4462), moderate exfiltration behavior, YARA match, multiple process activity suggests infrastructure-based threat"
D6960,Malicious,0.85,"Wire transfer request with reply path known malicious (1), high content spam score (0.4310), confirmed malicious infrastructure indicates financial fraud attack rather than simple spam"
