Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious,unique_parent_process_names(categorical)
D6983,0,4.083714248377848e-07,0,0.0618771555439273,0,0,0,0.0255475450192416,0,0,0,0,0,2.4866175787108107e-09,0.014805779743379,0,0,0,0,0.2015075966774963,0,0,4,0.0216393939082939,"[""outlook.exe""]",0,0,0.0194233490704496,0,0,0.5510322437178226,0,6.274849305473302e-05,1.7136473986092363e-05,0.0384815406276733,0,0,0,1.0,0,0.4830728778618963,0.361123,legal_threat,2.8141505146059075e-20,0,0,0,0,0.0,0,softfail,none,none,1,TLS 1.1,2,0,0,0,0,0.1003912102898557,valid,0.0651758212885328,0.0048733994600912,0,1,0,"[""""]"
D6984,0,7.044193967310858e-15,0,0.0001994984705226,0,0,0,4.44922676973926e-06,0,0,0,4,0,0.0001556311857111,0.1128037295276308,0,0,0,0,0.0962368494514635,0,1,4,1.50287955204987e-28,"[""acrobat.exe""]",0,0,0.0002336807782745,0,0,0.1478914061194621,0,0.0406032671532236,0.5488605165547177,0.2100959328457203,0,0,0,1.0,0,0.011710525091656,0.2025903,link_click,0.1083800685759721,0,0,0,0,0.0,0,fail,none,temperror,1,TLS 1.0,0,0,0,0,0,0.1596184337151655,valid,6.818418474755105e-05,0.0001727012658485,0,1,0,"[""""]"
D6985,0,0.0005621614493568,0,0.0556742255448003,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0071250239100502,0,0,0.0579972992853982,0,0.0276850866585687,1.1834661500806196e-08,4.066505664566393e-07,0,0,0,0.5,0,4.177270178599667e-08,0.4240893,bank_detail_update,0.0198518283314214,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.2,0,0,0,0,0,1.5838307900198914e-07,valid,1.3436146876238885e-05,0.0766538859990002,0,1,0,"[""""]"
D6986,0,0.0053364803365849,0,0.0094957347600944,0,0,0,0.0034049447394233,0,0,0,0,0,0.3205442954047494,1.1741283237566867e-08,0,0,0,0,0.6413219214965691,0,0,5,3.5529600060639603e-09,"[""winword.exe"", ""powershell.exe""]",0,0,1.307595994571167e-12,0,0,2.007590097040646e-07,0,0.4268937224601032,0.562019211615593,0.262121803295139,0,0,0,0.5,0,0.0033987000716515,0.0607788,vpn_or_mfa_reset,0.0158425133223785,0,0,0,0,0.0,0,fail,policy,fail,1,TLS 1.1,0,0,0,0,0,0.7622948871592595,revoked,0.0001984105073997,0.5255089983817725,0,1,0,"[""""]"
D6987,0,8.47075441244602e-06,0,8.843256470494063e-07,0,0,0,0.9562487403750748,0,0,0,4,0,5.693129896538063e-07,0.01533302224745,1,0,0,0,0.3763393352693936,0,2,7,4.168788651915978e-47,"[""winword.exe""]",0,0,0.0065968623397342,0,0,4.5207979556510004e-13,0,0.363914446958046,0.7057912486090296,0.0016037192705964,0,0,0,0.5,0,0.2681788595044141,0.7492584,wire_transfer,0.4588446806613601,0,0,0,0,0.0,0,pass,pass,temperror,1,TLS 1.3,1,0,0,0,0,9.50381482684318e-05,valid,6.3163547466942165e-06,0.0001156462006444,0,1,0,"[""""]"
D6988,0,0.001167652244452,0,0.0001825652744178,0,0,0,0.5919480470010481,0,0,0,0,0,1.3449415402384238e-07,0.8404176585855585,0,0,0,0,0.9524400853291236,0,1,7,7.898109643530015e-27,"[""winword.exe""]",0,0,0.0003986382467877,0,0,5.822870269306492e-16,0,0.0595622847927279,0.0816824112201498,1.8210455713137483e-10,0,0,0,1.0,0,8.670245757715427e-21,0.5190079,document_download,0.0017206619498221,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.2,0,0,2,0,0,1.8145106307238847e-10,valid,0.0414213729873362,0.8851391802835795,0,1,0,"[""""]"
D6989,0,0.0457295384418153,0,0.0124050197949395,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.2270031427229557,0,0,1.0515580916298325e-19,0,0.6020990493565029,5.526771767056618e-05,0.2817718376241714,0,0,0,1.0,0,2.4074076252310376e-07,0.1503523,none,0.1070486395011175,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.2,0,0,0,0,0,0.0005383012533372,self signed,0.0021734286474463,6.187640053061827e-11,0,1,0,"[""""]"
D6990,0,0.2531370679870739,0,0.2160623300503857,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,4.086327532530551e-05,0,0,3.9891480911343815e-06,0,0.0307275791176773,7.580429784799934e-05,0.1823144038811557,0,0,0,1.0,0,8.624261864296006e-07,0.4190735,sensitive_data_request,0.0088488955122634,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.2,0,0,0,0,0,0.0046169789460363,valid,1.3833585736424383e-10,0.0276343399305068,0,1,0,"[""""]"
D6991,0,7.108298643790855e-07,0,1.976856613872633e-08,0,0,0,0.2821922815520413,0,0,0,0,0,0.8625575623652296,0.0190311799124153,0,0,0,0,0.8017909434824269,0,1,4,0.5481341975994904,"[""winword.exe""]",0,0,0.0194839300770069,0,0,9.83675001738674e-07,0,4.503559974198261e-07,0.2978867394032466,0.2053368134482546,0,0,0,0.0,0,2.4794558556966588e-11,0.3377714,meeting_request,0.0104472018644729,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.1,0,0,0,0,0,0.0004772519213434,valid,0.4624977696819191,0.0102800269440829,0,1,0,"[""""]"
D6992,0,0.0028061387762788,0,0.001711606857832,0,0,0,0.760073426768163,0,0,0,0,0,0.3564768084878234,0.0508943160109056,0,0,0,0,0.6185524764286824,0,0,4,2.875990685837325e-93,"[""winword.exe""]",0,1,0.324366637312341,0,0,0.943427578138995,0,0.5899606731333014,0.3453126331253454,0.0126308024457565,0,0,0,1.0,0,0.0002102859001472,0.0178133,none,0.0154581123106105,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.3,0,0,0,0,0,2.1783278880334742e-06,valid,0.0047726584668084,1.4689731179122507e-11,0,1,0,"[""""]"
