Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious,unique_parent_process_names(categorical)
D6283,0,0.0015884277726327,0,0.0096558692543255,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.4884532233766392e-06,0,0,0.0074141084598856,0,0.6589511567987215,0.4269226663641339,0.1464744885899628,0,0,0,0.5,0,0.0705272792068805,0.9348482,meeting_request,0.000397184890144,0,0,0,0,0.0,0,pass,neutral,pass,1,TLS 1.2,0,0,0,0,0,2.1749074005931097e-06,valid,0.0224739634968134,0.0040257719056713,1,1,0,"[""""]"
D6284,0,1.4820445791050445e-08,0,0.2107410745123224,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0007908831762722,0,0,4.07441358933858e-13,0,0.5025927208495797,3.1983369765376896e-05,0.0288207796523341,0,0,0,1.0,0,5.125822353166668e-07,0.2562544,none,0.3670506472356051,0,0,0,0,1.0,0,fail,fail,fail,1,TLS 1.3,1,0,0,0,0,1.2916693701502405e-07,self signed,0.0677803268062822,0.0373097119275878,0,1,0,"[""""]"
D6285,1,0.0504386872847818,0,0.2061828418417614,0,0,0,0.2333812991451588,0,0,0,0,0,0.0463773967415597,0.0001924849283113,0,0,0,0,0.2559602184992914,0,0,4,2.0232858079083945e-07,"[""winword.exe""]",0,0,0.010317642640482,0,0,0.2232048621281258,0,0.0118705442999938,7.290607355955471e-05,0.337319517222619,0,0,0,1.0,0,0.9992433687354688,0.6946557,none,3.018371599399894e-06,0,0,0,0,0.0,0,pass,fail,temperror,1,TLS 1.2,0,0,3,0,0,0.0530897061961794,valid,0.0218325592440627,0.0015070319423496,0,1,0,"[""""]"
D6286,0,0.8824658867807126,0,7.869500726767944e-05,0,0,0,2.589915636826812e-06,0,0,0,0,0,0.00179804045897,0.4369534019956538,0,0,0,0,0.6570454759347479,0,1,7,7.269311822303307e-11,"[""winword.exe"", ""powershell.exe""]",0,0,2.26788268953004e-10,0,0,0.4554314576415554,0,0.8112853912142206,0.2154136581855039,0.0427684606294319,0,0,0,1.0,0,0.4125370019997017,0.837845,none,0.0767687748833491,0,0,1,0,0.0,0,pass,none,fail,1,TLS 1.2,0,0,0,0,0,0.0006040016528902,self signed,0.0016677688460129,0.5413650624389087,0,1,0,"[""""]"
D6287,0,0.0003941217238902,0,0.0050844025590889,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0002670512235104,0,0,0.0028302917082166,0,0.2008590613726436,0.5407613346316384,0.0215902468098961,0,0,0,1.0,0,9.230472187185089e-06,0.506888,vpn_or_mfa_reset,1.4910469194550275e-05,0,0,0,0,0.0,0,pass,pass,pass,1,SSL,1,0,0,0,0,0.0002784219528291,expired,0.0002617367208536,5.611538191109792e-07,0,1,0,"[""""]"
D6288,0,0.3740087914515805,0,0.1681430523776388,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,8.582095556821391e-08,0,0,1.506909435715425e-13,0,0.3143602741391251,0.0057724879892138,0.0021088458523611,0,0,0,1.0,0,7.658656947265e-09,0.5686368,none,1.0247068766791998e-06,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.2,2,0,0,0,1,0.0217724965788191,valid,0.0004108221435594,0.1538666631818107,0,1,0,"[""""]"
D6289,0,4.742168645084901e-06,0,0.0134263456528789,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0062717210513888,0,0,0.0105174326964984,0,0.3539406766064247,0.0027420767381328,0.0001626739764777,0,0,0,1.0,0,0.0066377249730726,0.8226065,meeting_request,0.3009897929106289,0,0,0,0,0.0,0,pass,neutral,fail,1,TLS 1.2,1,0,0,0,0,0.0015197238645891,valid,0.0219614704798905,4.798835041036399e-17,0,1,0,"[""""]"
D6290,0,0.0809353717616691,0,4.1091889187856824e-09,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,1,0.0005477505494673,0,0,0.0213990399044876,0,0.3598921856289822,0.4269041090048631,0.8514766567515479,0,0,0,0.5,0,0.0029064499565101,0.2742259,bank_detail_update,0.0003368546673673,0,0,0,0,0.0,0,pass,fail,permerror,1,TLS 1.3,4,0,0,0,0,1.5253448610982607e-06,self signed,8.314697997173492e-05,8.089749168799472e-19,0,1,0,"[""""]"
D6291,0,0.4474859572572075,0,5.342532068164597e-15,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0335544700417726,0,0,6.532379755985423e-32,0,8.183400540735557e-05,0.5039180073917279,1.9331448262590366e-06,0,0,0,0.0,0,2.794288991780194e-05,0.2479147,invoice_verification,1.873371498937364e-11,0,0,0,0,0.0,0,softfail,none,pass,1,TLS 1.2,0,0,0,0,0,0.4876358437292957,valid,3.387643731284104e-08,7.177203633780502e-07,1,1,0,"[""""]"
D6292,0,0.2274603292430745,0,1.1238894413751936e-08,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0007853258185516,0,0,3.457666801769821e-07,0,0.0001013346309239,0.7310714504932339,0.0041577734136565,0,0,0,0.5,1,4.539112390756071e-07,0.5352087,none,0.0689586785404407,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.2,0,0,0,0,0,0.0340034832660273,valid,2.07841512573146e-05,0.000411055805051,0,1,0,"[""""]"
