Data ID,Classification,Confidence Score,Detailed Justification
D5583,No Action,0.75,Low risk email with no malicious indicators. SPF/DKIM fail but no malicious domains/IPs. Low metadata scores (0.05). Legal threat request type but low spam score (0.12). No executable attachments or malicious patterns. Final URLs not malicious. Self-signed SSL but low visual similarity to brands (0.01). No significant threats detected.
D5584,Malicious,0.95,Spoofed sender detected with domain reputation near zero (0.007). Six YARA rule matches indicate malicious patterns. Very high exfiltration behavior score (0.81). Link click request with high urgency keywords (0.99). Very high ASN risk score (0.78). Combination of spoofing + 6 YARA matches + data exfiltration + urgent phishing request clearly indicates malicious intent.
D5585,Spam,0.80,Failed SPF/DKIM/DMARC with poor domain reputation (0.018). Bank detail update request type. Expired SSL certificate. High ASN risk score (0.75). Moderate spam characteristics but no malicious attachments or executable files. Temp email likelihood (0.10) suggests disposable address. Classified as spam due to authentication failures and bank update request.
D5586,Malicious,0.90,VPN/MFA reset request with multiple red flags: 5 YARA matches winword.exe spawning powershell.exe high exfiltration score (0.43) self-signed SSL certificate. Failed DKIM but passed SPF/DMARC. Multiple embedded processes indicate potential malware execution. High-risk request type targeting authentication systems.
D5587,Malicious,0.85,Wire transfer request with extremely high exfiltration behavior score (0.97). Failed DKIM low sender domain reputation (1.17e-06). Valid SSL but high behavioral scores indicate potential fraud. ASN reputation very low (2.88e-04). Classic BEC pattern with wire transfer request and authentication failures.
D5588,Warning,0.70,Document download request with mixed signals. High sender reputation (0.52) but failed SPF/DMARC. Self-signed SSL certificate. Moderate behavioral scores. TLS 1.0 (outdated). Temp email likelihood (0.31). Warning due to authentication failures and self-signed cert despite decent sender reputation.
D5589,No Action,0.80,Clean email with passed SPF/DKIM/DMARC. High sender reputation indicators. No request type (none). Expired SSL certificate is only concern. Very high spam score (0.81) but no malicious components detected. High IP geo score (0.88) but compensated by good authentication. Legitimate bulk email.
D5590,Spam,0.75,Sensitive data request with failed SPF. High marketing keywords (0.73). Bulk message characteristics. No DKIM signature. Valid SSL certificate. High spam score (0.36). No malicious attachments but requesting sensitive information without proper authentication. Classified as spam due to bulk nature and auth failures.
D5591,Warning,0.70,Meeting request with executable attachment flag but moderate sender reputation (0.57). Failed DMARC. Moderate exfiltration score (0.57). Valid SSL. ASN score indicates some risk (0.046). Warning due to executable attachment flag and authentication failures despite otherwise moderate risk scores.
D5592,No Action,0.85,Excellent sender reputation (0.99). Macro-enabled document present but very low behavioral scores. Passed SPF extremely low spam score (8.67e-13). Valid SSL with high visual similarity to brand (0.93). TLS 1.3. Despite macro presence legitimate communication from reputable sender.
