Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D4783,0.6828823731,0.0035644066,0,0.0005882847,0,0,1,0.6748215415000001,0,0,0,0,0,0.0001207643,0.9807795135,0.9011302169,0.8396092768000001,0.88438443,0,0.9598615571,0,0,4,0.0,"[""""]",0,0,5.20671085e-16,0.4590295718,0,0.8759527939,0,0.0002710228,5.7284e-06,0.0004466766,0,0,0,1.0,0,5.990964154000001e-17,0.8621873760000001,none,2.6709e-06,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.3,1,0,0,0,0,2.74792e-05,valid,0.4829965816,7.09e-08,1,1,0,3
D4784,0.2852014442,0.0,0,7.67e-08,0,0,1,0.0530221512,0,0,0,0,0,0.0015495837,0.0024165591,0.6923618181,0.241457316,0.6785930376,0,0.8151043742,0,1,4,1.011454974e-25,"[""""]",0,0,0.0075203819,0.3979917009,1,0.8053661894,0,0.0,0.6475264259,5.4304000000000006e-06,0,0,0,0.0,0,0.2750335175,0.8104370934,none,7.000000000000001e-10,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.3,1,0,0,0,0,2.02e-08,mismatch,7.12e-08,0.9121505862,0,1,0,0
D4785,0.487343429,6.80735e-05,0,5.3131e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.5553578791,0.328574014,0.5376810976,0,0.0,0,0,0,0.0,"[""""]",0,0,2.08e-08,0.0566926503,0,0.1100330235,0,0.0009827388,0.4174472748,0.0382035027,0,0,0,1.0,0,0.0030209156,0.5041424883,legal_threat,1.4254524640000005e-18,0,0,0,0,0.0,0,pass,pass,pass,1,TLS 1.3,2,0,0,0,0,2e-10,valid,0.0,0.0049019771,0,1,0,0
D4786,0.9447819543,1.5e-09,0,1.9e-09,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.1077569852,0.6864309771,0.0754771526,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0769337004,0.0954334267,0,0.0030232009,0,0.25060463,0.0091704264,0.0744427504,0,0,0,1.0,0,2.54011e-05,0.1789056445,document_download,0.0106940369,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,0,0,0,0,0,1.1e-07,valid,9.14565e-05,0.1907944008,0,1,0,0
D4787,0.1934661858,0.0912897535,0,0.6345542531,0,0,0,0.1828488752,0,0,0,0,0,0.23932051,0.3632650837,0.5601800683,0.0707577526,0.1915350562,0,0.5524540751,0,0,7,1.561416596e-37,"[""""]",0,0,0.0002352849,0.0972894125,0,2.301e-07,0,1.9755e-06,0.0098008863,3.7e-09,0,0,0,1.0,0,9.03388e-05,0.5323792007,gift_card_request,0.0035218541,0,0,0,0,0.0,0,fail,none,fail,1,TLS 1.1,4,0,0,0,0,0.0002408251,valid,1.3288e-06,0.0127812238,0,1,0,0
D4788,0.6922263473,0.0061719889,0,0.4978660468,0,0,0,0.3289725223,0,0,0,0,0,0.8287489461,0.1322493487,0.0297617193,0.934308565,0.0679257264,0,0.4037176311,0,0,4,3.846924514999999e-96,"[""""]",0,0,0.0015991844,0.3211722086,0,0.0261671608,0,4.16e-08,0.3030088899,0.5912139476,0,0,0,0.0,0,0.0,0.8614865202,none,0.1041815375,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.2,0,0,0,0,0,0.0254042288,valid,0.0002454009,0.7695367123,0,1,0,0
D4789,0.1484935199,2.7573000000000003e-06,1,1.041e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.3643897149,0.443740109,0.0454379687,0,0.0,0,0,0,0.0,"[""""]",0,0,1e-10,0.167393527,0,2.39e-07,0,1.8447e-06,0.1826151887,0.0043377216,0,0,0,0.5,0,1e-10,0.2939483116,urgent_callback,0.0001261495,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.1,4,0,0,0,0,0.0,valid,1.5051e-06,0.5869863502,0,1,0,0
D4790,0.7742149839,0.8113246829,0,0.2955308788,0,0,0,0.0025662342,0,0,0,2,1,0.0027251993,0.534378812,0.47849483,0.7403014881000001,0.7655059190000001,0,0.4246900842,0,1,5,2.262578837e-115,"[""""]",0,1,0.0020441831,0.7441371825,0,0.0,0,0.1485871777,0.8999391219,0.0557831635,0,0,0,1.0,0,0.9573514965,0.2745516727,none,4.2645e-06,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.2,0,0,0,0,0,0.0002669227,expired,0.000838212,0.0002658663,0,1,0,0
D4791,0.3127663888,0.063781716,0,0.1436777172,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.2448161386,0.1960166442,0.1329531965,0,0.0,0,0,0,0.0,"[""""]",0,1,0.4674267564,0.3852892322,0,0.0064021551,0,2.1649e-06,7.2759e-06,0.0003711933,0,0,0,1.0,0,0.0249571026,0.3225018835,link_click,0.0202551581,0,0,0,0,0.0,0,pass,neutral,none,1,TLS 1.0,0,0,0,0,0,0.0,valid,0.0,8.9103e-06,0,1,0,5
D4792,0.0692062566,1.3661e-06,0,6.09e-08,0,0,0,0.2557193229,0,0,0,0,0,7.9e-09,0.0043170563,0.8873277963,0.668310829,0.8071265678,0,0.730202404,0,1,5,2.7772640710000003e-25,"[""""]",0,0,0.0275994078,0.8678850986000001,0,6.06e-08,0,0.0473295119,0.042735616,0.1116669856,0,0,0,0.0,0,0.1126793182,0.5569585394000001,none,0.0288433194,0,0,0,0,0.0,0,pass,policy,temperror,1,TLS 1.2,0,0,0,0,0,0.0149378237,valid,0.0,0.0002100048,0,1,0,3
