Data ID,Classification,Confidence Score,Detailed Justification
D5783,Warning,0.75,Meeting request with ActiveX objects detected. Failed SPF/DMARC. High exfiltration score (0.23). Valid SSL. Warning due to ActiveX presence in meeting request with authentication failure.
D5784,Warning,0.80,VPN/MFA reset with packer detected. High metadata suspicious score (0.12). Low exfiltration score (0.04). Valid SSL. Warning due to VPN reset request with packer detection despite low behavioral scores.
D5785,Warning,0.70,Clean email with high temp email likelihood (0.71). Failed SPF/DMARC. Valid SSL. Warning due to temporary email with authentication failure.
D5786,Malicious,0.95,Legal threat with very high sandbox behavioral score (0.58) and high exfiltration score (0.89). Final URL known malicious. Valid SSL. Clear threat despite authentication due to known bad URL and extreme behavioral scores.
D5787,Malicious,0.90,Link click request with high metadata suspicious score (0.16) and very high exfiltration score (0.77). Self-signed SSL. Malicious due to extreme behavioral anomalies and link request with poor security.
D5788,No Action,0.75,Legal threat with valid SSL. Passed SPF. Low threat scores. High visual similarity score (0.34). Legitimate legal communication with minor authentication issues.
D5789,Malicious,0.95,VPN/MFA reset with high metadata suspicious score (0.25) and very high exfiltration score (0.96). Winword spawning powershell. Clear credential theft with extreme behavioral scores and process injection.
D5790,Malicious,0.90,Wire transfer request with high metadata suspicious score (0.19) and high sandbox behavioral score (0.84). Very high IP geo risk (0.91). Clear BEC with extreme geographic and behavioral risks.
D5791,Warning,0.80,Document download with high temp email likelihood (0.75). High exfiltration score (0.27). Valid SSL. Warning due to document request from temporary email with behavioral anomalies.
D5792,Malicious,0.85,DMARC enforced but revoked SSL certificate and final URL known malicious. Very high temp email likelihood (0.56). Malicious due to known bad URL infrastructure despite enforcement.
D5793,Warning,0.75,Sensitive data request with high temp email likelihood (0.57). Expired SSL. High IP geo risk (0.69). Warning due to credential request from temporary email with geographic and certificate risks.
D5794,Malicious,0.90,Meeting request with high metadata suspicious score (0.09) and very high exfiltration score (0.84). SSL certificate mismatch. Malicious due to extreme behavioral scores despite meeting content.
