Data ID,Classification,Confidence Score,Detailed Justification
D7133,Warning,0.70,"Sensitive data request with moderate sender temp email likelihood (0.4888), token validation success, minimal threat indicators but suspicious patterns suggest potential data harvesting attempt"
D7134,Warning,0.75,"Meeting request with moderate metadata suspicious score (0.0479), moderate exfiltration behavior (0.4138), winword.exe execution, self-signed SSL certificate, DMARC fail indicating potential document-based phishing"
D7135,Warning,0.70,"No specific request type with moderate metadata suspicious score (0.2475), winword.exe execution, high URL rendering behavior (0.8291) indicating suspicious behavioral patterns"
D7136,No Action,0.55,"No specific request type with expired SSL certificate, minimal threat indicators, low overall risk profile suggests legitimate email with infrastructure issues"
D7137,Malicious,0.85,"Legal threat request with malicious attachment count (1), high exfiltration behavior (0.7669), outlook.exe execution, unsubscribe link present indicating confirmed legal threat malware"
D7138,Warning,0.80,"Link click request with very high metadata suspicious score (0.8918), moderate exfiltration behavior (0.2054), acrobat.exe execution indicating potential document-based attack"
D7139,Malicious,0.85,"Bank detail update request with smtp_ip_known_malicious (1), confirmed malicious SMTP infrastructure indicates financial fraud attack"
D7140,Warning,0.75,"VPN/MFA reset request with moderate temp email likelihood (0.2234), winword.exe and powershell.exe execution indicating potential credential harvesting attempt"
D7141,Malicious,0.90,"Wire transfer request with sender known malicious (1), 8 YARA matches, moderate exfiltration behavior (0.4656), winword.exe execution indicating confirmed financial fraud malware"
D7142,Malicious,0.85,"Document download request with ActiveX objects detected (1), return path mismatch (1), very high exfiltration behavior (0.8901), winword.exe execution indicating confirmed ActiveX-based malware"
D7143,No Action,0.60,"No specific request type with self-signed SSL certificate, minimal threat indicators, low overall risk suggests legitimate email with infrastructure concerns"
D7144,Warning,0.75,"Sensitive data request with high content spam score (0.7322), unsubscribe link present, minimal malicious indicators suggest spam-like data collection attempt"
D7145,Malicious,0.85,"Meeting request with packer detected (1), high exfiltration behavior (0.8412), executable attachment present, winword.exe execution indicating confirmed packed malware"
D7146,Warning,0.80,"No specific request type with moderate metadata suspicious score (0.3826), executable attachment, moderate exfiltration behavior (0.5887), VBScript detected, winword.exe execution, self-signed SSL indicating multiple suspicious patterns"
D7147,Malicious,0.85,"No specific request type with return path known malicious (1), expired SSL certificate indicating confirmed malicious infrastructure"
D7148,Warning,0.80,"Legal threat request with embedded files, bulk message indicator (1), SSL certificate mismatch, outlook.exe execution indicating legal intimidation attempt with infrastructure issues"
D7149,Warning,0.80,"Link click request with 1 YARA match, very high exfiltration behavior (0.9103), embedded files, acrobat.exe execution indicating potential document-based attack with high data exfiltration"
D7150,No Action,0.60,"Bank detail update request with minimal threat indicators, standard authentication results suggest legitimate banking communication"
D7151,Warning,0.75,"VPN/MFA reset request with very high metadata suspicious score (0.7878), 7 YARA matches, ActiveX objects detected (1), winword.exe and powershell.exe execution indicating credential harvesting attempt"
D7152,Warning,0.75,"Wire transfer request with sender spoof detected (1), moderate metadata suspicious score (0.1965), winword.exe execution, expired SSL indicating spoofed financial fraud attempt"
D7153,Warning,0.75,"Document download request with moderate metadata suspicious score (0.0912), 1 YARA match, very high exfiltration behavior (0.8549), winword.exe execution indicating document-based attack with high data exfiltration"
D7154,No Action,0.55,"No specific request type with minimal threat indicators, low overall risk profile suggests legitimate email"
D7155,No Action,0.60,"Sensitive data request with minimal threat indicators, high URL reputation score (0.7056) suggests legitimate data request"
