Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D5233,0.935409786,3.6063745840000004e-18,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.3014863892,0.0965440061,0.5719347625,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0007194337,0.1650057083,0,0.0133409878,0,0.0266440699,0.0002845408,1.28425e-05,0,0,0,1.0,0,0.0115791627,0.4723147916,gift_card_request,0.2639279275,0,0,0,0,0.0,0,pass,none,fail,0,TLS 1.0,0,0,0,0,0,0.6417795813,valid,0.0114133315,0.7907435844,0,1,0,0
D5234,0.1196247737,0.5727326678,0,0.5332233225,0,0,0,0.2887845514,0,0,0,0,0,0.1266612216,4.383e-07,0.4415580229,0.8288257750000001,0.6449696977,0,0.3555642512,0,0,4,0.0,"[""""]",0,0,8.4141e-06,0.3897795821,0,1.47257e-05,0,6.1015e-06,0.0062085122,3.2941e-05,0,0,0,1.0,0,1e-10,0.5579029403,wire_transfer,0.5097603401,0,0,1,0,0.0,0,pass,none,fail,1,TLS 1.2,4,0,0,1,0,0.0644036457,valid,1.09e-06,0.0452647639,0,1,0,4
D5235,0.8893614052000001,0.124752918,0,0.0015177169,0,0,0,0.0001944765,0,0,0,0,0,0.2360030497,0.0301256104,0.0923999626,0.8169348613,0.5486327247,0,0.7256513056,0,2,7,2.819662581e-35,"[""""]",0,0,0.0032273623,0.6481481861,0,0.0010962207,0,0.5835806557000001,0.0530201127,0.0141593367,0,0,0,1.0,0,0.109433766,0.8969922014,document_download,3.36697e-05,0,0,1,0,0.0,0,pass,none,temperror,1,TLS 1.2,1,0,0,0,0,0.0014541179,valid,0.0,4.5e-09,0,1,0,0
D5236,0.9402670945,0.2792874455,0,0.4047741217,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.2461665528,0.2524640103,0.2441161259,0,0.0,0,0,0,0.0,"[""""]",1,0,0.0534272635,0.1047591134,0,0.0172708747,0,0.0041809778,0.9685991394,0.0320321781,0,0,0,0.5,0,7.0143e-06,0.3946843553,none,0.0003096728,0,0,0,0,0.0,0,pass,pass,fail,1,TLS 1.3,4,0,0,0,0,0.0216529991,valid,0.0001074016,5.0091e-06,0,1,0,0
D5237,0.23509783,0.0392323187,0,0.0004240796,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0279023874,0.4776144504,0.562062033,0,0.0,0,0,0,0.0,"[""""]",0,0,0.3102035415,0.1965465153,0,0.0032385654,0,0.0026252039,0.0082793978,0.0020579255,0,0,0,1.0,0,0.2261375676,0.4822390703,sensitive_data_request,0.0001067544,0,0,0,0,0.0,0,pass,neutral,none,1,TLS 1.2,0,0,0,0,0,0.494491741,valid,0.0513168505,0.0017458976,0,1,0,0
D5238,0.4353559084,0.0014038149,0,0.0022116881,0,0,0,0.8121229893,0,0,0,0,0,0.0,0.6740623596,0.4946564495,0.3317539079,0.4723725562,0,0.3391452357,0,0,7,2.0900000000000002e-08,"[""""]",0,1,0.0232703641,0.8514578292,0,0.2230265698,0,0.4672075035,0.0301123237,1.46489e-05,0,0,0,0.5,0,0.28394832,0.8279026822000001,meeting_request,0.0753669752,0,0,0,0,0.0,0,pass,pass,fail,1,TLS 1.3,0,0,0,0,0,0.0063333167,self signed,0.0069658265,7.305e-07,0,1,0,1
D5239,0.032207632,7.97e-08,0,0.0115962841,0,0,0,0.0492795446,0,0,0,5,0,0.1060588148,0.000880125,0.1944671639,0.7366025792,0.7139558583000001,0,0.2916152961,0,0,4,5.301204221e-38,"[""""]",0,0,0.0436700042,0.0503182399,0,0.0,0,0.0866034072,0.0022943566,0.0066145941,0,0,1,0.5,0,0.0153967598,0.4458295682,none,0.000104905,0,0,0,0,0.0,0,fail,fail,pass,1,TLS 1.2,2,0,0,0,0,0.1452698908,mismatch,0.8871179973000001,5.2555e-06,0,1,0,0
D5240,0.8106715157000001,0.0279501826,0,0.1134607873,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.5916518149000001,0.5705946658000001,0.5514377248,0,0.0,0,0,0,0.0,"[""""]",1,0,0.1695567068,0.2757661194,0,2.5024e-06,0,3.68e-08,0.7021870858,5.87605e-05,0,0,0,0.5,0,0.0002477047,0.7136883764,none,0.0683905827,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.3,0,0,0,0,0,0.0771476632,self signed,0.2456940758,0.0001820924,0,1,0,0
D5241,0.507285449,0.0087487212,0,0.0,0,0,0,0.0710426091,0,0,1,0,0,4.9752e-06,0.0421200951,0.3087189371,0.8254741734000001,0.7349840749000001,0,0.5167027054000001,0,0,6,1.5727258330000001e-83,"[""""]",0,0,0.0003540911,0.6542143183,0,8.61e-08,0,0.0001928868,2.392e-07,0.0012057058,0,0,0,0.5,0,1.0965e-06,0.6182126274,legal_threat,2.152e-07,0,0,0,0,0.0,0,fail,policy,none,1,TLS 1.3,1,0,0,0,0,1e-10,revoked,0.0031604028,0.8399172738,0,1,0,0
D5242,0.6845343716000001,0.1796796471,0,1e-10,0,0,0,3.5498000000000003e-06,0,0,0,0,0,0.0143114091,6e-10,0.2211003683,0.5316312879,0.5227309239,0,0.6285298363,0,0,4,0.0013825935,"[""""]",0,0,0.4413470757,0.4387767378,0,1.6921e-06,0,0.0777978282,0.6658317163,3.16e-08,0,0,0,1.0,0,0.0498976561,0.6851180635,link_click,0.000149217,0,0,0,0,0.0,1,pass,none,none,1,TLS 1.1,0,0,0,0,0,0.0002110443,valid,0.6384453248,1.28402e-05,0,1,0,0
