Data ID,Classification,Confidence Score,Detailed Justification
D5883,Malicious,0.90,Clean email with 3 malicious attachments and high metadata suspicious score (0.514). Very high exfiltration score (0.782). Expired SSL. Clear threat with multiple malicious components and extreme behavioral scores.
D5884,No Action,0.80,Clean email with good sender reputation (0.122). Valid SSL. Passed SPF/DMARC. Low threat scores. Legitimate communication with proper authentication.
D5885,Warning,0.80,Legal threat with unscannable attachment and VBScript/JavaScript detected. SSL certificate mismatch. High metadata suspicious score (0.054). Warning due to legal threat with active scripts and evasion techniques.
D5886,Warning,0.75,Link click request with 1 malicious attachment and high metadata suspicious score (0.184). Self-signed SSL. Warning due to link request with malicious component and certificate risks.
D5887,Warning,0.75,Bank detail update with expired SSL certificate. Failed DKIM but low threat scores. Warning due to financial request with security certificate issues.
D5888,Malicious,0.90,VPN/MFA reset with high sandbox behavioral score (0.398) and very high exfiltration score (0.888). Winword spawning powershell. Expired SSL. Clear credential theft with extreme behavioral scores and process injection.
D5889,Malicious,0.85,Wire transfer request with ActiveX objects detected and very high metadata suspicious score (0.896). High AMSI score (0.712). Clear BEC with ActiveX exploitation and suspicious characteristics.
D5890,Malicious,0.85,Document download with very high metadata suspicious score (0.692) and high AMSI score (0.428). High temp email likelihood (0.340). Clear threat with suspicious document characteristics and behavioral anomalies.
D5891,No Action,0.80,Clean email with valid SSL. Passed SPF/DMARC. Low threat scores. High temp email likelihood (0.004) but legitimate communication with proper authentication.
D5892,No Action,0.75,Sensitive data request with valid SSL. Passed SPF. Low threat scores. Legitimate credential request with minor authentication issues.
D5893,Warning,0.80,Meeting request with DMARC enforced and URL shortener detected. Low metadata suspicious score (0.00001). Moderate exfiltration score (0.276). Warning due to URL shortener with enforcement conflicts.
D5894,Malicious,0.90,Clean email with DMARC enforced but very high exfiltration score (0.960). High AMSI score (0.282). Malicious due to extreme behavioral scores indicating data theft despite enforcement.
D5895,Warning,0.70,Clean email with very high temp email likelihood (0.969) and DMARC enforced. Failed DKIM/DMARC. Warning due to temporary email with authentication conflicts.
D5896,Warning,0.75,Legal threat with self-signed SSL certificate. High temp email likelihood (0.088). Warning due to legal threat with certificate and email source concerns.
D5897,Malicious,0.90,Link click request with 6 YARA matches and 1 IOC. High sandbox behavioral score (0.142). Clear malware with multiple detections and behavioral anomalies.
D5898,Warning,0.75,Bank detail update with failed DKIM/DMARC. Valid SSL but low threat scores. Warning due to financial request with authentication failures.
D5899,Malicious,0.90,VPN/MFA reset with DNS morphing detected and high metadata suspicious score (0.319). Winword spawning powershell. Very high exfiltration score (0.586). Clear credential theft with DNS manipulation and extreme behavioral scores.
D5900,Malicious,0.90,Wire transfer request with ActiveX objects detected and very high exfiltration score (0.879). Good sender reputation (0.755) but high temp email likelihood (0.610). Clear BEC with ActiveX exploitation despite reputation.
D5901,Malicious,0.85,Document download with malicious file hash and high sandbox behavioral score (0.348). Expired SSL but token validation successful. Clear malware despite some legitimate indicators.
D5902,Warning,0.75,Clean email with 2 DNS morphing instances and very high temp email likelihood (0.889). Failed SPF/DMARC. Warning due to DNS manipulation and temporary email with authentication issues.
D5903,No Action,0.80,Sensitive data request with good sender reputation (0.189). Valid SSL. Passed SPF. Low threat scores. Legitimate credential request with proper authentication.
D5904,Malicious,0.85,Meeting request with DMARC enforced but high sandbox behavioral score (0.139) and high exfiltration score (0.163). Clear threat with behavioral anomalies despite enforcement.
D5905,Malicious,0.90,Clean email with 2 malicious attachments and executable attachment. High metadata suspicious score (0.476). Very high exfiltration score (0.747). Clear threat with multiple malicious components and extreme behavioral scores.
D5906,Warning,0.75,Clean email with high temp email likelihood (0.273) and self-signed SSL. Low threat scores otherwise. Warning due to temporary email with certificate risks.
D5907,Malicious,0.90,Legal threat with high temp email likelihood (0.461) and very high exfiltration score (0.881). High metadata suspicious score (0.223). Clear threat using legal social engineering with extreme behavioral scores.
D5908,Malicious,0.85,Link click request with return path known malicious and high sandbox behavioral score (0.033). Very high exfiltration score (0.821). Clear threat using malicious infrastructure with extreme behavioral scores.
D5909,Warning,0.75,Bank detail update with failed SPF. Valid SSL but low threat scores. Warning due to financial request with authentication failure.
D5910,Malicious,0.95,VPN/MFA reset with macro-enabled document and very high metadata suspicious score (0.778). Very high exfiltration score (0.445). Winword spawning powershell. Clear credential theft using macros with extreme behavioral scores and process injection.
D5911,Malicious,0.90,Wire transfer request with return path known malicious and very high exfiltration score (0.670). Failed SPF/DMARC. Clear BEC using malicious infrastructure with extreme behavioral scores.
D5912,Warning,0.80,Document download with high temp email likelihood (0.086) and high exfiltration score (0.176). Very high visual similarity to brand (0.816). Warning due to document request with brand impersonation and behavioral anomalies.
D5913,Warning,0.75,Clean email with self-signed SSL and token validation successful. Good sender reputation (0.643) but low threat scores. Warning due to certificate issues despite legitimate indicators.
D5914,Warning,0.75,Sensitive data request with return path mismatch and very high IP geo risk (0.960). Valid SSL. Warning due to credential request with authentication mismatch and geographic risks.
D5915,Malicious,0.85,Meeting request with very high exfiltration score (0.728). High sandbox behavioral score (0.063). Clear threat using meeting social engineering with extreme behavioral scores.
D5916,Malicious,0.90,Clean email with 5 YARA matches and very high IP geo risk (0.819). Good sender reputation (0.835) but failed SPF. Clear malware with multiple detections despite reputation.
D5917,No Action,0.75,Clean email with valid SSL. Passed SPF. Image-only email flag but low threat scores. Legitimate communication with minor content characteristics.
D5918,Malicious,0.90,Legal threat with sender spoofed and very high metadata suspicious score (0.873). Very high exfiltration score (0.590). Clear threat using spoofing and legal social engineering with extreme behavioral scores.
D5919,Warning,0.80,Link click request with high metadata suspicious score (0.135) and high exfiltration score (0.319). Failed DKIM. Warning due to link request with behavioral anomalies and authentication failure.
D5920,Warning,0.75,Bank detail update with high temp email likelihood (0.535). Valid SSL but low threat scores. Warning due to financial request from temporary email.
D5921,Malicious,0.90,VPN/MFA reset with high metadata suspicious score (0.377) and very high exfiltration score (0.788). Winword spawning powershell. Clear credential theft with extreme behavioral scores and process injection.
D5922,Malicious,0.85,Wire transfer request with sender spoofed and 7 DNS morphing instances. Reply path different from sender. High metadata suspicious score (0.315). Clear BEC using spoofing and DNS manipulation with evasion techniques.
D5923,Malicious,0.85,Document download with high exfiltration score (0.615). Failed SPF/DKIM. High AMSI score (0.220). Clear threat with extreme behavioral scores and authentication failures.
D5924,Warning,0.70,Clean email with self-signed SSL certificate. Failed DMARC but low threat scores. Warning due to certificate and authentication issues.
D5925,No Action,0.75,Sensitive data request with valid SSL. Passed SPF. Low threat scores. Legitimate credential request with proper authentication.
D5926,Warning,0.80,Meeting request with high metadata suspicious score (0.483) and very high IP geo risk (0.985). Failed SPF. Warning due to meeting from high-risk location with suspicious characteristics.
D5927,Malicious,0.90,Clean email with DMARC enforced but very high metadata suspicious score (0.811) and high exfiltration score (0.668). Macro-enabled document. Clear threat with macros and extreme behavioral scores despite enforcement.
D5928,Warning,0.75,Clean email with high-risk role targeted and image-only flag. Valid SSL but high IP geo risk (0.459). Warning due to targeted role with geographic and content risks.
D5929,Malicious,0.85,Legal threat with high temp email likelihood (0.089) and very high exfiltration score (0.690). Failed DKIM. Clear threat using legal social engineering with extreme behavioral scores.
D5930,Malicious,0.90,Link click request with ActiveX objects detected and high metadata suspicious score (0.459). Very high exfiltration score (0.590). Clear threat using ActiveX exploitation with extreme behavioral scores.
D5931,Malicious,0.85,Bank detail update with 3 DNS morphing instances and SMTP IP known malicious. High visual similarity to brand (0.553). Clear BEC using known bad infrastructure with DNS manipulation and brand impersonation.
D5932,Malicious,0.95,VPN/MFA reset with very high metadata suspicious score (0.974) and high exfiltration score (0.653). Winword spawning powershell. Very high visual similarity to brand (0.839). Clear credential theft with extreme characteristics, process injection, and brand impersonation.
