Data ID,Classification,Confidence Score,Detailed Justification
D6433,No Action,0.85,Low risk across all indicators with valid authentication and high sender reputation (0.627). Failed SPF but DMARC temperror suggests configuration issues rather than malicious activity.
D6434,Malicious,0.95,Legal threat with domain known malicious (confirmed threat) and high metadata suspicious score (0.802) combined with YARA matches (2) and self-signed SSL confirms phishing attack.
D6435,Warning,0.80,Link click with network call on open and high marketing score (0.889) with failed authentication and visual brand similarity (0.300) suggests phishing requiring verification.
D6436,Spam,0.75,Bank detail update request with low risk scores and legitimate authentication indicates financial marketing rather than fraudulent BEC attempt.
D6437,Malicious,0.95,VPN/MFA reset with URL spoof detected (confirmed malicious) and high metadata suspicious score (0.779) with IOC detected confirms sophisticated phishing attack.
D6438,Malicious,0.95,Wire transfer with domain known malicious (confirmed threat) and multiple YARA matches (4) with return path mismatch and high behavioral sandbox score (0.741) confirms BEC financial fraud attack.
D6439,Warning,0.85,Document download with high metadata suspicious score (0.821) and sender temp email likelihood (0.320) but lacks confirmed malicious indicators requiring verification.
D6440,No Action,0.80,High sender reputation (0.344) with valid authentication and low risk scores across all indicators suggests legitimate communication.
D6441,Malicious,0.90,Sensitive data request with known malicious reply path and high SMTP geo risk (0.892) combined with high marketing score (0.723) indicates credential harvesting attack.
D6442,Warning,0.80,Meeting request with high visual brand similarity (0.763) and failed SPF with DMARC permerror suggests social engineering requiring verification.
D6443,Warning,0.85,Executable attachment with high AMSI score (0.961) and behavioral sandbox score (0.424) with self-signed SSL but no confirmed malicious files requires investigation.
D6444,Warning,0.85,High sender temp email likelihood (0.898) with DMARC enforced but failed and revoked SSL certificate with bulk message indicator suggests compromised infrastructure.
D6445,Warning,0.75,Legal threat with network call on open and high metadata suspicious score (0.212) but low overall malicious indicators suggests investigation needed.
D6446,Malicious,0.95,Link click with known malicious return path (confirmed threat) and high behavioral sandbox score (0.490) combined with DMARC permerror confirms phishing attack.
D6447,Spam,0.75,Bank detail update with high SMTP geo risk (0.685) but valid authentication and low malicious indicators suggests financial marketing spam.
D6448,Warning,0.85,VPN/MFA reset with high behavioral sandbox score (0.540) and multiple components malicious (2) but no confirmed malicious files requires investigation.
D6449,Malicious,0.95,Wire transfer with known malicious return path (confirmed threat) and high reply path reputation (0.488) with image-only email (1.0) confirms BEC attack using visual deception.
D6450,Malicious,0.98,Known malicious sender (confirmed threat actor) with document download request and multiple URLs (4) confirms threat actor delivering malware through document-based attack.
D6451,Warning,0.80,High SMTP geo risk (0.973) with known malicious reply path but valid SPF suggests compromised infrastructure requiring investigation.
D6452,Spam,0.75,Sensitive data request with failed authentication but low malicious scores and image-only indicator suggests data harvesting spam.
D6453,Malicious,0.90,Meeting request with URL spoof detected (confirmed malicious) and high metadata suspicious score (0.686) with behavioral sandbox score (0.631) confirms sophisticated phishing.
D6454,Warning,0.85,High sender temp email likelihood (0.772) with YARA match, multiple URLs (6), and high URL reputation (0.784) suggests phishing requiring verification.
D6455,No Action,0.80,Known malicious reply path but very low risk scores across all other indicators and valid authentication suggests legitimate communication with compromised infrastructure.
