Data ID,Classification,Confidence Score,Detailed Justification
D4983,Warning,0.75,Moderate sender maliciousness (0.69) with temporary email likelihood (0.36). Failed SPF but valid SSL. High script presence (0.82) and VBScript detected (0.52) suggest potential threats. SMTP IP shows high reputation concerns. No specific malicious request type but technical indicators warrant caution.
D4984,Malicious,0.88,Gift card request with high sender maliciousness (0.80) and VBScript presence (0.93). Valid authentication and SSL but gift card requests are financial fraud indicators. High SMTP geo risk score and script presence confirm scam pattern requiring malicious classification.
D4985,Warning,0.72,Bank detail update request with moderate sender score but passed SPF. Valid SSL and low threat scores across metrics. Bank detail requests require caution despite legitimate technical profile. Pattern suggests verification needed rather than immediate threat.
D4986,No Action,0.85,Very low sender maliciousness (0.07) with legitimate profile. Passed SPF, failed DKIM but minimal threat indicators. Valid SSL with certificate mismatch likely configuration issue. No malicious behaviors detected, appears legitimate.
D4987,Malicious,0.90,Very high sender maliciousness (0.89) with DMARC enforced but failed. Has executable attachment and self-signed SSL. High urgency keywords with scripts detected (0.88). Pattern strongly indicates targeted attack with social engineering.
D4988,Warning,0.82,DMARC enforced, has executable attachment with network call on open behavior. Failed SPF/DMARC with valid SSL. Moderate exfiltration behavior (0.54) but no specific request type. Technical indicators suggest sophisticated attempt requiring caution.
D4989,Malicious,0.92,Very high sender maliciousness (0.92) with expired SSL certificate. High script presence (0.91) and ActiveX objects (0.76). Failed SPF/DMARC with concerning URL rendering behavior. Pattern indicates phishing with malicious payload delivery.
D4990,Malicious,0.85,Wire transfer request with embedded files and high HTML ratio anomaly (1.1). Passed SPF but failed DMARC. Valid SSL but wire transfer request with technical anomalies indicates business email compromise attempt.
D4991,Malicious,0.89,Invoice verification with high sender maliciousness (0.82) and scripts detected (0.80). Failed SPF/DMARC with valid SSL. Invoice fraud pattern with high VBScript presence confirms financial fraud attempt requiring malicious classification.
D4992,Malicious,0.91,Wire transfer request with high sender maliciousness (0.70) and exfiltration behavior (0.84). Self-signed SSL with failed DKIM. Wire transfer fraud with data theft capabilities confirms critical financial threat.
D4993,Spam,0.83,Invoice payment request with moderate sender score and high spam content (0.56). Self-signed SSL with passed SPF. High temporary email likelihood (0.41) suggests bulk invoice spam rather than targeted attack.
D4994,Warning,0.78,Urgent callback request with YARA rule match but low spam score. Failed SPF/DKIM with valid SSL. High exfiltration behavior (0.91) concerning but lacks strong malicious confirmation. Callback scams require user caution.
D4995,Malicious,0.94,VPN/MFA reset request with high sender maliciousness (0.76) and domain known malicious. Valid SSL but critical security request type. Pattern exactly matches account takeover attempts through authentication bypass.
D4996,Warning,0.76,Very high temporary email likelihood (0.99) with self-signed SSL. Failed SPF/DKIM but no specific request type. Moderate script presence but lacks malicious behaviors. Suspicious profile requiring caution.
D4997,Warning,0.79,Packer detected with moderate metadata suspicious score (0.33). High temporary email likelihood (0.85) with self-signed SSL. YARA rule match but no specific threat. Pattern suggests potential malware but needs confirmation.
D4998,Warning,0.77,High temporary email likelihood (0.67) with embedded files. Failed SPF but valid SSL. High script presence (0.82) with concerning behaviors but no specific request. Technical indicators suggest caution.
D4999,Malicious,0.87,Legal threat request with high sender maliciousness (0.67) and VBScript detected (0.70). Self-signed SSL with high ActiveX presence (0.94). Legal threats with technical indicators confirm social engineering attack.
D5000,Warning,0.74,Document download request with return path known malicious. High temporary email likelihood (0.68) but valid SSL. Passed SPF with moderate risks. Document requests with suspicious indicators require verification.
D5001,Malicious,0.90,Gift card request with high sender maliciousness (0.78) and domain known malicious. Failed SPF/DKIM with valid SSL. High exfiltration behavior (0.96) with final URL known malicious confirms gift card scam.
D5002,No Action,0.82,Low sender maliciousness (0.37) with self-signed SSL. Passed SPF but failed DMARC. Minimal threat scores and no specific request type. Technical issues appear configuration-related rather than malicious.
D5003,Malicious,0.88,Urgent callback request with high sender maliciousness (0.81) and temporary email (0.55). Failed SPF but valid SSL. High script presence (0.92) with urgency tactics confirms callback scam pattern.
D5004,Warning,0.73,Has executable attachment with moderate suspicious behaviors. Passed SPF/DMARC with valid SSL. High exfiltration behavior (0.98) concerning but low sender score. Mixed signals require caution.
D5005,Spam,0.85,Link click request with high sender maliciousness (0.69) and self-signed SSL. Failed DKIM with multiple URLs detected. High script presence (0.77) suggests spam campaign with potential phishing elements.
D5006,Warning,0.75,DNS morphing detected with YARA rule match. Failed SPF but valid SSL. Moderate script patterns but no specific request. Technical evasion techniques suggest sophisticated attempt requiring caution.
D5007,Malicious,0.86,Wire transfer request with YARA rule matches (3) and exploit pattern detected. High script presence (0.92) with exfiltration behavior (0.99). Wire transfer fraud with technical confirmation requires malicious classification.
D5008,Malicious,0.91,Wire transfer request with high domain reputation (0.85) but concerning behaviors. Valid SSL with high scripts detected (0.90). Wire transfer with VBScript presence confirms financial fraud attempt.
D5009,Malicious,0.89,Gift card request with return path known malicious and expired SSL. High VBScript presence (0.96) with moderate exfiltration. Gift card scam with technical indicators confirms financial fraud.
D5010,Spam,0.82,High sender maliciousness (0.81) with no specific request type. Passed SPF but failed DKIM. Valid SSL with bulk characteristics. High script presence suggests sophisticated spam rather than targeted attack.
D5011,Malicious,0.87,Very high sender maliciousness (0.89) with VBScript detected (0.93). Failed SPF with valid SSL. Although no specific request, extreme sender reputation and script indicators confirm malicious intent.
D5012,Malicious,0.90,Invoice verification with high sender maliciousness (0.80) and scripts detected. Failed SPF/DMARC with unsubscribe link present. Invoice fraud pattern with authentication failures confirms financial threat.
D5013,Warning,0.80,YARA rule matches (2) with high return path reputation issues (0.82). Passed SPF but failed DKIM/DMARC. Valid SSL but high URL reputation concerns (0.70). Mixed signals with no specific request require caution.
D5014,Warning,0.81,High sender maliciousness (0.77) with scripts detected (0.91). Passed SPF but failed DMARC. Valid SSL with high exfiltration behavior (0.90). Concerning behaviors but no specific malicious request.
D5015,Malicious,0.93,Wire transfer request with high sender maliciousness (0.81) and expired SSL. High SMTP reputation score (0.90) indicates compromised infrastructure. Wire transfer fraud with technical confirmation.
