Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D3883,0.4971654809,0.2133543387,0,0.0001292958,0,0,0,0.7409231401,0,0,0,0,3,0.1850566393,0.0645745603,0.3637171184,0.1904757521,0.159672975,0,0.7486764722,0,1,6,3.5072902319999995e-20,"[""""]",0,0,0.0,0.9084786505,0,9.46156e-05,0,4.1833e-06,0.0033628744,0.1199769906,0,0,0,0.5,0,1.368e-07,0.3897262031,credential_request,0.0037339261,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.0,0,0,0,0,0,0.0017401624,valid,4e-09,0.2164831672,0,1,0,1
D3884,0.0419065077,0.7654161783000001,0,0.2960694938,0,0,1,0.0009427433,0,0,0,0,0,8.2557e-06,0.0988306711,0.7445163827,0.7310044348,0.8410640061,0,0.8907223848,0,0,5,7.43e-08,"[""""]",0,0,0.0407408239,0.6034421722000001,0,0.4965691457,0,0.0117454896,0.1425773958,0.0203080056,0,0,0,1.0,0,0.3920355573,0.3115840378,none,0.0,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,1,0,0,0,0,0.4160342157,self signed,0.0489485213,0.6880461377,0,1,0,0
D3885,0.9463784126,0.0189970823,0,0.3534164086,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.769661703,0.5068616751,0.1481426731,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0408494162,0.5650395944000001,0,1.86863e-05,0,3.0621000000000003e-06,0.0005404227,0.0001066669,0,0,0,1.0,0,0.0339811825,0.086101501,meeting_request,0.0064474643,0,0,0,0,0.0,0,fail,none,permerror,1,TLS 1.2,0,0,0,0,0,1.0492e-06,self signed,0.496860031,6.236e-07,0,1,0,0
D3886,0.7929793068000001,7.968e-07,0,0.345249546,1,0,0,0.0009802463,0,0,0,0,0,0.2649623432,3.4474e-06,0.4001859033,0.180307684,0.1853108636,0,0.9287892875,0,0,4,7.319134650999999e-31,"[""""]",0,0,0.1720026794,0.8366354529000001,0,0.8066962848,0,8.74e-08,0.0062244857,0.7947983061,0,0,0,0.0,0,0.0061204209,0.0367839702,none,3.6522e-06,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.1,0,0,0,0,0,0.0004759856,expired,0.5313135232,2e-10,0,1,0,3
D3887,0.9393216056,0.1458086638,0,0.2264625955,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.8983391730000001,0.1879413118,0.4692929912,0,0.0,0,0,0,0.0,"[""""]",0,0,0.1423747564,0.2754826263,0,1.3e-09,0,0.0066403919,0.0263025704,0.5625350306,0,0,0,1.0,0,7.067e-07,0.1339564334,none,1.762e-07,0,0,0,0,0.0,0,pass,neutral,temperror,1,SSL,1,0,0,0,0,5.863e-07,valid,0.0001826242,1.5213000000000002e-06,0,1,0,0
D3888,0.70090422,0.0001250505,0,1.44859e-05,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6472458359000001,0.6301729715000001,0.3691886195,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0001401091,0.9392983186,0,0.009391265,0,0.0249737544,6.95476e-05,0.1558347012,0,1,0,0.0,0,0.0450964151,0.7339915253,link_click,0.2101148359,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.2,0,0,0,0,0,0.0352210279,valid,0.0,5.81207e-05,1,1,0,0
D3889,0.5857683527,1.15854e-05,0,5.306129364000002e-22,0,0,0,0.0127076916,0,0,0,0,0,0.2064858129,0.0110335876,0.6756927313000001,0.0956833283,0.9461873339,0,0.6818574538000001,0,0,4,7.951762327999999e-17,"[""""]",0,0,0.3662722727,0.6771438125,0,1.271e-07,0,0.0009676593,0.0072193923,2.1e-09,0,0,0,1.0,0,1.959e-06,0.8259892652,document_download,0.0001825334,0,0,0,0,0.0,0,pass,none,pass,1,SSL,4,0,0,0,0,0.0551240351,valid,7.5352e-05,0.0,0,1,0,3
D3890,0.2442744196,4.0770000000000003e-07,0,6.22141e-05,0,0,0,0.078490906,0,0,0,0,0,0.1657011665,0.000371122,0.5514349272,0.7870289993,0.613822635,0,0.2140598479,0,3,7,6.185212461e-23,"[""""]",0,0,0.0014578274,0.1840224866,0,1.12945e-05,0,0.1673811956,0.5472491536,6.6e-09,0,0,0,0.5,0,4.2320000000000003e-07,0.1611877357,none,0.0069096533,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.2,0,0,4,0,0,0.0,valid,0.5365245027000001,0.0086679287,0,1,0,0
D3891,0.2963911201,0.1596303063,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6007241162,0.2469761645,0.9069104848,0,0.0,0,0,0,0.0,"[""""]",0,0,7.1e-09,0.1142843883,0,0.1535929604,0,0.0576254158,0.3378650224,0.0030312068,0,0,0,1.0,0,1.77e-08,0.6489879999,none,0.001669494,0,0,0,0,0.0,0,softfail,neutral,none,1,TLS 1.2,0,0,0,0,0,0.5997817578,revoked,0.0425287824,0.0040784002,0,1,0,3
D3892,0.9440156415,0.3222195072,0,4.4293e-06,0,0,0,3.17e-08,0,0,0,3,1,0.4085866542,0.04715452,0.4698452796,0.2170707354,0.4049974827,0,0.9573003826,0,0,5,1.824216598e-29,"[""""]",0,0,0.0,0.239181694,0,7.5586e-06,0,0.2689986459,0.0039151485,0.093314547,0,0,0,1.0,0,0.0094757301,0.1201984884,none,0.0,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.2,0,0,0,0,0,2.23406e-05,valid,0.0001355996,2.38e-08,0,1,0,2
D3893,0.1712698833,0.9232899674,0,0.0010067846,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.1325809644,0.7290922075,0.8949437443,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0070181366,0.0670154749,0,0.0038056519,0,0.548106745,0.0021243675,0.0082705226,0,0,0,1.0,0,0.6636072670000001,0.5911960754000001,gift_card_request,3.76276e-05,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.3,0,1,0,0,0,0.2287624399,valid,0.0292734062,0.2606138731,0,1,0,0
D3894,0.9515237322,1.9e-09,0,0.0005947832,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.7690900776,0.0248308999,0.8265284884,0,0.0,0,0,0,0.0,"[""""]",0,0,0.259249997,0.807942213,0,0.9855922421,0,0.0063975194,0.0201237612,0.0510335948,0,0,0,1.0,0,0.142928996,0.3734097781,meeting_request,0.0078979249,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.3,0,0,0,0,0,0.0066812919,self signed,1.622e-07,0.0037562552,0,1,0,0
D3895,0.7660900219,0.572543145,0,1.95e-08,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.321885351,0.9381811362,0.2679636138,0,0.0,0,0,0,0.0,"[""""]",0,0,0.7163497538,0.8717210081000001,0,2.85026e-05,0,1.44528e-05,0.1438945445,0.13694182,0,0,0,0.0,1,0.0003369553,0.6456270714,none,5.334e-07,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.2,1,0,0,0,0,0.0,valid,4.1035e-06,0.4111730249,0,1,0,0
D3896,0.1451697461,0.0317508691,0,0.0,0,0,0,0.1048475926,0,0,0,0,0,0.003414154,0.5789710802,0.7371396091,0.2769552104,0.8844559416000001,0,0.2266064191,0,0,4,0.0035395325,"[""""]",0,0,0.0,0.9611042324,0,0.0586113682,0,1.33e-08,0.0231613509,0.8618076731000001,0,0,0,0.0,0,0.2391035885,0.6902105308,none,0.2224168909,0,0,0,0,0.0,0,fail,none,fail,1,TLS 1.2,4,0,0,0,0,0.1899948358,valid,5.0771427869999996e-17,0.3889702815,0,1,0,0
D3897,0.5364323882,0.0007882789,0,0.0,0,0,0,3.4576900000000004e-05,0,0,0,0,0,0.1399890409,6.785e-07,0.5960146964,0.9243021789,0.1350741588,0,0.3615619625,0,0,5,9.004955251e-188,"[""""]",0,0,0.0,0.0990171667,0,0.0744111559,0,3.11315e-05,0.0971679053,0.0515873347,0,0,0,0.0,0,0.1402424283,0.2128929429,none,5.2559e-06,0,0,0,0,0.0,0,fail,pass,pass,1,TLS 1.2,2,0,0,0,0,0.0013740582,valid,0.5749182274,0.0,0,1,0,0
