Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D3483,0.0827643116,0.5545060844,0,0.6735452470000001,0,0,0,0.1615059361,0,0,0,0,0,0.0017592801,0.0015777361,0.2913975816,0.8717681460000001,0.6034685845000001,0,0.6000187031,0,0,4,8.237e-07,"[""""]",0,0,0.4528217761,0.4858037931,0,0.1932426828,0,2.37976e-05,6.805e-07,0.2458392869,0,0,0,1.0,0,5.038e-07,0.5317560609,none,0.2352997296,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.0,0,0,0,0,0,0.0121626901,valid,0.931560182,0.0007929361,1,1,0,0
D3484,0.1882291402,1.10107e-05,0,0.0463175362,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6075387794,0.7092990154000001,0.1599685577,0,0.0,0,0,0,0.0,"[""""]",0,0,0.5944447205,0.8737232969000001,0,6.03e-08,0,0.6583453256,0.0544593454,0.0006632762,0,0,0,0.5,0,0.0181037159,0.3472873094,none,0.5326674651000001,0,0,0,0,0.0,0,fail,fail,fail,1,TLS 1.2,0,0,0,0,0,0.1503277646,valid,5.948e-07,0.0077011976,0,1,0,0
D3485,0.8029938353,2.5e-09,0,3.524e-07,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.3780598912,0.2662786575,0.75037631,0,0.0,0,0,0,0.0,"[""""]",0,0,1.01e-07,0.9108402534,0,3.74e-08,0,0.0492623213,0.0035423016,0.0149870453,0,0,0,1.0,0,5.600000000000001e-08,0.174786707,none,1.1213e-06,0,0,0,0,0.0,0,fail,pass,permerror,1,TLS 1.1,4,0,0,0,0,0.2321037815,self signed,0.0958498982,0.0001091163,0,1,0,0
D3486,0.8159849703000001,0.5635025727,0,0.0118605105,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.2545272891,0.0901897963,0.0893957553,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0,0.8848146479000001,0,0.0001125014,0,0.1584314922,0.8964940476000001,0.0099336044,0,0,0,0.5,0,0.0005316016,0.2464978819,gift_card_request,0.526815196,0,0,0,0,0.0,0,fail,policy,none,1,TLS 1.1,1,0,0,0,0,0.2921280395,self signed,0.0001819854,2.41e-08,0,1,0,0
D3487,0.925482166,5.8118e-06,0,0.0003877759,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.8554732199,0.7805871773,0.1851451429,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0043311552,0.7891884904,0,7.69994e-05,0,0.3366105341,0.1742792312,0.0031411696,0,0,0,0.5,0,0.0007719047,0.1735573357,bank_detail_update,0.0176393137,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.2,0,0,0,1,0,0.0,valid,0.0090055892,0.4446607593,0,1,0,0
D3488,0.4386746771,1e-10,0,1e-10,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.9420270634,0.3157127874,0.1112051933,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0038175878,0.1341866021,0,2.394e-07,0,0.0611813848,2.9e-08,1.04176e-05,0,0,0,0.5,0,0.000127291,0.4246766443,none,7.30327e-05,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.3,0,0,0,0,0,0.0059687288,valid,0.0034202011,0.6167380253,0,1,0,2
D3489,0.7144070345,1.09e-08,0,0.0006038176,0,0,0,0.5830592547,0,0,0,0,0,1.19027e-05,0.0009906984,0.9321337031,0.937537644,0.7465996147,0,0.6282477989,0,2,6,5.607688053999999e-45,"[""""]",0,0,0.0006071246,0.2692697202,0,7.49614e-05,0,0.0001638897,8.86e-08,4.4000000000000004e-08,0,0,0,0.5,0,0.0078410466,0.221181741,none,0.0,0,0,0,0,0.0,0,fail,policy,temperror,1,TLS 1.2,0,0,0,0,0,0.6056341244,valid,0.2523078238,0.000167911,0,1,0,2
D3490,0.0440732748,0.0785612516,0,7.634000000000001e-07,0,0,0,0.6171687314000001,0,0,0,0,0,0.2008476243,0.0028783151,0.8215636144,0.1876136025,0.439438746,0,0.0424119627,0,0,5,1.64998e-05,"[""""]",0,0,1.9800000000000002e-08,0.8282761998,0,0.010777649,0,0.3886373659,0.0004852863,0.0,0,0,0,1.0,0,1.8196e-06,0.6730301157,none,1e-10,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.2,4,0,0,0,0,1.2460000000000002e-07,valid,8.95073e-05,3.5910000000000004e-06,0,1,0,3
D3491,0.5254255299,0.1695563443,0,5.6168e-06,1,0,0,0.0118230242,0,0,0,0,0,2.4408e-06,0.0015108055,0.3133692257,0.0215948631,0.9271662366,0,0.8996789259,0,0,7,11.8003928219,"[""""]",0,0,0.3975233913,0.4752842272,0,0.0011904741,0,0.0253227225,0.8134135578,0.0016068787,0,0,0,1.0,0,0.1586206163,0.7402524589,none,0.0938377378,0,0,0,0,0.0,0,pass,temperror,temperror,1,TLS 1.2,1,0,0,0,0,2.2000000000000003e-09,valid,0.0008002694,0.0524253381,0,1,0,1
D3492,0.1820081957,0.0637154494,0,0.0085137575,0,1,0,1.85562e-05,0,0,0,1,0,2.39e-08,0.0377719341,0.4784325472,0.7057266002,0.2667139886,0,0.8557034118,0,0,4,1.7344072790000002e-43,"[""""]",0,0,1.2776e-06,0.3749211128,0,2.12e-08,1,5.10997e-05,0.0007527705,0.3367347554,0,0,0,1.0,0,0.1519476466,0.8175953251,wire_transfer,0.0029033973,0,0,0,0,1.1,0,pass,none,temperror,1,TLS 1.2,0,0,0,0,0,1.31675e-05,mismatch,0.2971574617,0.0331279507,0,1,0,0
