Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D4283,0.8463124658000001,0.0936847842,0,4.7000000000000004e-08,0,0,0,8.6513e-06,0,0,0,0,0,0.0726940316,0.1618284051,0.4440603369,0.1194652872,0.047447371,0,0.3142238664,0,1,4,5.052565682e-42,"[""""]",0,0,0.0436548406,0.8891467284000001,0,0.2497817607,0,0.2495012222,0.0218694556,0.0861305342,0,0,0,0.5,0,4.764651293000002e-22,0.2715779129,legal_threat,0.0101877255,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.3,0,0,0,0,0,0.0,valid,0.0182749563,0.1015580902,0,1,0,0
D4284,0.9637900327,2.305e-07,0,0.0362184006,0,0,0,0.012653142,0,0,0,0,0,0.503545445,0.0759241875,0.5581522326,0.7283459401,0.5686602315,0,0.6589870669,0,0,4,4.2000000000000006e-08,"[""""]",0,0,1e-10,0.4566424717,0,1.37648e-05,0,0.64387801,0.0002147325,0.440929737,0,0,0,0.0,0,0.0352015751,0.7924632444,link_click,0.001309938,0,0,0,0,0.0,0,pass,none,pass,1,TLS 1.3,1,0,0,0,0,5.28e-08,valid,0.0015953664,0.0010338568,0,1,0,0
D4285,0.1923909416,0.5461403635000001,0,2e-10,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6096894363,0.6824973832,0.9397034314,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0013315649,0.8923377428,0,0.0022813739,0,3.118e-07,0.2961221097,0.0064152892,0,0,0,1.0,0,5.106e-07,0.3219929022,bank_detail_update,0.0078404794,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.3,4,0,0,0,0,2.61004e-05,valid,0.0470402114,0.0414606142,0,1,0,0
D4286,0.4415327639,0.8727852746,0,0.1730552491,0,0,0,0.1060466049,0,0,0,0,0,0.0003434713,0.0456876389,0.0132397362,0.9304123395,0.2889967651,0,0.8328021809,0,0,4,1.6581704319999998e-96,"[""""]",0,0,1.89e-08,0.3965917551,0,0.0020587343,0,1.923e-07,0.0005580407,0.3608352269,0,0,0,1.0,0,2.02885e-05,0.0955900631,vpn_or_mfa_reset,8.7621e-06,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,0,0,0,0,0,2e-10,expired,0.0166835811,1.2106e-06,0,1,0,4
D4287,0.4972397951,2.28549e-05,0,0.0010807791,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0763076937,0.8831654106,0.3336978412,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0012521418,0.3174227333,0,0.0020203317,0,3.44015e-05,0.1774544249,0.0068720674,0,0,0,1.0,1,0.000644361,0.1383409681,bank_detail_update,0.0179776561,0,0,0,1,0.0,0,pass,pass,none,1,TLS 1.2,0,0,0,0,0,1.3612e-06,valid,1.7e-09,3.069000000000001e-07,0,1,0,0
D4288,0.6898512087,0.0004194763,0,0.0520815889,0,0,0,0.0453488275,0,0,1,0,0,1.16373e-05,0.0135653999,0.1819083664,0.6712471326,0.5548662658,0,0.2065869904,0,0,4,3.40067e-05,"[""""]",0,0,0.0,0.5038536105,0,0.0369914162,0,0.0244484776,4.7999000000000006e-05,0.0607807126,0,0,0,1.0,0,0.0029869095,0.8838544557,vpn_or_mfa_reset,0.3969264893,0,0,0,0,0.0,0,fail,neutral,temperror,1,TLS 1.2,2,0,0,0,0,6.1e-09,self signed,0.031340647,2.5e-09,0,1,0,0
D4289,0.747033861,0.1065764924,0,0.3049932993,1,0,0,0.0205244329,0,0,0,0,0,0.0,0.059936884,0.9306411251,0.4567048466,0.8454503325,0,0.2949342454,0,0,5,3.154000000000001e-07,"[""""]",0,0,4.689e-07,0.3919984106,0,0.2209064378,0,0.0351967005,0.0666592242,0.3977706008,0,0,0,0.5,0,1.35e-08,0.5110825836,none,0.0500293327,0,0,0,0,0.0,0,fail,policy,fail,1,TLS 1.3,0,0,0,0,0,0.2843330111,valid,2.3e-09,2.22054e-05,0,1,0,0
D4290,0.4519159624,5.188e-07,0,2.2220000000000002e-07,0,0,0,4.7322e-06,0,0,0,0,0,0.0042622825,0.1225960006,0.3494748832,0.5614065906,0.0382842258,0,0.3872180336,0,0,4,0.0,"[""""]",0,1,0.0001768481,0.067590122,0,0.0289035132,0,0.0094972994,0.7489143093,0.0299576215,0,0,0,1.0,0,0.3653293373,0.8291881812,none,3.3429e-06,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.0,0,0,0,0,0,0.0,self signed,3.45616e-05,0.8051701694000001,0,1,0,0
D4291,0.2808321593,0.0015180076,0,0.0065400687,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.8045816047000001,0.0249227691,0.4591544515,0,0.0,0,0,0,0.0,"[""""]",0,0,2.24e-08,0.4927614487,0,7.65e-08,0,0.0105609079,0.5241927602,0.0002845309,0,0,0,1.0,0,0.0004124949,0.6019018809000001,legal_threat,0.1946747813,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.3,0,0,0,0,0,4.074e-07,valid,7.620000000000002e-08,0.1205070057,0,1,0,0
D4292,0.9445391526,2.14656e-05,0,0.0019118895,0,0,0,0.084859413,0,0,0,0,0,0.2745035765,0.0015206878,0.9428943599,0.7923830174000001,0.9424464938,0,0.43985846,0,0,4,9.490716395e-28,"[""""]",0,0,0.0001632698,0.2051133283,0,0.0259562195,0,0.154234668,6.5e-09,0.3856160658,1,0,0,1.0,0,0.006391495,0.8550811561,none,3.462e-07,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,0,1,0,0,0,0.1396390988,valid,0.0,0.9845686939,0,1,0,0
