Data ID,Classification,Confidence Score,Detailed Justification
D4483,No Action,0.65,Low sender maliciousness (0.24) with good sender domain reputation (0.59) and no malicious attachments or exploits despite minor authentication issues indicate legitimate traffic
D4484,Malicious,0.89,High sender maliciousness (0.87) with gift card request and scripts/ActiveX detection combined with DMARC failures indicate sophisticated gift card scam attack
D4485,Warning,0.82,Moderate sender risk with wire transfer request and embedded files but DMARC enforcement and legitimate authentication suggest potential business email compromise attempt
D4486,Malicious,0.93,Very high sender maliciousness (0.85) with document download request and maximum metadata suspicious score combined with return path mismatch indicate malware delivery
D4487,Malicious,0.85,Extremely high sender maliciousness (0.94) with scripts/ActiveX detection and image-only email attempting to evade text-based detection indicate sophisticated phishing attack
D4488,Malicious,0.91,High sender maliciousness (0.88) with sensitive data request and expired SSL certificate combined with ActiveX detection indicate credential harvesting attack
D4489,Warning,0.85,High sender maliciousness (0.72) with meeting request and multiple authentication failures but no active malware indicate sophisticated social engineering attempt
D4490,Warning,0.73,Low sender maliciousness but high script and ActiveX detection with behavioral scores suggest potential evasive threat requiring investigation
D4491,No Action,0.58,Very low sender maliciousness (0.14) with legitimate authentication and minimal threat indicators despite some script detection suggest false positive
D4492,Spam,0.76,High sender maliciousness (0.83) with legal threat request but primarily spam indicators and no malicious attachments suggest intimidation spam
D4493,Warning,0.74,Moderate sender risk with link click request and high return path mismatch but minimal technical threats suggest phishing attempt
D4494,Malicious,0.88,Moderate sender risk but bank detail update request with domain known malicious and authentication failures indicate financial fraud attempt
D4495,Warning,0.81,Moderate risk with VPN/MFA reset request and behavioral sandbox scores combined with temporary email likelihood suggest credential theft attempt
D4496,Malicious,0.90,Extremely high sender maliciousness (0.95) with self-signed SSL and very high SMTP IP reputation issues indicate sophisticated attack infrastructure
D4497,Malicious,0.94,Very high sender maliciousness (0.91) with legal threat request and extremely high sender domain reputation combined with YARA matches indicate advanced threat
D4498,Warning,0.79,Moderate sender risk with link click request and temporary email likelihood but minimal malicious indicators suggest targeted phishing
