Data ID,Classification,Confidence Score,Detailed Justification
D4733,Warning,0.78,Moderate sender maliciousness (0.30) with behavioral sandbox score (0.26) and exfiltration behavior (0.31) combined with ActiveX detection (0.32) suggest potential threat requiring investigation
D4734,Malicious,0.85,High sender maliciousness (0.58) with meeting request and very high ActiveX detection (0.84) combined with authentication failures (DKIM fail) and self-signed SSL indicate sophisticated malicious meeting invitation
D4735,Malicious,0.88,High sender maliciousness (0.75) with invoice verification request and executable attachment combined with high script detection (0.56) and exfiltration behavior (0.57) indicate invoice fraud malware
D4736,Malicious,0.92,Extremely high sender maliciousness (0.95) with 6 domains detected and high script detection (0.04) combined with authentication failures indicate sophisticated attack infrastructure
D4737,Malicious,0.89,High sender maliciousness (0.64) with gift card request and very high temporary email likelihood (0.98) combined with high behavioral sandbox score (0.60) and maximum exfiltration behavior (0.80) indicate sophisticated scam malware
D4738,Malicious,0.84,High sender maliciousness (0.69) with return path mismatch and high script detection (0.30) combined with authentication failures (DMARC fail) indicate compromised account attack
D4739,Malicious,0.90,Extremely high sender maliciousness (0.84) with credential request and high behavioral sandbox score (0.58) combined with very high ActiveX detection (0.96) and maximum exfiltration behavior (0.65) indicate credential theft malware
D4740,Malicious,0.87,Moderate sender maliciousness (0.23) with packer detected and high metadata suspicious score (0.90) combined with high script detection (0.40) indicate evasive malware
D4741,Malicious,0.83,High sender maliciousness (0.75) with meeting request and high script detection (0.07) combined with authentication failures indicate malicious meeting invitation
D4742,Malicious,0.84,Very low sender maliciousness (0.02) with 2 malicious attachments and high metadata suspicious score (0.58) combined with behavioral scores indicate confirmed malware delivery
D4743,Malicious,0.86,High sender maliciousness (0.77) with return path known malicious and high script detection (0.19) combined with authentication failures indicate compromised infrastructure attack
D4744,Malicious,0.85,Moderate sender maliciousness (0.48) with link click request and reply path known malicious combined with high script detection (0.59) indicate confirmed malicious phishing attack
D4745,Malicious,0.87,High sender maliciousness (0.65) with document download request and high script detection (0.06) combined with high-risk role targeted indicate malicious document delivery
D4746,Malicious,0.88,Extremely high sender maliciousness (0.84) with packer detected and high script detection (0.16) combined with maximum exfiltration behavior (0.61) indicate sophisticated evasive malware
D4747,Warning,0.81,Moderate sender maliciousness (0.45) with high script detection (0.76) and image-only email combined with authentication failures suggest potential brand impersonation
D4748,Malicious,0.86,Moderate sender maliciousness (0.30) with 7 YARA matches and high metadata suspicious score (0.14) combined with maximum exfiltration behavior (0.70) and embedded files indicate confirmed malware activity
D4749,Warning,0.76,Moderate sender maliciousness (0.39) with gift card request and high script detection (0.47) but DMARC enforced and minimal technical threats suggest social engineering attempt
D4750,Malicious,0.85,High sender maliciousness (0.73) with meeting request and high script detection (0.55) indicate malicious meeting invitation
D4751,Malicious,0.84,High sender maliciousness (0.60) with very high ActiveX detection (0.96) and authentication failures indicate confirmed malicious compromise
D4752,Malicious,0.85,High sender maliciousness (0.63) with high script detection (0.73) and exfiltration behavior (0.25) combined with SSL certificate mismatch indicate confirmed malicious activity
D4753,Malicious,0.89,Extremely high sender maliciousness (0.83) with 1 YARA match and reply path known malicious combined with high behavioral sandbox score (0.40) and expired SSL indicate confirmed malware threat
D4754,Warning,0.75,Low sender maliciousness (0.04) with VPN/MFA reset request and very high temporary email likelihood (0.59) but minimal technical threats suggest credential harvesting attempt
D4755,Warning,0.77,Moderate sender maliciousness (0.32) with link rewritten through redirector and self-signed SSL but minimal technical threats suggest potential phishing
D4756,Warning,0.79,Moderate sender maliciousness (0.40) with meeting request and high temporary email likelihood (0.22) combined with high site visual similarity (0.41) suggest brand impersonation attempt
D4757,Warning,0.74,Moderate sender maliciousness (0.12) with bank detail update request and high script detection (0.38) but image-only email suggest potential BEC attempt
D4758,Warning,0.80,Moderate sender maliciousness (0.56) with invoice verification request and high script detection (0.21) but minimal technical threats suggest social engineering
