Data ID,Classification,Confidence Score,Detailed Justification
D7183,No Action,0.60,"Bank detail update request with minimal threat indicators, valid SSL certificate, low overall risk profile suggests legitimate banking communication"
D7184,Warning,0.75,"VPN/MFA reset request with VBScript detected (1), moderate exfiltration behavior (0.5983), winword.exe and powershell.exe execution indicating potential credential harvesting with script-based attack"
D7185,Warning,0.80,"Wire transfer request with high metadata suspicious score (0.5376), any network call on open (1), moderate exfiltration behavior (0.6516), winword.exe execution, self-signed SSL indicating financial fraud attempt with network connectivity"
D7186,Warning,0.70,"Document download request with moderate metadata suspicious score (0.2116), moderate temp email likelihood (0.4735), winword.exe execution, self-signed SSL indicating document-based attack attempt"
D7187,No Action,0.55,"No specific request type with minimal threat indicators, high URL rendering behavior (0.8731) but low overall risk suggests legitimate email"
D7188,Warning,0.75,"Sensitive data request with high sender name similarity to VIP (0.5021), high URL rendering behavior (0.5294), DMARC fail indicating potential VIP impersonation for data harvesting"
D7189,Warning,0.80,"Meeting request with high metadata suspicious score (0.4729), 1 YARA match, very high exfiltration behavior (0.8350), winword.exe execution, self-signed SSL indicating meeting-based attack with high data exfiltration"
D7190,Warning,0.80,"No specific request type with high metadata suspicious score (0.5815), unscannable attachment present (1), 5 YARA matches, very high exfiltration behavior (0.7963), user marked as spam before (1), winword.exe execution indicating evasive malware attempt"
D7191,No Action,0.55,"No specific request type with moderate temp email likelihood (0.1655), minimal threat indicators suggest legitimate email from disposable provider"
D7192,Malicious,0.90,"Legal threat request with sender known malicious (1), return path known malicious (1), moderate exfiltration behavior (0.3707), outlook.exe execution indicating confirmed legal threat malware from known threat actor"
D7193,Malicious,0.85,"Link click request with malicious attachment count (1), return path known malicious (1), high behavioral sandbox score (0.2596), moderate exfiltration behavior (0.3670), acrobat.exe execution indicating confirmed document-based malware with malicious infrastructure"
D7194,Warning,0.75,"Bank detail update request with DNS morphing detected (1), moderate temp email likelihood (0.3050), high content spam score (0.6064), URL shortener detected (1) indicating financial phishing with DNS manipulation"
D7195,Warning,0.80,"VPN/MFA reset request with very high exfiltration behavior (0.8533), winword.exe and powershell.exe execution, high site visual similarity to known brand (0.8074) indicating credential harvesting with brand impersonation"
D7196,Malicious,0.85,"Wire transfer request with return path known malicious (1), DNS morphing detected (1), moderate behavioral sandbox score (0.3497), high exfiltration behavior (0.7776), winword.exe execution indicating confirmed financial fraud malware with malicious infrastructure"
D7197,Malicious,0.85,"Document download request with reply path known malicious (1), 2 embedded files, very high exfiltration behavior (0.8714), winword.exe execution indicating confirmed document-based malware with malicious infrastructure"
D7198,Warning,0.70,"No specific request type with sender spoof detected (1), high sender name similarity to VIP (0.7682) indicating spoofed sender with VIP impersonation attempt"
D7199,Warning,0.70,"Sensitive data request with high-risk role targeted (1), moderate URL reputation score (0.1669) indicating targeted data harvesting attack"
D7200,Warning,0.80,"Meeting request with DMARC enforced (1), high metadata suspicious score (0.5743), moderate exfiltration behavior (0.6729), winword.exe execution, high site visual similarity to known brand (0.6274) indicating meeting-based attack with brand impersonation"
D7201,Warning,0.80,"No specific request type with high metadata suspicious score (0.7557), any network call on open (1), high behavioral sandbox score (0.3232), moderate exfiltration behavior (0.5871), winword.exe execution indicating behavioral malware with network connectivity"
D7202,No Action,0.55,"No specific request type with self-signed SSL certificate, moderate content spam score (0.0483) but minimal threat indicators suggest legitimate email with infrastructure issues"
D7203,Warning,0.80,"Legal threat request with 4 YARA matches, very high AMSI suspicion (0.9409), high exfiltration behavior (0.7479), outlook.exe execution indicating legal intimidation attempt with advanced evasion techniques"
D7204,Warning,0.80,"Link click request with very high AMSI suspicion (0.8638), high exfiltration behavior (0.7668), high sender name similarity to VIP (0.7562), acrobat.exe execution indicating document-based attack with VIP impersonation"
D7205,No Action,0.60,"Bank detail update request with minimal threat indicators, low content spam score (0.0027) suggests legitimate banking communication"
D7206,Warning,0.75,"VPN/MFA reset request with high behavioral sandbox score (0.6950), moderate temp email likelihood (0.3303), winword.exe and powershell.exe execution, expired SSL indicating credential harvesting attempt"
D7207,Malicious,0.85,"Wire transfer request with any network call on open (1), very high exfiltration behavior (0.9704), winword.exe execution, self-signed SSL, total components detected malicious (1) indicating confirmed financial fraud malware with network connectivity"
D7208,Warning,0.80,"Document download request with high metadata suspicious score (0.6303), moderate exfiltration behavior (0.4037), winword.exe execution indicating document-based attack"
D7209,Malicious,0.85,"No specific request type with sender known malicious (1), self-signed SSL certificate indicating confirmed malicious sender"
D7210,No Action,0.55,"Sensitive data request with URL shortener detected (1) but minimal threat indicators suggest legitimate request with URL shortener"
D7211,Warning,0.75,"Meeting request with moderate exfiltration behavior (0.4120), high sender name similarity to VIP (0.1973), winword.exe execution, high site visual similarity to known brand (0.7869) indicating meeting-based attack with brand impersonation"
D7212,Warning,0.75,"No specific request type with moderate metadata suspicious score (0.1303), embedded files, moderate exfiltration behavior (0.6096), high content spam score (0.3767), winword.exe execution indicating document-based attack"
D7213,No Action,0.60,"No specific request type with minimal threat indicators, high SMTP IP reputation (0.7373) suggests legitimate email"
D7214,Warning,0.70,"Legal threat request with moderate exfiltration behavior (0.1595), outlook.exe execution, high site visual similarity to known brand (0.4851) indicating legal intimidation with brand impersonation"
D7215,Warning,0.80,"Link click request with unscannable attachment present (1), 8 IOCs, high behavioral sandbox score (0.1306), very high AMSI suspicion (0.5427), acrobat.exe execution indicating evasive document-based attack"
D7216,No Action,0.60,"Bank detail update request with minimal threat indicators, high URL reputation score (0.7311) suggests legitimate banking communication"
D7217,Warning,0.75,"VPN/MFA reset request with malicious attachment count (8), moderate exfiltration behavior (0.1245), high sender name similarity to VIP (0.1446), winword.exe and powershell.exe execution indicating credential harvesting with multiple malicious attachments"
D7218,Malicious,0.90,"No specific request type with malicious attachment count (6), ActiveX objects detected (1), high-risk role targeted (1), moderate exfiltration behavior (0.4878), excel.exe, cmd.exe, powershell.exe execution indicating confirmed malware with ActiveX exploitation"
D7219,No Action,0.55,"No specific request type with high content spam score (0.4180) but minimal threat indicators suggest spam-like legitimate email"
D7220,No Action,0.55,"No specific request type with 1 IOC, embedded files but minimal threat indicators suggest legitimate email"
D7221,Spam,0.75,"Gift card request with high sender domain reputation (0.4856), high sender name similarity to VIP (0.3665), high content spam score (0.5538), unsubscribe link present indicating gift card scam campaign"
D7222,Malicious,0.85,"Meeting request with smtp_ip_known_malicious (1), high temp email likelihood (0.4514) indicating confirmed malicious infrastructure"
D7223,Malicious,0.90,"No specific request type with sender known malicious (1), sender spoof detected (1), high temp email likelihood (0.5930), high site visual similarity to known brand (0.6454) indicating confirmed spoofed malicious sender with brand impersonation"
D7224,Warning,0.75,"No specific request type with moderate metadata suspicious score (0.1724), DNS morphing detected (2), moderate exfiltration behavior (0.4564), winword.exe execution indicating attack with DNS manipulation"
D7225,Warning,0.80,"No specific request type with high metadata suspicious score (0.5740), high exfiltration behavior (0.7463), winword.exe and powershell.exe execution, high URL reputation score (0.7286) indicating behavioral attack"
D7226,Warning,0.70,"VPN/MFA reset request with moderate content spam score (0.2936) indicating potential credential harvesting attempt"
D7227,No Action,0.55,"No specific request type with high content spam score (0.3362) but minimal threat indicators suggest spam-like legitimate email"
D7228,Warning,0.70,"Meeting request with high temp email likelihood (0.3758), high sender name similarity to VIP (0.0767), high content spam score (0.6900) indicating meeting-based social engineering from disposable email"
D7229,Warning,0.70,"Bank detail update request with high site visual similarity to known brand (0.6079) indicating financial phishing with brand impersonation"
D7230,Malicious,0.85,"Invoice verification request with final URL known malicious (1), expired SSL certificate, high URL rendering behavior (0.7980) indicating confirmed malicious URL in invoice scam"
D7231,Malicious,0.85,"No specific request type with return path known malicious (1), very high temp email likelihood (0.7263), expired SSL, high URL reputation score (0.8994) indicating confirmed malicious infrastructure with social engineering"
D7232,No Action,0.60,"Bank detail update request with unsubscribe link present, minimal threat indicators suggest legitimate banking communication"
