Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D4733,0.2990060932,0.1428318514,0,0.0048349146,0,0,0,0.0857404234,0,0,0,0,0,0.2649565865,0.0015404872,0.0373191943,0.2597905516,0.3216846802,0,0.3066783202,0,0,5,7.035670625e-23,"[""""]",0,0,0.3617886548,0.2199804863,0,0.0,0,0.0017959565,0.0800052196,0.0002027452,0,0,0,0.5,0,5.9897e-06,0.7490600464,none,0.0024567906,0,0,1,0,0.0,0,pass,policy,none,1,TLS 1.2,0,0,0,0,0,1.192854348e-27,valid,0.0055132713,3.33888e-05,0,1,0,0
D4734,0.582160761,9.023e-07,0,0.0001238171,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.4159709028,0.4058766863,0.8370358341,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0088750256,0.644502208,0,0.2295910232,0,0.3975737378,0.0014221071,0.1037661473,0,0,0,1.0,0,0.0221610399,0.1779242498,meeting_request,0.2662092907,0,0,0,0,0.0,0,pass,fail,temperror,1,TLS 1.0,0,0,0,0,0,0.066241961,self signed,9.3778e-06,0.0014387172,0,1,0,0
D4735,0.7490375085000001,0.0009962532,0,0.0117081376,0,0,0,0.0320223409,0,1,0,0,0,0.0003704424,0.0731437052,0.6795827464,0.5590060017,0.0886729703,0,0.5658959086,0,1,4,6.111946460000001e-62,"[""""]",0,0,0.002179238,0.1342372217,0,0.0023150924,0,1.1157e-06,1.22562e-05,0.0083024953,0,0,0,1.0,0,0.3222714107,0.4887157679,invoice_verification,0.7261692073,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.2,0,0,0,0,0,0.0006945634,valid,3.6965900000000005e-05,8.1733e-06,0,1,0,4
D4736,0.9454069156,0.0482533462,0,2.48e-08,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.395371259,0.7759860561,0.0437453672,0,0.0,0,0,0,0.0,"[""""]",0,0,9.8e-09,0.3716779873,0,1e-09,0,0.0049496715,0.000519686,0.0097156099,0,6,0,1.0,0,0.0465165684,0.7956142849000001,none,0.0250284825,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.0,0,0,0,0,0,3.05916e-05,self signed,0.001384151,0.5843237427,0,1,0,0
D4737,0.6393487457,0.1429981859,0,0.9826347204,0,0,0,0.2890954939,0,0,0,0,0,0.603277049,0.0058658062,0.9460567482,0.8551681034,0.0892558871,0,0.8013964694,0,0,5,2.27e-08,"[""""]",0,0,3.17586e-05,0.9636509446,0,0.0,0,0.0069480479,0.0410405859,0.8217438787,0,0,0,0.0,0,1.93456e-05,0.1251812067,gift_card_request,0.000361718,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.2,0,0,0,0,0,0.0007026045,self signed,0.9185837342,0.060266377,0,1,0,0
D4738,0.6853321969,5.185e-07,0,0.0372722503,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6847304506,0.0506298213,0.3032586834,0,0.0,0,0,0,0.0,"[""""]",0,1,1.589e-07,0.7379803835000001,0,7.22144e-05,0,0.0035868872,0.4706747649,3.54692e-05,0,0,0,0.5,0,0.5113580560000001,0.4387728214,none,3.84631e-05,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.3,0,0,0,0,0,0.0591009225,valid,0.0122192675,0.3083799551,0,1,0,0
D4739,0.8383782987,0.0755299224,0,0.0,0,0,0,0.1659411393,0,0,0,0,0,0.5813693101,0.0001545567,0.102264744,0.8512088950000001,0.9640869982,0,0.6528678557,0,1,4,8.30722986e-16,"[""""]",0,0,0.3257218552,0.1492565822,0,0.9091041464,0,0.0010156246,0.0033242873,0.003805477,0,0,0,1.0,0,0.2768393926,0.6932835209,credential_request,0.0004786269,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.3,0,0,0,0,0,0.0008318845,valid,0.0374968472,0.0001796116,0,1,0,3
D4740,0.2337901627,6.72511e-05,0,0.0500788158,0,1,0,0.8995259064000001,0,0,0,0,0,2.92507e-05,0.0865949529,0.1324285316,0.9060125563,0.399071642,0,0.1823264948,0,0,5,7.839462651999999e-126,"[""""]",0,0,5.132e-07,0.9444720585,0,0.0081964863,0,1.05278e-05,1.723e-06,9.6002e-06,0,0,1,1.0,0,0.0339452822,0.3245483376,none,0.0061993527,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.2,0,0,0,0,0,2.057e-07,self signed,0.1280987928,0.5728209504,0,1,0,0
D4741,0.7484442383000001,0.0194455388,0,0.008210567,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.9119695943,0.057971039,0.0743530235,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0159320285,0.2110943498,0,0.4179205216,0,0.0081152507,0.0539588337,0.0362340157,0,0,0,1.0,0,1.041e-07,0.2149894575,meeting_request,0.1324744694,0,0,0,0,0.0,0,fail,fail,temperror,1,TLS 1.2,1,0,0,0,0,0.0018107979,valid,0.0207420312,0.0,0,1,0,5
D4742,0.0200559191,0.2427727562,0,1.5954e-06,0,0,0,0.5815486158000001,2,0,0,0,0,0.0336714014,0.0325401982,0.5578017550000001,0.4038615567,0.6524844669000001,0,0.5774474012,0,0,4,1.3200511189999997e-93,"[""""]",0,0,3.83807e-05,0.4116349331,0,0.2197432211,0,1.203e-07,0.3255058543,0.2945627419,0,0,0,0.5,0,0.0171963234,0.8564008664,none,0.2824590238,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,0,0,0,0,0,0.0001817215,valid,0.0,6.751e-07,0,1,0,0
