Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious,unique_parent_process_names(categorical)
D6233,0,0.6524786105682507,0,0.0019823352720816,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.2923385176557576,0,0,2.4647345993433048e-05,0,0.0788633745146786,8.234146782303349e-11,0.0518558756263748,0,0,0,1.0,0,0.0133288434085591,0.6950313,bank_detail_update,0.00944840374449,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.2,0,0,0,0,0,0.0092440524171361,revoked,2.267353868967362e-05,0.0033472573038886,0,1,0,"[""""]"
D6234,0,0.4391467900471945,0,0.000496620947143,0,0,0,2.4817864105715617e-05,0,0,0,0,1,6.14647968058634e-13,0.003633458220772,0,0,0,0,0.7002775084672754,0,2,5,5.027210094053571e-16,"[""winword.exe"", ""powershell.exe""]",0,1,9.791638269603484e-11,0,0,0.0006769103179158,0,0.202610285162952,0.0106708624961888,0.0113265860181749,0,0,0,1.0,0,6.458488544504922e-09,0.2838163,vpn_or_mfa_reset,5.976215974972264e-05,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,0,0,0,0,1,4.853704702503866e-05,self signed,0.3257241242952235,0.0034803287780902,0,1,0,"[""""]"
D6235,0,0.0039116062135768,0,1.7710136070609615e-05,0,0,0,0.0182735230626079,0,0,0,0,0,9.640963499698694e-11,0.0377281265972372,0,0,0,0,0.8307615838532878,0,0,4,0.0042890348477273,"[""winword.exe""]",0,0,4.736386655009377e-22,1,0,0.0043963364802865,0,0.0002804966936107,1.9536245233776672e-08,6.659564699730799e-06,0,0,0,1.0,0,0.64099027365967,0.4007178,wire_transfer,5.109018208504348e-05,0,0,0,0,0.0,0,fail,policy,temperror,1,TLS 1.1,0,0,0,0,0,0.8266526619290689,valid,0.0007356903437124,0.0770691503288114,0,1,0,"[""""]"
D6236,0,0.0001233153518427,0,8.670697000939496e-05,0,0,0,0.135257161998808,0,0,0,0,0,0.2091946465395537,5.75881632179412e-08,0,0,0,0,0.9421305964777698,0,1,4,1.3221775332176117e-08,"[""winword.exe""]",0,0,9.401008450359096e-06,0,0,0.0004397755406214,0,8.964355060818406e-06,0.0213766356888418,6.143189452503379e-13,0,0,0,1.0,0,2.7463928955557333e-13,0.3260763,document_download,1.695425981292035e-06,0,0,1,0,0.0,0,pass,pass,pass,1,TLS 1.2,0,0,0,0,0,0.0563777352864011,valid,0.4183431515223276,0.9943387886150516,0,1,0,"[""""]"
D6237,0,0.0029504601516251,0,8.358714506455234e-08,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.003040115845032,0,0,0.9534638653685652,0,4.9524556936352256e-05,0.8836603629701298,7.530550236629138e-09,0,0,0,0.5,0,0.0323379861500151,0.84381,none,2.276478127529953e-07,0,0,0,0,0.0,0,softfail,policy,fail,1,TLS 1.2,0,0,0,0,0,0.0072612975239023,self signed,4.0630483168826e-08,0.1048781091702028,0,1,0,"[""""]"
D6238,0,3.886799146644088e-12,0,0.420816034920793,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",1,0,0.0006311656330465,0,0,0.3461412187796256,0,0.0014509249894958,0.0274495252520302,0.3985437962820042,0,0,0,0.0,0,0.004310409136762,0.5732823,sensitive_data_request,1.6600552532804107e-05,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.3,1,0,0,0,0,0.2104398505218918,expired,0.183294951713243,0.1292337253671477,0,1,0,"[""""]"
D6239,0,0.2250466085362163,0,8.545915599143716e-05,0,0,0,0.034201553818993,0,0,0,4,0,7.74131857624395e-05,0.5694112731553486,0,0,0,0,0.0472180119309114,0,0,5,1.8319359647895896e-25,"[""winword.exe""]",0,0,0.0010812818514433,0,0,2.5970418042647737e-05,0,0.1185521035380952,0.0021144488346659,0.0324198988463021,0,0,0,1.0,0,7.97266426960416e-15,0.3020813,meeting_request,0.0168791583665489,0,0,0,0,0.0,0,fail,pass,fail,1,TLS 1.3,4,0,0,0,0,0.029163688724218,valid,0.0070382417016793,0.5584780698141733,0,1,0,"[""""]"
D6240,0,1.3114602055911312e-06,0,1.6153309549672102e-10,0,0,0,0.0160027333933848,0,0,0,2,0,0.6859061485502777,0.0004781284195122,0,0,1,0,0.5271111041009433,0,0,4,3.2817583891027287e-26,"[""winword.exe""]",0,0,7.899321693583315e-06,0,0,0.0205523138388021,0,1.6000758465208163e-05,9.50560302366546e-05,0.0717750946322219,0,0,0,1.0,0,0.0002184924151341,0.4894422,none,6.743913985947995e-11,0,1,0,0,0.0,0,fail,policy,pass,1,TLS 1.3,0,0,0,0,0,0.0022402716980136,valid,0.0205295268224971,0.8185154535997679,0,1,0,"[""""]"
D6241,0,1.9234000768518785e-08,0,0.005910074622585,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.1099455218100726,0,0,0.0008530548277655,0,2.4300728344932866e-08,0.0009556719892783,4.555276719283921e-05,1,0,0,1.0,0,0.0013613432815481,0.273201,none,0.0211889674656998,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.3,1,0,0,0,0,0.0007947358058833,self signed,8.56521317133862e-14,0.1120898183462463,0,1,0,"[""""]"
D6242,0,4.817698928431461e-07,0,0.0043203729573525,0,0,0,0.1174442621601797,0,0,0,0,0,0.1815057492122113,0.0001181120924958,0,0,0,0,0.4155691204116157,0,0,6,3.74835653815288e-14,"[""outlook.exe""]",0,0,0.0034523670726306,0,0,1.4758025680255275e-05,1,9.0998098990314e-06,0.3489936417554144,0.0003206285521633,0,0,0,0.5,0,9.44615512504541e-10,0.1228263,legal_threat,0.0001644223366807,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.0,4,0,0,0,0,0.4224722744460527,expired,5.266131544638705e-05,2.9045063859403997e-13,0,1,0,"[""""]"
