Data,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis_of_the_qrcode_if_present,total_components_detected_malicious
D5183,0.2091295404,0.0316115132,0,9.52005e-05,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.8516696259000001,0.2308310905,0.146769554,0,0.0,0,0,0,0.0,"[""""]",0,0,5.13445e-05,0.9348721365,0,0.0498356371,0,0.0082090067,6.649e-07,0.7500211932,0,0,0,0.0,0,2.0081e-06,0.8201668417,none,0.0292789306,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,0,0,0,0,0,9.923e-07,valid,0.6395554685,0.0007541542,0,1,0,5
D5184,0.1992679039,0.0041730711,0,0.2449322259,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.3137137109,0.0025451019,0.4660377812,0,0.0,0,0,0,0.0,"[""""]",0,0,0.2351490713,0.8277865913,0,0.0487683411,0,7.504e-07,0.0012452376,2.0491e-06,1,0,0,0.5,0,0.7507063878,0.6234109467,meeting_request,9.732e-07,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.3,0,0,0,0,0,8.523034649999999e-21,valid,0.0001646534,8.247e-06,0,1,0,0
D5185,0.3049390278,1.15e-08,0,0.3317917071,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.2752286424,0.424003432,0.1164907349,0,0.0,0,0,0,0.0,"[""""]",0,1,0.003774279,0.4234430216,0,0.0,0,0.0016320567,0.0187835209,0.0036788997,0,0,0,1.0,0,0.0009194735,0.6367183589000001,bank_detail_update,0.0001215309,0,0,0,0,0.0,0,fail,neutral,fail,1,TLS 1.1,0,0,0,0,0,0.0007066159,valid,0.3327886232,0.4566500509,0,1,0,0
D5186,0.8179707414,0.0005612431,0,4.025902302e-21,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.7763390884,0.808525877,0.7031116987,0,0.0,0,0,0,0.0,"[""""]",0,0,4.471e-07,0.106057948,0,1.31e-08,0,0.3571993833,0.5887757997,0.011446944,0,0,0,1.0,0,1.6295e-06,0.6230827331000001,invoice_verification,3.4000000000000003e-09,1,0,0,0,0.0,0,pass,none,pass,1,TLS 1.2,3,1,0,0,0,0.5035959541,valid,0.0048273192,0.0001970824,0,1,0,2
D5187,0.5042857862,4.9e-08,0,0.0243174245,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.5250800266,0.1669274942,0.9471294918,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0501954347,0.2503387688,0,0.0180653124,0,0.1717105166,5.53657e-05,0.2509686659,0,0,0,1.0,0,5e-09,0.7941879261,none,0.0005752071,0,0,0,0,0.0,0,pass,neutral,fail,1,TLS 1.3,0,0,0,1,0,0.0696840499,self signed,2.52e-08,0.0790118723,0,1,0,0
D5188,0.2409290412,4.2374789990000003e-19,0,0.4615126502,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.3616093182,0.2045833593,0.1170164214,0,0.0,0,0,0,0.0,"[""""]",0,0,1.38439e-05,0.162367809,0,1.1213e-06,0,0.210950265,0.2370866596,1.5675300000000002e-05,0,0,0,0.5,0,3.8e-09,0.6968390878,bank_detail_update,0.0569474786,0,0,0,0,0.0,0,softfail,policy,temperror,1,TLS 1.0,1,0,0,0,0,0.0105274254,self signed,0.0,0.264478925,0,1,0,0
D5189,0.6449080244000001,0.0120524941,0,0.0197989997,0,0,0,0.7732166596000001,0,0,0,0,0,0.3510465568,0.1361141311,0.5311084265,0.8851697811,0.6013391983,0,0.6212276708000001,0,0,4,3.6912327169999995e-53,"[""""]",0,0,0.1099441982,0.8272900257,0,0.0780669445,0,0.0912301454,0.0252718634,0.0044135397,0,0,0,0.5,0,0.0224799864,0.6406176920000001,gift_card_request,0.0623855615,0,0,0,0,0.0,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.0101497277,valid,9.5895e-06,0.03752215,0,1,0,0
D5190,0.6470596243,0.0066382001,0,0.3805072097,0,0,0,0.9264736773,0,0,0,0,0,0.1103131973,0.0373772947,0.7947497731000001,0.9179169678,0.2093139335,0,0.8827569626,0,0,6,1.7954769670000002e-36,"[""""]",1,0,0.0011593579,0.9582499638,0,0.1726021176,0,0.1173854792,0.0225557182,0.2669046376,0,0,0,1.0,0,6.4e-09,0.1788516819,none,5.0447919029999996e-24,0,0,0,0,0.0,0,pass,pass,fail,1,SSL,1,0,0,0,0,0.4233639531,valid,0.4331164818,0.0720001229,0,1,0,0
D5191,0.7067173167,0.0039036879,0,4.2460000000000003e-07,0,0,0,0.7890479114000001,0,0,1,0,0,0.0095357882,0.1521545481,0.3268332453,0.7510463117,0.6643370377000001,0,0.0047314081,1,2,7,3.194211225e-29,"[""""]",0,0,1.729e-07,0.5959903329,0,9e-10,0,0.8023708169,0.0947770427,0.301583116,0,0,0,1.0,0,0.0004096899,0.3727578193,none,1.182e-07,0,0,0,0,0.0,0,pass,policy,temperror,1,TLS 1.1,0,0,0,0,0,0.0003500186,valid,0.3460463976,0.1516584771,0,1,0,0
D5192,0.5758272536,0.5206024482,0,0.3616275208,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.3540505756,0.0372793792,0.5830206286,0,0.0,0,0,0,0.0,"[""""]",0,0,2e-10,0.9226356796,0,0.1376681324,0,0.0,0.7410955709,0.0056546163,0,0,0,1.0,0,0.0344941466,0.5672792155,none,6.96481e-05,0,0,0,0,0.0,0,pass,neutral,none,1,TLS 1.3,0,0,0,0,0,0.0297715292,expired,0.9412277084,0.3565716703,0,1,0,0
D5193,0.3273258989,2.37304e-05,0,0.347548764,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6851574003,0.6938438752,0.1450275723,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0766858811,0.3906777293,0,4.88167e-05,0,0.0001358392,0.0027026581,0.0001429905,0,0,0,1.0,0,1.814e-07,0.0293620844,urgent_callback,0.0170682512,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.2,0,0,0,0,0,0.0014326945,valid,1.7786e-06,7.500000000000001e-09,0,1,0,5
D5194,0.9603681812,0.0500762983,0,0.0187876856,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.9354517737,0.6434383338,0.1197039753,0,0.0,0,0,0,0.0,"[""""]",0,0,0.1601256879,0.5615525389,0,0.7380525777,0,0.0,6.719500000000001e-06,0.0898360988,0,0,0,0.5,0,0.0891209054,0.9110338132,none,0.0005366388,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.3,2,0,0,0,0,1.2661032520000001e-20,revoked,1.15875e-05,0.0135925617,0,1,0,0
D5195,0.3018569534,0.0,0,0.003884642,0,0,0,0.0005127679,0,0,0,0,0,0.0056472098,2.4e-09,0.2921112318,0.9458418647,0.224718782,0,0.1546103027,0,2,4,1.661353095e-28,"[""""]",0,1,0.1817597331,0.9568004993,0,6.76624e-05,0,0.0002262761,0.039424476,5e-09,0,0,0,0.5,0,0.0046271777,0.259626863,none,0.7241847089,0,0,1,0,0.0,0,pass,none,fail,1,TLS 1.3,0,0,0,0,0,0.2676018236,valid,0.0020271033,0.0956640571,0,1,0,2
D5196,0.8334254470000001,0.0002356515,0,0.0732576987,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.5471460137,0.8860039403000001,0.6233609946,0,0.0,0,0,0,0.0,"[""""]",0,0,1.0950000000000001e-07,0.4034510079,0,0.0745577078,0,0.0324971691,0.001930654,0.0077789933,0,0,0,1.0,0,0.0,0.6950351443,none,0.0330499881,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.1,0,0,0,0,0,3.6e-09,valid,0.6897677737,3e-10,0,1,0,0
D5197,0.1782329033,0.0086462759,0,0.0018693435,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0.8964940395000001,0.8959581777000001,0.2673896432,0,0.0,0,0,0,0.0,"[""""]",0,0,0.2328882463,0.7167003625,0,0.5001268703,0,2e-10,0.3109277004,0.0088258518,0,0,0,1.0,0,0.1567433115,0.5210760189,none,1.35762e-05,0,0,0,0,0.0,0,fail,policy,fail,1,TLS 1.2,0,0,0,0,0,0.0033051272,valid,0.0840957409,2.96e-08,0,1,0,0
D5198,0.9498718818,0.7187486928,0,0.0003859464,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6515131328,0.6931816002,0.5954457835,0,0.0,0,0,0,0.0,"[""""]",0,0,4.4000000000000005e-09,0.1391671675,0,0.5182385676,0,0.0,0.00526794,0.0177814279,0,0,0,1.0,0,0.0009860217,0.5209467542,gift_card_request,0.0872115601,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.1,1,0,0,0,0,9.317e-07,valid,0.1104115698,0.4160832297,0,1,0,3
D5199,0.0327776267,0.0414788273,0,0.0073984714,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.5887123805000001,0.6006364461,0.9554072628,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0,0.7669641507,0,0.0877354734,0,3.8892e-05,0.4127939487,1.45715e-05,0,0,0,0.5,0,0.9424701662,0.8776356718,bank_detail_update,0.0041559543,0,0,0,0,0.0,0,softfail,pass,fail,1,TLS 1.1,2,0,0,0,0,2.760000000000001e-07,valid,0.0632306623,0.0267709114,0,1,0,0
D5200,0.7985245527,5.604000000000001e-07,0,2.1697e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0830233453,0.7579422301000001,0.5967499474,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0138281179,0.5148576986,0,0.0,0,8.225000000000001e-07,0.0722892976,7.9443e-05,0,0,0,0.5,0,8.1305e-06,0.4396261889,none,0.7462359665,0,0,0,0,0.0,0,softfail,fail,none,1,TLS 1.3,1,0,0,0,0,0.3568116074,valid,4.560000000000001e-08,2.37471e-05,0,1,0,0
D5201,0.5195157972000001,0.3275470666,0,0.179180141,0,0,0,0.2632225625,1,0,0,0,0,0.0053960635,1.1073e-06,0.3314696358,0.7506431337,0.2362312096,0,0.2508931572,0,1,4,3.6438899150000003e-72,"[""""]",0,0,1.3579e-06,0.5835614299,0,2.43386e-05,0,0.034460931,6.710720000000001e-05,0.0289596653,0,0,0,1.0,0,0.0128455707,0.2504648931,none,0.5384361032,0,0,0,0,0.0,0,fail,pass,none,1,TLS 1.2,0,0,0,0,0,0.1305275065,valid,0.0046077699,2.51843e-05,0,1,0,1
D5202,0.3314139902,0.0051525255,0,1.52817e-05,0,1,0,0.0696367745,0,0,0,0,0,2.99842e-05,0.6777787884,0.8091445817,0.6033471235,0.561167761,0,0.7909120729,0,1,4,6.977700382000001e-56,"[""""]",1,0,0.0002129369,0.469392788,0,5e-10,0,0.0674990794,0.0049409857,0.3073460504,0,0,0,1.0,0,0.1163185333,0.6841714193,none,0.086512355,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.1,3,0,0,0,0,0.0001908403,valid,0.0063475018,0.2226588277,0,1,0,1
D5203,0.1018507376,4.257e-05,0,0.0,0,0,0,0.9304191003,0,0,0,0,0,0.3507047113,0.002170196,0.6864244237,0.2422242254,0.7158927034,0,0.5182693677,0,0,5,1.919759101e-25,"[""""]",0,0,4.29935e-05,0.3218089021,0,0.0003842704,0,5.75339e-05,0.2876600973,0.00525853,0,0,0,1.0,0,0.0625888743,0.6823017473,none,0.0015241761,0,0,0,0,0.0,0,fail,none,fail,1,SSL,0,0,0,0,0,0.0130320543,valid,0.3985253806,4e-10,0,1,0,1
D5204,0.3107115044,0.0025135929,0,0.5411553102000001,0,0,0,0.0999884772,0,0,0,0,0,1.9551007010000001e-19,0.0208665642,0.878217746,0.1423276711,0.7328160436000001,0,0.9503195182,0,0,6,1.1817639259999999e-26,"[""""]",0,0,0.3037420499,0.0542577547,0,0.0002529625,0,0.0186323436,0.0010423744,0.1173564043,0,0,0,1.0,0,1.97648e-05,0.7222484229,wire_transfer,0.1660887836,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,0,0,0,0,0,0.2661093592,expired,4.5280000000000003e-07,0.0014574311,0,1,0,0
D5205,0.5256262557,0.03198694,0,0.109178317,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0218879905,0.6704134665,0.2443530198,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0029091763,0.8473675346,0,0.1051369655,0,0.0025021182,0.0298341163,0.4276315119,0,0,0,1.0,0,0.5969681248,0.5509104975,invoice_verification,0.6648863645,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.0,1,0,0,0,0,0.0004597884,valid,0.0092067137,3.763e-07,0,1,0,0
D5206,0.4068064006,1.4e-08,0,0.0,0,0,0,0.2960679993,0,0,0,1,0,0.5261799395,1.02466e-05,0.8181139685000001,0.2631667926,0.5072510904,0,0.913781167,0,0,4,6.9718041174,"[""""]",0,0,0.2230594349,0.5412412703,0,1.4045e-06,0,0.0234789946,0.0265185263,3.319e-07,0,0,0,1.0,0,3.43503e-05,0.3752015927,wire_transfer,0.0486009464,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.1,1,0,0,0,0,2.33709e-05,valid,9.3534e-06,1.0535e-06,0,1,0,0
D5207,0.8325623454000001,0.1030109265,0,0.266523398,0,1,0,0.3027119714,0,0,0,0,5,4.8572e-05,0.0019874628,0.6769233197,0.2508242882,0.509668184,0,0.9987956406,0,0,4,2.731323651e-106,"[""""]",0,0,0.7261148006,0.3109953992,0,0.0002475393,0,0.0002734221,0.4367110834,0.0006788322,0,0,0,1.0,0,6.0718e-06,0.6153534390000001,invoice_payment,0.260532955,0,0,0,0,0.0,0,fail,policy,none,1,TLS 1.2,4,0,0,0,0,0.0002183354,expired,0.0733034793,3e-10,0,1,0,0
D5208,0.7765138219000001,0.0054648525,0,2.080842089e-23,0,0,0,0.7075690214,0,0,0,0,0,1.16246e-05,1.53881e-05,0.8983020838,0.8117186203000001,0.7483429809000001,0,0.8695092162,0,0,5,4.619403232e-16,"[""""]",0,0,0.0093778136,0.7605794668,1,0.424511663,0,0.0010228165,0.0796221549,0.0010408998,0,0,0,1.0,0,9.102e-07,0.9185124479,urgent_callback,0.0299113422,0,0,0,0,0.0,0,fail,pass,pass,1,TLS 1.3,0,1,0,0,0,0.0006488234,valid,0.0610759182,0.0346315827,0,1,0,0
D5209,0.8434138224000001,0.1488578852,0,0.3993230056,0,0,0,0.1528981076,0,0,0,0,0,3.35193e-05,0.355753846,0.4878799008,0.5997496571,0.6004850018,0,0.6877542857000001,0,3,4,3.712848089e-29,"[""""]",0,0,0.6809432231,0.5212331217,0,0.0,0,0.0008419485,0.2294562691,0.0267353371,0,0,0,0.5,0,0.0061462489,0.3787989294,vpn_or_mfa_reset,0.0010906582,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.0,3,0,0,0,0,0.1664372226,valid,0.0537953066,1.010571873e-19,0,1,0,0
D5210,0.7618291181,0.0161205687,0,0.0081929425,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.5750095001000001,0.5583574242,0.7156301501,0,0.0,0,0,0,0.0,"[""""]",0,0,3.65167e-05,0.5535027714,0,9.900000000000001e-09,0,0.0702942409,0.047290596,0.9816336312,0,0,0,1.0,0,0.0567543638,0.1740512411,none,0.1042095607,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.3,4,1,0,0,0,3e-10,valid,4.0964e-06,0.0004464106,0,1,0,0
D5211,0.0451706418,0.0600128354,0,0.0070490929,0,0,0,0.0102354995,0,0,0,0,0,0.6475354750000001,0.2501915455,0.1396869129,0.6236265213000001,0.5186284613000001,0,0.8038562727,0,1,4,5.944381532000002e-16,"[""""]",0,0,0.0661925033,0.337129865,0,0.7764507289,0,0.0021168303,0.0959825354,0.2166795135,0,0,0,1.0,0,1.0963e-05,0.7394620211,none,0.0450196353,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.1,3,0,0,0,0,0.2186014231,valid,0.0616497397,0.0278070425,0,1,0,0
D5212,0.5688166282,4.0915000000000006e-06,0,4.7791285710000016e-18,1,0,0,0.5904204265,0,0,0,0,0,0.0028334058,0.0347044317,0.5532527740000001,0.78076544,0.8370615168000001,0,0.5883320011000001,0,0,4,1.6639e-06,"[""""]",0,0,0.0001315249,0.6041211517,0,0.0090906917,0,0.0876023922,0.1083808196,9.000000000000001e-09,0,0,0,0.0,0,0.0004311762,0.5812918795,none,0.0082957955,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.3,0,0,0,0,0,0.0135292567,self signed,0.0430484255,0.0038320896,0,1,0,0
D5213,0.2153035562,2.1e-09,0,0.0573560752,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.4886260503,0.9420096053,0.5033196257,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0005431525,0.4878344294,0,0.0014985908,0,2.70378e-05,1.26e-08,0.0045033587,0,0,0,0.0,0,0.2657401649,0.1604705646,legal_threat,0.0001725195,0,0,0,0,0.0,0,fail,fail,fail,1,TLS 1.3,0,0,0,0,0,0.0002764795,valid,0.0595468446,5.9213e-06,0,0,1,5
D5214,0.4250803039,4.28229e-05,0,9.861e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6206697516,0.639965918,0.1262428644,0,0.0,0,0,0,0.0,"[""""]",0,0,1.0443e-05,0.9171970835,0,0.0013131639,0,0.0291545906,0.0357389898,0.000549384,0,0,0,0.5,0,0.0069516761,0.4692141229,document_download,4.13e-08,0,0,0,0,0.0,0,softfail,pass,none,1,SSL,0,0,0,0,0,0.0111438916,valid,1.131e-07,3.494966141e-28,0,1,0,1
