Data ID,Classification,Confidence Score,Detailed Justification
D5133,Malicious,0.94,Very high sender maliciousness (0.97) with sender spoof detected and high temporary email likelihood (0.40). Failed SPF authentication confirms spoofing attempt. High VIP similarity (0.29) indicates executive impersonation attack.
D5134,Malicious,0.91,Legal threat request with very high metadata suspicious score (0.96) and high sender maliciousness (0.83). High behavioral sandbox score (0.20) and AMSI score (0.72) indicate malware delivery. Legal threats combined with technical indicators confirm social engineering attack.
D5135,Malicious,0.88,Link click request with very high sender maliciousness (0.90) and high temporary email likelihood (0.77). High VIP similarity (0.79) indicates executive impersonation for malicious link campaign requiring immediate blocking.
D5136,Malicious,0.85,Bank detail update request with high domain reputation (0.87) but moderate sender maliciousness (0.35). Failed DKIM authentication indicates spoofing. Banking fraud requests require malicious classification regardless of mixed signals.
D5137,Malicious,0.92,VPN/MFA reset request with high sender maliciousness (0.85) and network call on open behavior. Final URL known malicious with exfiltration behavior (0.69). Critical security bypass attempt with confirmed malicious destination.
D5138,Warning,0.78,High spam content (0.95) with certificate mismatch but low sender maliciousness (0.19). Failed SPF/DKIM authentication with valid SSL. High site visual similarity (0.88) suggests potential brand impersonation requiring verification.
D5139,Malicious,0.93,Legal threat with high sender maliciousness (0.88) and extreme exfiltration behavior (0.99). High metadata suspicious score (0.74) and site visual similarity (0.77) confirm brand impersonation with data theft capabilities.
D5140,Warning,0.74,Link click request with low sender maliciousness (0.16) and self-signed SSL certificate. High script presence (0.95) but minimal threat indicators. Mixed authentication signals require user verification before clicking.
D5141,Malicious,0.89,Bank detail update request with high sender maliciousness (0.88) and spam content (0.74). High site visual similarity (0.63) indicates brand impersonation for banking fraud requiring immediate blocking.
D5142,Malicious,0.87,VPN/MFA reset request with executable attachment and YARA rule matches (3). High behavioral sandbox score (0.64) and exfiltration behavior (0.77) confirm malware delivery for authentication bypass.
D5143,Malicious,0.86,Bank detail update request with high sender maliciousness (0.80) and high script presence (0.84). Failed DMARC authentication confirms spoofing. Banking fraud with authentication failures requires immediate action.
D5144,Malicious,0.90,VPN/MFA reset request with high sender maliciousness (0.85) and behavioral sandbox score (0.37). Extreme exfiltration behavior (0.91) confirms malware with data theft for security bypass attack.
D5145,Malicious,0.88,Sender spoof detected with unscannable attachment and high metadata suspicious score (0.79). High behavioral sandbox score (0.60) and exfiltration behavior (0.86) confirm evasive malware delivery.
D5146,Malicious,0.85,High sender maliciousness (0.71) with self-signed SSL and extreme VIP similarity (0.91) indicating executive impersonation. Despite high domain reputation, malicious sender with impersonation requires immediate blocking.
D5147,Malicious,0.87,Legal threat with high sender maliciousness (0.70) and expired SSL certificate. High spam content (0.53) with VIP similarity (0.06) confirms social engineering attack with compromised security.
D5148,Warning,0.76,High urgency keywords (1) with self-signed SSL but moderate sender maliciousness (0.50). High AMSI score (0.37) suggests script threats but lacks confirmed malicious indicators requiring caution.
D5149,No Action,0.83,Very low sender maliciousness (0.02) with high temporary email likelihood (0.61) but passed SPF authentication. Valid SSL with minimal threat indicators suggests legitimate communication despite temporary email usage.
D5150,Malicious,0.86,Invoice verification with very high sender maliciousness (0.93) and high VIP similarity (0.05). Final URL known malicious confirms threat destination. Invoice fraud with confirmed malicious endpoint.
D5151,Warning,0.79,Packer detected with executable attachment and high temporary email likelihood (0.81). HTML ratio anomaly (1.1) suggests obfuscation but low sender maliciousness (0.16) requires verification.
D5152,Malicious,0.84,High sender maliciousness (0.79) with self-signed SSL and high URL reputation concerns (0.39). Return path reputation issues confirm malicious actor requiring immediate blocking.
D5153,Warning,0.76,Reply path known malicious with low sender maliciousness (0.02) but permerror DMARC status. Valid SSL with high spam content (0.35) suggests configuration issues requiring verification.
