Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious,unique_parent_process_names(categorical)
D5883,0,0.0291202371369618,0,7.16969581614293e-06,0,0,0,0.5142870205282956,3,0,0,0,0,9.26015808568503e-13,0.0007450896997042,0,0,0,0,0.7815296171701989,0,0,5,3.803048862678402e-30,"[""winword.exe""]",0,0,0.0010989030140451,0,0,0.0216733486650376,0,0.0613040979891274,3.8113985886715375e-10,0.0048371295430013,0,0,0,1.0,0,3.343138266531547e-12,0.2464952,none,0.000948051426235,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.3,2,0,0,0,0,0.9826169123879852,expired,1.0006494488675566e-05,0.0005597429344911,0,1,0,"[""""]"
D5884,0,0.1222381607972133,0,2.757474874047351e-06,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0242259586104007,0,0,1.944278212189366e-06,0,0.0684430765695792,0.0627982112000817,1.3488478405948599e-11,0,0,0,1.0,0,3.0659655875910856e-10,0.8541166,none,1.5470966354437646e-07,0,0,0,0,0.0,0,pass,neutral,pass,1,TLS 1.2,0,0,0,0,0,0.0025519162983904,valid,7.497470082214338e-07,0.8702121283164155,0,1,0,"[""""]"
D5885,0,6.541439302795717e-05,0,0.0008394753463974,0,0,0,0.0544958285228441,0,0,1,0,0,0.0308826548416763,0.1782950099274822,0,1,0,0,0.2702370681587785,0,1,4,0.0363982727767049,"[""outlook.exe""]",0,0,0.0025997149358467,0,0,0.2287899329893832,0,0.1140688116968958,0.1742330338950465,0.3459168159122278,0,0,0,0.5,0,0.0058164288563094,0.5789634,legal_threat,1.688322386478418e-09,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,0,0,0,0,0,3.1359203445555338e-06,mismatch,2.0761618599615747e-12,8.428793607682575e-07,0,1,0,"[""""]"
D5886,0,0.0077545299996657,0,0.0439130789880295,0,0,0,0.184012942507711,1,0,0,0,0,1.205848998025532e-06,0.0273959738376269,0,0,0,0,0.1885983312984534,0,1,4,9.07680512366177e-24,"[""acrobat.exe""]",0,0,2.01485263416804e-06,0,0,5.1586608143108376e-14,0,7.714199783764866e-11,0.7492548247975602,0.0177800394516383,0,0,0,0.5,0,6.74137201385191e-05,0.7906016,link_click,2.472916176190426e-08,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.2,0,0,0,0,0,5.02090342389906e-05,self signed,0.000168884151233,1.6463186382328445e-12,0,1,0,"[""""]"
D5887,0,4.916119034395527e-07,0,2.2651791945959562e-13,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0007904479640254,0,0,0.2093557907086584,0,7.812803970935552e-05,5.891141366586476e-05,0.209492381294032,0,0,0,1.0,0,0.0054198934366399,0.5994499,bank_detail_update,9.760526286374444e-05,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.2,1,0,0,0,0,2.431694714215224e-08,expired,3.5946129597328026e-08,7.108362066608676e-05,0,1,0,"[""""]"
D5888,0,0.0002189358352573,0,0.0367276029808553,0,0,0,0.1644134701992621,0,0,0,0,0,0.3975617838117949,0.0143692718714231,0,0,0,0,0.8882156679998773,0,1,5,2.211020034398591e-22,"[""winword.exe"", ""powershell.exe""]",0,0,0.0232016532726909,0,0,0.2024731272421973,0,0.2912554032821331,0.0347811374544251,0.0348455698461334,0,0,0,1.0,0,3.876005274071171e-05,0.3603372,vpn_or_mfa_reset,0.0306447138775624,0,0,0,0,0.0,0,pass,temperror,pass,1,SSL,0,0,0,0,0,0.0002251340199479,expired,1.2085920530171e-11,2.33980819848867e-08,0,1,0,"[""""]"
D5889,0,0.2089958960132413,0,1.8823081176941863e-05,0,0,0,0.8959620508994246,0,0,0,0,0,0.0003847628628012,0.7123769298592728,0,0,1,0,0.071642205944977,0,0,4,0.000562290194233,"[""winword.exe""]",0,0,0.331376523175825,0,0,0.0003434882600718,0,0.0054173097835704,0.243021151490064,0.4979846200094133,0,0,0,1.0,0,0.2180473679132959,0.1990676,wire_transfer,1.3462919165311469e-06,0,0,0,0,0.0,0,pass,policy,none,1,TLS 1.1,0,0,0,0,0,0.5193686606721114,valid,9.041076620386543e-05,3.779641760545688e-07,0,1,0,"[""""]"
D5890,0,0.0116073234341351,0,0.3403914153204352,0,0,0,0.6922730081952873,0,0,0,0,0,4.073194138287016e-08,0.427636231775121,0,0,0,0,0.0662433265099851,0,0,4,4.2554492490484494e-15,"[""winword.exe""]",0,0,0.1193632716800999,0,0,2.709928651601374e-05,0,0.713673681250844,0.0051269055737065,0.1491644022250404,0,0,0,1.0,0,3.521121884456435e-05,0.0354131,document_download,0.0272899804795633,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,0,0,0,0,0,0.6391746374721955,valid,4.59687601205131e-08,3.677435871371383e-05,0,1,0,"[""""]"
D5891,0,1.5963201320622316e-05,0,0.0043982972096431,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,9.059039137487888e-08,0,0,0.0142401026585571,0,0.4537722386446771,0.0079566004580533,0.0160164887392746,0,0,0,1.0,0,0.0194597105025587,0.4267751,none,0.2989871075016073,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.3,4,0,0,0,0,0.3285741731298615,valid,1.826577711454981e-05,7.769639636708135e-05,0,1,0,"[""""]"
D5892,0,0.0134025219256644,0,0.0161464826362067,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.3165401648130913,0,0,6.249366069940474e-08,0,0.013010756960699,0.0238358587536572,0.0092834915695357,0,0,0,0.0,0,0.1982552130816456,0.1199059,sensitive_data_request,0.6329620329886666,0,0,0,0,0.0,0,pass,neutral,none,1,TLS 1.3,4,0,0,0,0,8.11595991718992e-08,valid,0.0827011762672193,0.0309443200494446,0,0,0,"[""""]"
