Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious,unique_parent_process_names(categorical)
D7483,0,0.1330475437034381,0,0.6042682907838478,0,0,0,0.0028466150724698,0,0,0,0,0,6.366550398787497e-06,0.0464705244811117,0,0,0,0,0.4869857158790775,0,1,4,1.7621846461333784e-79,"[""outlook.exe""]",0,0,0.007566226993596,0,0,1.7286109900301757e-07,0,0.0008371505772473,0.0001952403184686,1.0354946917191188e-05,0,0,0,0.5,0,0.3404575588562418,0.7595479,legal_threat,0.0116607283469505,0,0,0,0,0.0,0,pass,neutral,temperror,1,TLS 1.0,0,1,0,0,0,0.0024073587482207,valid,8.560017622191434e-06,0.0001228851849791,0,1,0,"[""""]"
D7484,0,0.0011806342434453,0,0.3136692981066747,0,0,0,0.0342305540446068,0,0,0,0,0,0.0038150014272601,0.0646729908426827,0,0,0,0,0.9322202018694375,0,0,4,5.047667118120769e-10,"[""acrobat.exe""]",0,0,0.03646015011466,0,0,4.133983259557557e-06,0,0.0189018340508198,0.0247183121977485,0.364640535085729,0,0,0,1.0,0,0.5941895286230293,0.4173609,link_click,5.823937697194545e-11,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.2,0,0,0,0,0,0.2618498799637394,self signed,4.118158664004387e-09,6.407298194894338e-12,0,1,0,"[""""]"
D7485,0,4.263704861026313e-09,0,0.001729288010075,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0001746363639991,0,0,1.7099573175815343e-10,0,0.3555466981859772,0.2852994252812511,0.0832856162986004,0,0,0,0.0,0,0.0013549357612519,0.904697,bank_detail_update,1.710515309420814e-14,0,0,0,0,0.0,0,softfail,policy,fail,1,TLS 1.2,0,0,0,0,0,1.1902318995208053e-07,mismatch,0.2748475281899477,0.0006955394379361,0,1,0,"[""""]"
D7486,0,0.1350787305578176,0,0.6857543663249639,0,0,0,0.0004465804799232,0,0,0,0,0,4.788199022110428e-05,0.002324208390503,0,0,0,0,0.7797205185921993,0,0,5,9.744895213964729e-94,"[""winword.exe"", ""powershell.exe""]",0,0,0.25749603697562,0,0,0.2325854336444172,0,0.0751443932251575,0.0335143383148681,0.4217729872774888,0,0,0,1.0,0,2.4730878708251875e-05,0.3277103,vpn_or_mfa_reset,7.488440305055863e-15,0,0,1,0,0.0,0,fail,policy,none,1,TLS 1.2,0,0,0,0,0,0.2194621989277222,valid,0.1996905222705156,1.7718190778593898e-21,0,1,1,"[""""]"
D7487,0,5.9216428163136496e-18,0,0.0270227867931205,0,0,0,0.5895573746809598,0,0,0,1,0,2.578214102097734e-05,3.078661534431013e-09,0,0,0,0,0.2738121685832502,0,4,4,3.93474927237269e-10,"[""winword.exe""]",0,0,0.0095633741158677,0,0,0.0001261590044242,0,6.746119025185574e-05,8.301103365937858e-05,0.0527732952617416,0,0,0,1.0,0,1.0774991688239884e-06,0.618435,wire_transfer,2.3377376652673668e-09,0,0,0,0,0.0,0,softfail,policy,pass,1,TLS 1.1,0,0,0,0,0,0.6088755329949872,valid,0.008299067844832,0.0167013250124731,0,1,0,"[""""]"
D7488,0,0.5606316267923543,0,0.6587850472030166,0,0,0,0.9278313262901902,0,0,0,1,0,4.052195301922513e-07,0.7080147946817731,0,0,0,0,0.7137880448420028,0,4,5,6.13470350624969e-10,"[""winword.exe""]",0,0,0.2290794069025848,0,0,0.0005892272451032,0,0.0064313628983276,7.717355351372855e-05,0.0036171640521134,0,0,0,1.0,0,8.32812790433987e-07,0.6580965,document_download,0.2897593474207055,0,1,0,0,0.0,0,pass,fail,fail,1,TLS 1.3,1,0,0,0,0,4.849606372174544e-07,valid,0.0008695492936871,0.0002033527881542,0,1,0,"[""""]"
D7489,0,0.0272356385876355,0,0.0004664456034386,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.1743283338127814,0,0,5.6013672618025925e-06,0,1.5307916625039944e-05,1.6897671530901833e-08,0.0088867640340657,0,0,0,1.0,0,0.0016192394337629,0.7534671,none,7.417841592986051e-09,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.3,0,0,0,0,0,0.0027318051059534,valid,0.1194163504955217,1.5496672625401906e-11,0,1,0,"[""""]"
D7490,0,2.14841511526143e-18,0,0.1177346201039381,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.0147957837662297e-11,0,0,0.0022830464553201,0,0.6268941543154045,0.1237668589552282,0.0563350804418071,0,0,0,1.0,0,0.0003902406843449,0.1222726,sensitive_data_request,3.007225250934473e-14,0,0,0,0,0.0,0,fail,policy,pass,1,SSL,0,0,0,0,0,0.0005524144578803,expired,0.0001080509085851,0.0080742567750216,0,1,0,"[""""]"
D7491,1,5.9859190142305896e-05,1,2.0474405595797982e-06,0,0,0,0.0120172931619148,0,0,0,1,0,1.914589000875083e-09,0.2798972847792726,1,0,0,0,0.8600330371676433,0,0,5,2.868836153742932e-09,"[""winword.exe""]",0,0,4.9908158489348606e-06,0,0,3.4742250294417316e-09,0,0.0589457983635257,0.0890128568661033,2.736770480943514e-07,0,0,0,1.0,0,0.1491719672701145,0.2471983,meeting_request,0.3336262667786484,0,0,0,1,0.0,0,pass,fail,fail,1,TLS 1.2,0,0,0,0,0,0.49909976086247,valid,5.611867451353079e-05,0.0001959352293887,0,1,0,"[""""]"
D7492,0,3.498241231662099e-12,0,0.0021028798695924,0,0,0,0.1336132206822583,0,0,0,0,0,0.0009224103186396,0.5841398199935789,0,0,0,0,0.3877557712269281,0,4,4,2.104590332013206e-123,"[""winword.exe""]",0,0,0.0006838740093973,1,0,9.560218682761308e-06,0,0.0140906353266481,0.0433172804347945,0.1922404863418821,0,0,0,1.0,0,1.4050349478401651e-06,0.0831118,none,3.707153058537445e-11,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.2,4,0,0,0,0,0.0005576797958418,valid,0.8558595456820007,0.1975726117816921,0,1,0,"[""""]"
D7493,0,0.0259781507727313,0,0.098749436688681,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.1547355051157188,0,0,0.0003015893470138,0,0.119379435720078,0.0546943876259999,2.9125409117216364e-06,0,0,0,0.0,0,0.3043150806395941,0.3062978,none,0.0122947497535042,0,0,0,0,0.0,0,pass,fail,temperror,1,SSL,0,0,0,0,0,9.584012419019834e-11,valid,0.0002786640927791,0.846720393010088,0,1,0,"[""""]"
