Data ID,Classification,Confidence Score,Detailed Justification
D7033,Warning,0.75,"Very high content spam score (0.9311), certificate mismatch, high URL reputation concerns (0.6479), high SMTP IP geo risk (0.6672), but low overall malicious indicators suggesting potential phishing attempt"
D7034,Warning,0.70,"Sensitive data request with moderate sender domain reputation (0.2211), moderate temp email likelihood (0.1568), high SMTP IP ASN risk (0.9110), URL reputation concerns (0.2635) indicating data harvesting attempt"
D7035,Malicious,0.90,"Meeting request with very high sender domain reputation (0.8111), high exfiltration behavior (0.6851), high-risk role targeted (1), link rewritten through redirector (1), high content spam score (0.7714), winword.exe execution indicating confirmed meeting-based malware"
D7036,Malicious,0.90,"Sender known malicious (1), high metadata suspicious score (0.5021), certificate mismatch, URL reputation concerns (0.3809), high content spam score (0.7542), winword.exe execution indicating confirmed malware with known threat actor"
D7037,Spam,0.75,"High content spam score (0.7181), expired SSL certificate, bulk message indicator (1), low overall malicious indicators suggest bulk marketing or spam email"
D7038,Spam,0.70,"Legal threat request with moderate exfiltration behavior (0.4929), embedded files (2), bulk message indicator (1), outlook.exe execution but low overall threat scores suggest spam campaign"
D7039,Malicious,0.85,"Link click request with any file hash malicious (1), very high metadata suspicious score (0.9122), self-signed SSL certificate, very high content spam score (0.8195), acrobat.exe execution indicating confirmed document-based malware"
D7040,Warning,0.80,"Bank detail update request with very high sender domain reputation (0.5678), very high temp email likelihood (0.8768), high content spam score (0.7086), indicating financial social engineering from disposable email"
D7041,Malicious,0.90,"VPN/MFA reset request with malicious attachment count (1), return path known malicious (1), very high exfiltration behavior (0.8316), high SMTP IP geo risk (0.7385), sender name similarity to VIP (1), winword.exe and powershell execution indicating confirmed credential harvesting malware"
D7042,Warning,0.75,"Wire transfer request with DNS morphing detected (1), very high return path reputation (0.9762), URL redirect chain (3), winword.exe execution, high URL rendering behavior (0.3970) suggesting financial phishing"
D7043,Warning,0.80,"Document download request with high metadata suspicious score (0.7726), YARA matches (4), high content spam score (0.7865), high URL reputation concerns (0.5336), winword.exe execution indicating document-based phishing"
D7044,No Action,0.60,"High SMTP IP reputation (0.7915) but low overall threat scores, minimal malicious indicators, standard authentication suggest legitimate email"
D7045,No Action,0.55,"Sensitive data request with moderate temp email likelihood (0.2780), low overall threat scores, minimal malicious indicators suggest legitimate data request"
D7046,Warning,0.75,"Meeting request with macro-enabled document (1), YARA matches (2), URL count (8), high content spam score (0.6222), winword.exe execution indicating potential macro-based attack"
D7047,Malicious,0.85,"Sender spoof detected (1), bulk message indicator (1), high content spam score (0.7157), winword.exe execution indicating confirmed spoofed sender attack"
D7048,No Action,0.55,"Low overall threat scores, multiple URLs (2) but minimal malicious indicators suggest legitimate email"
D7049,Warning,0.75,"Legal threat request with total IOC count (1), self-signed SSL certificate, high max behavioral sandbox score (0.2028), high exfiltration behavior (0.4036), outlook.exe execution indicating legal intimidation phishing"
D7050,Malicious,0.90,"Link click request with packer detected (1), total IOC count (1), high exfiltration behavior (0.7406), very high URL reputation concerns (0.9121), very high content spam score (0.8344), acrobat.exe execution indicating confirmed packed malware"
D7051,Malicious,0.85,"Sender known malicious (1), bank detail update request, high content spam score (0.6917), multiple URLs (4), confirmed malicious sender with financial fraud intent"
D7052,Warning,0.80,"VPN/MFA reset request with high metadata suspicious score (0.4908), high exfiltration behavior (0.6977), embedded files (3), very high content spam score (0.8011), winword.exe and powershell execution indicating credential harvesting attempt"
D7053,Malicious,0.90,"Wire transfer request with return path known malicious (1), smtp_ip_known_malicious (1), high exfiltration behavior, winword.exe execution indicating confirmed financial fraud with malicious infrastructure"
D7054,Warning,0.80,"Document download request with very high exfiltration behavior (0.8625), self-signed SSL certificate, very high content spam score (0.9140), winword.exe execution indicating document-based attack"
D7055,No Action,0.60,"Very high sender domain reputation (0.6269), high content spam score (0.8886) but low overall threat scores suggest legitimate email with spam-like characteristics"
D7056,No Action,0.55,"Sensitive data request with high content spam score (0.8077), high SMTP IP reputation (0.6017) but low overall threat scores suggest legitimate request"
D7057,Malicious,0.85,"Meeting request with packer detected (1), total IOC count (1), high max behavioral sandbox score (0.3739), very high content spam score (0.9435), winword.exe execution indicating confirmed meeting-based malware"
D7058,Malicious,0.90,"Reply path known malicious (1), very high exfiltration behavior (0.9336), high sender domain reputation (0.5785), high SMTP IP ASN risk (0.8968), multiple URLs (4), winword.exe execution indicating confirmed malware with malicious infrastructure"
D7059,Spam,0.75,"Very high content spam score (0.7973), high return path reputation (0.8276), marketing keywords detected (1), low malicious indicators suggest bulk marketing email"
D7060,Warning,0.75,"Legal threat request with total IOC count (1), high exfiltration behavior (0.9001), high return path reputation (0.6046), outlook.exe execution indicating legal intimidation attempt"
D7061,Warning,0.80,"Link click request with very high temp email likelihood (0.9149), high metadata suspicious score (0.6138), YARA matches (2), high content spam score (0.6413), acrobat.exe execution indicating phishing from disposable email"
