Data ID,Classification,Confidence Score,Detailed Justification
D6633,Warning,0.78,"Gift card request with authentication failures (SPF/DKIM/DMARC failed) but no binary malicious indicators. Executable attachment + moderate risk scores require monitoring. Social engineering pattern typical of BEC attempts."
D6634,Warning,0.72,"Mixed risk profile with unscannable attachment and authentication issues (SPF softfail, DKIM temperror). Multiple sandbox processes detected but no clear malicious/spam indicators. Requires monitoring."
D6635,Warning,0.75,"Urgent callback request with authentication concerns (DMARC none) and self-signed certificate. Social engineering pattern but low risk scores across other categories. Monitoring recommended."
D6636,Warning,0.74,"Authentication failures (SPF/DMARC failed) with moderate exfiltration score (0.32) below malicious threshold. Self-signed certificate adds concern but insufficient for malicious classification."
D6637,Warning,0.68,"Link click request with authentication failures (SPF failed, no DKIM/DMARC) and outdated TLS 1.1. Low reputation scores but minimal additional risk indicators."
D6638,Warning,0.71,"Executable attachment with authentication passed but moderate exfiltration score (0.38). YARA rule hit suggests suspicious patterns requiring monitoring despite mixed signals."
D6639,Warning,0.73,"Wire transfer request with reply path mismatch (social engineering indicator) but low exfiltration score (0.40). Strong authentication contradicts suspicious request pattern."
D6640,Malicious,0.92,"Known malicious sender (binary indicator=1) with wire transfer request. Authentication failures (SPF/DKIM failed) and expired SSL certificate. Clear malicious infrastructure."
D6641,Malicious,0.87,"Malicious file hash detected (binary indicator=1) with gift card request. High temp email likelihood (0.66) and very high exfiltration score (0.94). Multiple malicious indicators."
D6642,Malicious,0.85,"High temp email likelihood (0.60) with YARA rule hit and very high exfiltration score (0.86). Authentication failed. Multiple threat indicators exceed malicious threshold."
D6643,Malicious,0.84,"Very high temp email likelihood (0.88) with return path mismatch (spoofing indicator). Authentication failures (SPF/DMARC failed) and moderate exfiltration score support malicious classification."
D6644,Warning,0.69,"Invoice verification request with authentication failures (DMARC failed) and self-signed certificate. High URL rendering behavior but insufficient for malicious classification."
D6645,Malicious,0.82,"VBScript detected with exploit pattern (binary indicator=1) and authentication failures. High exfiltration score (0.43) with self-signed certificate. Classic malware delivery pattern."
D6646,Malicious,0.86,"VBScript + ActiveX objects (binary indicators) with very high exfiltration score (0.80). Authentication failures across SPF/DKIM/DMARC. Definitive malicious payload delivery."
D6647,Warning,0.66,"Wire transfer request with authentication issues (DMARC permerror) but overall low risk scores. Request type concerning but lacks supporting malicious indicators."
D6648,No Action,0.58,"High temp email likelihood (0.84) but authentication mostly passed (SPF pass) with minimal other risk indicators. Expired SSL certificate only concern but overall low threat profile."
D6649,Warning,0.64,"High temp email likelihood (0.87) with authentication issues (DKIM failed, DMARC temperror) and self-signed certificate. Moderate concern requiring monitoring."
D6650,Warning,0.69,"High temp email likelihood (0.41) with authentication failures (DKIM/DMARC failed) but very high reply path reputation (0.99) creates conflicting signals."
D6651,Malicious,0.81,"Gift card request with known malicious return path (binary indicator=1). High ASN risk score (0.72) indicates suspicious infrastructure despite minimal behavioral scores."
D6652,Warning,0.72,"Wire transfer request with network call on open detected and high exfiltration score (0.86). Authentication failures but mixed other indicators require monitoring."
D6653,Malicious,0.89,"Document download request with very high sandbox behavioral score (0.90) exceeding threshold. Authentication failures (DKIM/DMARC failed) support malicious classification."
D6654,Warning,0.65,"Authentication issues (SPF softfail) with SSL certificate mismatch. Unsubscribe link suggests bulk mail but limited spam indicators and low content spam score."
D6655,Spam,0.77,"Sensitive data request with unsubscribe link and authentication failures (DKIM failed). Bulk mailing pattern with high domain similarity score suggests spam rather than targeted attack."
D6656,No Action,0.62,"Meeting request with high urgency keywords but all authentication passed (SPF/DKIM/DMARC). Despite VIP similarity concern, strong authentication and low risk scores suggest legitimate email."
D6657,Malicious,0.93,"Extremely high exfiltration behavior score (0.98) - highest in dataset. DMARC failure with high infrastructure risk scores. Critical data exfiltration threat."
D6658,No Action,0.59,"Authentication passed (SPF/DMARC passed) with low risk scores across multiple categories. Limited suspicious indicators suggest legitimate email traffic."
D6659,Malicious,0.88,"Legal threat with unscannable attachment, multiple YARA hits (3), IOC hits (7), and very high exfiltration score (0.95). High suspicious metadata (0.87) confirms malicious intent."
D6660,Warning,0.71,"Link click request with authentication failures (SPF/DKIM/DMARC failed) but high return path reputation conflicts with other indicators. SSL mismatch adds concern."
D6661,Warning,0.76,"Bank detail update request with DMARC failure and high geo risk. High URL reputation but sender name similarity to VIP suggests potential BEC attempt."
D6662,Warning,0.69,"VPN/MFA reset request with high suspicious metadata (0.22) and IOC hits (6). Mixed authentication results and high URL rendering behavior suggest phishing attempt."
D6663,Warning,0.74,"Wire transfer request with high suspicious metadata (0.91), ActiveX objects, and image-only format. Authentication failures suggest BEC with document payload."
D6664,Warning,0.78,"Document download targeting high-risk role with executable attachment. Moderate sandbox score (0.30) below malicious threshold but link redirector use concerning."
D6665,Warning,0.63,"Reply path differs from sender with multiple links detected. Authentication issues (SPF softfail) but limited strong indicators suggest monitoring needed."
D6666,Warning,0.67,"Sensitive data request with good authentication (SPF/DKIM/DMARC passed) but high return path reputation conflicts. Moderate URL reputation suggests caution."
D6667,Warning,0.70,"Meeting request with high domain reputation (0.79) but URL redirect detected. Mixed authentication results require monitoring despite good domain reputation."
D6668,Warning,0.81,"High domain reputation with authentication failures (DKIM failed) and elevated URL rendering behavior. Mixed indicators require careful evaluation despite good reputation."
D6669,Warning,0.73,"High domain reputation with authentication failures (SPF failed) and elevated URL rendering behavior. Mixed signals requiring monitoring."
D6670,Warning,0.71,"Legal threat with high temp email likelihood (0.76) but low behavioral scores (sandbox: 0.52, exfiltration: 0.08) below malicious thresholds."
D6671,Malicious,0.83,"Link click request with high suspicious metadata (0.68), URL redirect detected, and very high URL rendering behavior score (0.78). Authentication failures support malicious classification."
D6672,Warning,0.65,"Bank detail update with expired SSL certificate and authentication failures (SPF/DKIM failed) but limited other strong indicators suggest monitoring."
D6673,Warning,0.72,"VPN/MFA reset request with VBScript detected and reply path mismatch. High urgency keywords (0.59) typical of social engineering but below malicious thresholds."
D6674,Malicious,0.91,"Wire transfer request with very high sandbox behavioral score (0.96) and long execution time (32.6s). Strong indicators of advanced malware delivery exceed all thresholds."
D6675,Warning,0.70,"Document download with YARA rule hits (3) and reply path mismatch. SSL certificate mismatch but high URL reputation suggests monitoring rather than blocking."
D6676,Warning,0.67,"Authentication mixed results with URL redirect detected. Moderate risk indicators across categories suggest monitoring approach."
D6677,Spam,0.74,"Sensitive data request with high reply path reputation (0.53) but spam content score (0.43) and authentication issues suggest bulk/spam rather than targeted attack."
D6678,Malicious,0.88,"Meeting request with very high suspicious metadata (0.86) and exfiltration score (0.87). Multiple YARA hits (2) confirm malicious payload despite social engineering disguise."
D6679,Malicious,0.84,"Executable attachment with high suspicious metadata and authentication failures (SPF failed). URL redirect detected with multiple risk indicators confirming malware delivery."
D6680,No Action,0.61,"Authentication mixed results (DMARC temperror) with minimal spam content score (0.05). Limited strong indicators across all categories suggest legitimate email."
D6681,Warning,0.70,"Legal threat with image-only format and sandbox score (0.79) just below malicious threshold. High URL reputation suggests legitimate infrastructure despite format concerns."
D6682,Warning,0.71,"Link click request with high suspicious metadata (0.39) and authentication failures (SPF/DKIM failed). Multiple risk indicators but insufficient for malicious classification."
