Data ,sender_known_malicios,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_Count,has_executable_attachment,unscannable_attachment_present,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_Score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_Count,dna_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing-keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,total_components_detected_malicious,unique_parent_process_names(categorical)
D7283,0,6.0850139713914654e-05,0,1.1438970416938705e-13,1,1,0,0.0087228235305611,0,0,0,2,0,0.0402441507095001,0.8595763593861846,1,0,0,0,0.7343598251051391,0,1,5,1.8966929147914752e-54,"[""winword.exe""]",0,0,0.1600792165324569,0,1,3.5051700466622475e-08,0,0.0005379019191624,1.0088435317298367e-09,7.237084265596979e-08,0,0,0,1.0,0,0.1743832932845744,0.797248,none,0.0027722139245632,0,0,0,0,0.0,0,pass,none,pass,1,TLS 1.2,3,0,0,0,0,1.7247797816026992e-19,valid,0.0100028470905695,0.7699389781410009,0,1,0,"[""""]"
D7284,0,0.0087346534362414,0,1.2338059170108936e-10,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0406562019202972,0,0,6.828178391782045e-05,0,0.123532517417888,0.0030534772198504,9.929485693744544e-06,0,0,0,1.0,0,0.3943736660880975,0.1005714,none,3.870777795703141e-22,0,0,1,0,0.0,0,pass,pass,fail,1,TLS 1.3,0,0,0,0,0,2.188365472833382e-06,valid,0.1743658705867119,0.0202335860295014,0,1,0,"[""""]"
D7285,0,0.0011480538019284,0,0.0441888273057449,0,0,0,0.0138751537730799,0,0,0,0,0,0.0444336325236267,0.303876964377631,0,0,0,0,0.9651745759336158,1,0,4,3.7184009302296325e-09,"[""outlook.exe""]",0,0,4.293408814851928e-12,0,0,4.365307860260295e-10,0,0.0562380076754118,3.271395272202076e-05,0.0152493578906194,0,0,0,1.0,0,0.0136379260961801,0.9055226,legal_threat,4.591523012507468e-07,1,0,0,0,0.0,0,fail,neutral,fail,1,TLS 1.3,1,0,0,0,0,0.0002366795828046,valid,0.0343246480454945,3.4268898183968427e-19,0,1,0,"[""""]"
D7286,0,0.0155645994829237,0,0.0454037211694597,0,0,0,0.0022992897681395,0,0,0,0,0,5.049897625429055e-07,4.9504685931865005e-11,0,0,0,0,0.2726536930308869,0,0,4,2.4403489804641884e-164,"[""acrobat.exe""]",0,0,7.307777614373373e-18,0,0,0.3444586301569381,0,0.8107407372835913,2.412766218378353e-06,0.0019100207460274,0,0,0,0.5,0,0.0032029528531925,0.0558255,link_click,1.927165387227565e-12,0,0,0,0,0.0,0,fail,neutral,none,0,TLS 1.2,0,0,0,0,0,2.2415326089125915e-11,mismatch,5.957760257960793e-05,0.488181880486787,0,1,0,"[""""]"
D7287,0,0.333559784452876,0,0.3084897034445053,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0004139176266618,0,0,0.0224029378370286,0,0.0338164005831001,4.549296061847722e-06,2.890259496582947e-05,0,0,0,0.5,0,0.0103866031906059,0.7926846,bank_detail_update,7.508042608393836e-08,0,0,0,0,0.0,0,fail,policy,none,1,TLS 1.2,1,0,0,0,0,0.0663145982114973,valid,0.8430751181921763,0.7041170014348207,0,1,0,"[""""]"
D7288,0,0.0009674886711192,0,1.5448596475689087e-05,0,0,0,7.102178074804722e-05,0,0,0,0,0,0.1552854755340087,0.0010260313387213,0,0,0,0,0.2789378131348318,0,0,4,8.710969943169712e-30,"[""winword.exe"", ""powershell.exe""]",1,0,2.7092340550473074e-06,0,0,0.0018573096414549,0,0.7192343526538364,0.4521699092749834,0.7835679802761714,0,0,0,0.5,0,7.893306197161935e-07,0.7071587,vpn_or_mfa_reset,5.493776068311649e-13,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.1,4,0,0,0,0,0.589859713821482,self signed,5.965865338095406e-07,0.0080034529477742,0,1,0,"[""""]"
D7289,0,0.0068680395932127,0,5.644254115805249e-05,0,0,0,0.0038838838206735,0,0,0,0,0,5.639321432134275e-12,0.0001400424953801,0,0,0,0,0.7705020154981079,0,2,5,7.179318337616944e-43,"[""winword.exe""]",0,0,6.054557331043235e-08,0,0,0.0121693905645515,0,0.4466781206592146,0.0003708811059259,0.1123962078407159,0,0,0,1.0,0,0.0002235800223136,0.0143089,wire_transfer,0.0011894186643793,0,0,0,0,0.0,0,fail,fail,pass,1,TLS 1.2,1,0,0,0,0,0.0010983493077815,self signed,7.740278628021228e-10,0.0011779943276264,1,1,0,"[""""]"
D7290,0,0.0007296034035094,0,0.0001347580945065,0,0,0,0.0205227860434903,0,0,0,0,0,0.224330741566098,0.0751318735851788,0,0,0,0,0.2524702748203178,0,0,4,1.340983279205203e-38,"[""winword.exe""]",0,0,5.34823332827446e-18,0,0,6.383962676583965e-13,0,8.148125783809448e-07,0.3591249853229493,0.0049983549747242,0,0,0,1.0,0,0.0183934269110548,0.2103859,document_download,0.0002210265179077,0,0,0,0,0.0,0,fail,pass,permerror,1,TLS 1.2,2,0,1,0,0,1.2637829552785731e-09,valid,8.213912828420042e-07,0.0001782246905615,0,1,0,"[""""]"
D7291,0,0.3982086101376902,0,0.0247339625673728,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,2.902803564758193e-06,0,0,1.3528830469307087e-06,0,0.0003474611450581,1.1954871327697335e-06,3.1268469536966552e-12,0,0,0,0.0,0,0.4628702338711135,0.7799684,none,0.0266698020972444,0,0,0,0,0.0,0,fail,temperror,fail,1,TLS 1.2,1,0,0,0,0,0.210016955040422,valid,1.311444023537037e-09,3.796338958049004e-14,0,1,0,"[""""]"
D7292,0,0.6091403773860238,0,4.3823106402558194e-08,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,1,0.0001593051490687,0,0,0.2263169439905889,0,0.0007033781415505,1.7434871599703296e-05,0.0021396429497719,0,0,0,1.0,0,0.5871031064749604,0.0837177,sensitive_data_request,5.72600825312819e-14,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.1,1,0,3,0,0,0.1873165771563237,valid,1.4778191798060294e-06,2.363042962289589e-05,0,1,0,"[""""]"
