Data ID,Classification,Confidence Score,Detailed Justification
D5683,Malicious,0.90,Wire transfer request with high exfiltration score (0.68). Winword spawning powershell and regsvr32. Self-signed SSL certificate. Failed DKIM. High AMSI score (0.32). Clear BEC attempt using document-based malware to facilitate financial fraud.
D5684,Spam,0.75,Invoice verification with very high IP geo risk (0.74). Failed SPF. Valid SSL but high URL reputation risk (0.26). Low threat scores otherwise. Spam due to invoice request from suspicious geographic location with authentication failure.
D5685,Malicious,0.85,Wire transfer request with unscannable attachment. Winword spawning powershell. High exfiltration score (0.60). High IP geo risk (0.57). Clear evasion techniques combined with financial fraud request and process injection patterns.
D5686,Warning,0.80,Invoice payment request with packer detected. Winword spawning powershell and regsvr32. SSL certificate mismatch. Moderate exfiltration score (0.27). Warning due to packer presence and process chains despite good sender reputation (0.63).
D5687,Malicious,0.95,Sender known malicious with urgent callback request. Packer detected. 2 YARA matches. Multiple suspicious processes (outlook, winword, mshta, wscript). Expired SSL. Known bad actor using advanced techniques with social engineering.
D5688,Malicious,0.90,VPN/MFA reset with executable attachment. Winword spawning powershell. High exfiltration score (0.73). Valid SSL. Clear credential theft attempt using executable attachment and process injection to compromise authentication systems.
D5689,Malicious,0.90,Domain known malicious with final URL known malicious. Very high IP geo risk (0.93). Expired SSL. No request type. Malicious due to multiple definitive malicious infrastructure indicators including known bad domain and URL.
D5690,Warning,0.75,High exfiltration score (0.89) with multiple suspicious processes (outlook, winword, mshta, wscript). Expired SSL. Failed SPF/DMARC. Warning due to extreme behavioral scores and process anomalies despite no request.
D5691,Malicious,0.95,3 malicious attachments with very high sandbox behavioral score (0.74). High AMSI score (0.87). Multiple suspicious processes. High exfiltration score (0.37). Clear malware with multiple malicious components and behavioral detection hits.
D5692,Warning,0.75,Legal threat with high URL reputation risk (0.90). Moderate sender reputation (0.19). Valid SSL. High marketing keywords (0.94). Warning due to legal threat social engineering with suspicious URL characteristics.
D5693,Spam,0.85,Document download request with very high temp email likelihood (0.93). Self-signed SSL. Failed all authentication. High spam characteristics. Spam due to document request from temporary email with complete authentication failure.
